Line,Gen,is_cluster_id,min_dist,head_qend,tail_qstart,min_i,min_j,raw_dist,min_start_raw,min_end_raw,flank_dist,dir
L03-4,2,15,3094,2999,1,4678,4686,3095,2552137,2555232,3094,True
L03-4,2,16,47294,2999,1,4696,4700,-47293,2602525,2555232,-47294,True
L03-4,2,17,103871,2999,1,4710,4714,103872,2602525,2706397,103871,True
L03-4,2,18,7,2998,1,4716,4718,-5,3048254,3048248,-7,True
L03-4,2,19,3094,2999,1,4719,4721,3095,3374802,3377897,3094,True
L03-4,2,20,3093,2999,1,4722,4725,3094,3513365,3516459,3093,True
L03-4,2,21,3093,2999,1,4726,4727,3094,3979909,3983003,3093,True
L04-1,1,0,3094,2999,1,4728,4729,-3095,3887270,3884175,3094,True
L04-1,1,1,3089,2351,1,4730,4731,-2442,3645930,3642840,3089,True
L04-1,1,2,3095,2999,1,4732,4733,-3096,3515461,3512365,3095,True
L04-1,1,3,3094,2999,1,4734,4735,-3095,3407879,3404784,3094,True
L04-1,1,4,3094,2999,1,4736,4737,-3095,3228720,3225625,3094,True
L04-1,1,5,8,2999,1,4740,4741,7,2929820,2929827,-8,True
L04-1,1,6,3093,2999,1,4743,4746,-3094,2742941,2739847,3093,True
L04-1,1,7,3094,2999,1,4747,4748,-3095,2577043,2573948,3094,True
L04-1,1,8,3095,1823,1,4751,4752,-1920,2056273,2053177,3095,True
L04-1,1,9,78591,2999,1,4753,4754,-78592,1764282,1685690,78591,False
L04-1,1,10,78599,2999,1,4756,4757,-78598,1761191,1682593,-78599,False
L04-1,1,11,3094,2999,1,4761,4764,-3095,1570548,1567453,3094,True
L04-1,1,13,3404538,2759,1,4777,4778,-3404297,3800437,395900,-3404538,False
L04-1,2,0,3937018,2998,1,4779,4855,3937020,59441,3996460,3937018,False
L04-1,2,1,7,2998,1,4856,4857,7,3739915,3739921,-7,True
L04-1,2,2,7,2998,1,4859,4925,7,3723399,3723405,-7,True
L04-1,2,3,3094,2999,1,4927,4928,-3095,3666201,3663106,3094,True
L04-1,2,4,3094,2999,1,4930,4932,-3095,3257752,3254657,3094,True
L04-1,2,5,26205,2999,1,4935,4947,-26206,3083878,3057672,26205,True
L04-1,2,6,3093,2415,1,4971,4972,-2510,2712538,2709444,3093,True
L04-1,2,7,3094,2999,1,4975,4976,-3095,2471117,2468022,3094,True
L04-1,2,8,3093,2999,1,4979,4982,-3094,2355976,2352882,3093,True
L04-1,2,10,3094,2999,1,4985,4986,-3095,2126681,2123586,3094,True
L04-1,2,11,3093,2999,1,4996,4999,-3094,1958536,1955442,3093,True
L04-1,2,12,3094,2999,1,5000,5003,-3095,1434674,1431579,3094,True
L04-1,2,13,3094,2999,1,5004,5005,-3095,1268777,1265682,3094,True
L04-1,2,14,3094,2999,1,5008,5011,-3095,776784,773689,3094,True
L04-1,2,15,3094,2999,1,5012,5015,-3095,719309,716214,3094,True
L04-1,2,16,3093,2999,1,5016,5017,-3094,597628,594534,3093,True
L04-1,2,17,3092,2999,2232,5018,5019,-862,490046,486953,3092,True
L04-1,2,18,3092,2999,732,5020,5021,-2362,361803,358710,3092,True
L04-1,2,19,3094,2638,1,5023,5024,-2734,121557,118462,3094,True
L04-1,2,20,8,2999,1,5025,5026,7,59432,59439,-8,True
L04-1,2,21,3971928,2998,1,5102,5104,3971928,24529,3996456,-3971928,False
L04-2,1,0,3095,674,1,5107,5108,5421,116139,119235,3095,True
L04-2,1,1,3093,2999,1,5109,5110,3094,358136,361230,3093,True
L04-2,1,2,3095,2464,1,5111,5112,3631,488082,491178,3095,True
L04-2,1,3,3093,2999,1,5113,5114,3094,595667,598761,3093,True
L04-2,1,4,3081,2999,402,5115,5116,3483,771725,774807,3081,True
L04-2,1,5,3094,2999,1,5119,5120,3095,1070219,1073314,3094,True
L04-2,1,6,3094,2999,1,5122,5125,3095,1263307,1266402,3094,True
L04-2,1,7,3093,2999,1,5126,5127,3094,1429208,1432302,3093,True
L04-2,1,8,3094,2999,1,5130,5131,3095,1954256,1957351,3094,True
L04-2,1,9,3094,2999,1,5132,5133,3095,2245702,2248797,3094,True
L04-2,1,10,3093,2999,1,5135,5136,3094,2324301,2327395,3093,True
L04-2,1,11,3091,2999,941,5140,5143,4032,2442547,2445639,3091,True
L04-2,1,12,23886,2999,2125,5144,5145,-21761,3051856,3027971,-23886,True
L04-2,1,13,3424053,2759,1,5153,5154,3424292,202979,3627031,-3424053,False
L04-2,2,0,3094,2999,1,5155,5192,3095,116137,119232,3094,True
L04-2,2,2,3092,2999,1,5194,5199,3093,452617,455710,3092,True
L04-2,2,3,3094,2999,1,5200,5201,3095,560193,563288,3094,True
L04-2,2,4,3094,2999,1,5202,5203,3095,736249,739344,3094,True
L04-2,2,6,3094,2999,1,5208,5209,3095,1204044,1207139,3094,True
L04-2,2,7,165892,2999,1,5266,5269,165893,1226239,1392132,165892,False
L04-2,2,8,165899,2999,1,5270,5271,165898,1229330,1395228,-165899,False
L04-2,2,9,3094,2999,1,5274,5284,3095,1667316,1670411,3094,True
L04-2,2,10,3093,2999,1,5286,5287,3094,1917154,1920248,3093,True
L04-2,2,11,3093,2999,1,5288,5292,3094,2179111,2182205,3093,True
L04-2,2,12,78047,2999,544,5293,5294,78591,2211692,2289740,78047,False
L04-2,2,13,78053,2999,1,5296,5297,78052,2214783,2292835,-78053,False
L04-2,2,14,12883,2999,1,5301,5305,12884,2395098,2407982,12883,False
L04-2,2,17,3093,2999,1,5310,5313,3094,3329043,3332137,3093,True
L04-2,2,18,3094,2999,1,5314,5315,3095,3579046,3582141,3094,True
L04-3,1,0,3094,2999,1,5316,5317,3095,121558,124653,3094,True
L04-3,1,2,3093,2999,1,5318,5319,3094,444530,447624,3093,True
L04-3,1,3,3094,2999,1,5320,5321,3095,552106,555201,3094,True
L04-3,1,4,3094,2999,1,5322,5323,3095,731256,734351,3094,True
L04-3,1,5,3093,2999,1,5326,5327,3094,1033241,1036335,3093,True
L04-3,1,6,3093,2999,1,5328,5331,3094,1223210,1226304,3093,True
L04-3,1,7,3093,2999,1,5333,5335,3094,1389098,1392192,3093,True
L04-3,1,8,3093,2999,1,5338,5340,3094,2079877,2082971,3093,True
L04-3,1,9,3093,2999,1,5341,5342,3094,2552475,2555569,3093,True
L04-3,1,10,3093,2999,1,5344,5345,3094,2631068,2634162,3093,True
L04-3,1,11,3093,2999,1,5349,5353,3094,2746203,2749297,3093,True
L04-3,1,12,1154947,2999,1,5354,5355,-1154946,3362622,2207676,-1154947,True
L04-3,1,13,3093,2216,1,5372,5374,3877,3947045,3950139,3093,True
L04-3,2,0,3092,2999,1,5375,5376,3093,42387,45480,3092,True
L04-3,2,1,3093,2999,1,5377,5378,3094,121555,124649,3093,True
L04-3,2,2,3094,2999,1,5379,5380,3095,358800,361895,3094,True
L04-3,2,3,3093,2999,1,5383,5384,3094,447625,450719,3093,True
L04-3,2,4,3094,2999,1,5385,5386,3095,555203,558298,3094,True
L04-3,2,5,3092,2999,1,5387,5388,3093,616670,619763,3092,True
L04-3,2,6,3094,2999,1,5389,5390,3095,734354,737449,3094,True
L04-3,2,7,3093,2999,1,5393,5402,3094,788898,791992,3093,True
L04-3,2,8,3094,2999,1,5403,5404,3095,1036348,1039443,3094,True
L04-3,2,9,3094,2999,1,5405,5408,-3095,1278830,1275735,3094,True
L04-3,2,10,285465,2999,1,5409,5410,285464,1112940,1398404,-285465,False
L04-3,2,11,805445,2998,1,5413,5414,-805443,1918387,1112943,-805445,True
L04-3,2,12,642642,2999,1,5415,5416,642643,1275738,1918381,642642,True
L04-3,2,13,6193,2999,1,5447,5544,6194,1920209,1926403,6193,True
L04-3,2,14,3094,2999,1,5545,5546,3095,2048011,2051106,3094,True
L04-3,2,15,3093,2999,1,5565,5568,3094,2225522,2228616,3093,True
L04-3,2,16,3093,2999,1,5569,5570,3094,2301349,2304443,3093,True
L04-3,2,17,6,2998,1,5571,5572,-4,2352890,2352885,-6,True
L04-3,2,18,3093,2999,1,5577,5578,3094,2395905,2398999,3093,True
L04-3,2,19,3093,2999,1,5580,5581,3094,2474497,2477591,3093,True
L04-3,2,20,3093,2999,1,5585,5588,3094,2589627,2592721,3093,True
L04-3,2,21,3094,2999,1,5589,5590,3095,2871503,2874598,3094,True
L04-3,2,22,3094,2999,1,5591,5592,3095,2912140,2915235,3094,True
L04-3,2,23,1154950,2999,1,5594,5595,-1154949,3206055,2051106,-1154950,True
L04-3,2,24,1161136,2999,1,5614,5617,1161137,2225522,3386659,1161136,True
L04-3,2,25,3094,2999,1,5620,5621,3095,3796681,3799776,3094,True
L04-4,1,0,3094,2999,1,5622,5623,3095,118465,121560,3094,True
L04-4,1,1,3092,2894,1745,5624,5625,4942,360358,363451,3092,True
L04-4,1,3,3094,2999,1,5627,5628,3095,586134,589229,3094,True
L04-4,1,4,3094,2999,1,5629,5630,3095,762194,765289,3094,True
L04-4,1,5,3092,2999,1,5633,5634,3093,1061097,1064190,3092,True
L04-4,1,6,3094,2999,1,5636,5639,3095,1251080,1254175,3094,True
L04-4,1,7,3094,2999,1,5640,5641,3095,1416979,1420074,3094,True
L04-4,1,8,3094,2999,1,5644,5645,3095,1988150,1991245,3094,True
L04-4,1,9,3093,2999,1,5646,5647,3094,2279687,2282781,3093,True
L04-4,1,10,3093,2999,1,5649,5650,3094,2358285,2361379,3093,True
L04-4,1,11,733117,2999,1,5654,5658,733116,1734089,2467205,-733117,False
L04-4,1,12,3094,2999,1,5659,5660,3095,3074366,3077461,3094,True
L04-4,1,13,3454437,2759,206,5673,5674,3454881,205303,3659739,-3454437,False
L04-4,2,0,3094,2999,1,5675,5676,3095,118465,121560,3094,True
L04-4,2,2,3095,2637,1,5685,5686,3458,470598,473694,3095,True
L04-4,2,3,3094,2999,1,5687,5688,3095,578180,581275,3094,True
L04-4,2,4,3093,2999,1,5689,5690,3094,754241,757335,3093,True
L04-4,2,5,3094,2999,1,5693,5694,3095,1053149,1056244,3094,True
L04-4,2,6,3094,2999,1,5696,5699,3095,1246243,1249338,3094,True
L04-4,2,7,3094,2999,1,5700,5701,3095,1412143,1415238,3094,True
L04-4,2,8,3093,2999,1,5704,5710,3094,1474314,1477408,3093,True
L04-4,2,9,3093,2999,1,5711,5769,3094,1523443,1526537,3093,True
L04-4,2,10,3094,2999,1,5848,5849,3095,1726170,1729265,3094,True
L04-4,2,11,3112,2999,1,5855,5859,3113,1770681,1773794,3112,True
L04-4,2,13,3094,2999,1,5862,5863,3095,1904190,1907285,3094,True
L04-4,2,14,3094,2999,1,5864,5914,3095,2082572,2085667,3094,True
L04-4,2,15,3093,2999,1,5915,5916,3094,2195735,2198829,3093,True
L04-4,2,16,3093,2999,1,5918,5919,-3094,2332599,2329505,3093,True
L04-4,2,17,500615,2999,1,5923,5924,-500616,2271294,1770678,500615,True
L04-4,2,18,701118,2999,1,5928,5934,701117,1729262,2430379,-701118,False
L04-4,2,19,204308,2999,1,5935,5936,-204307,3180187,2975880,-204308,True
L04-4,2,20,7,2998,1,5954,5955,-5,3485545,3485539,-7,True
L04-4,2,21,3094,2999,1,6035,6037,3095,3735100,3738195,3094,True
L04-4,2,22,3095,2999,1,6038,6039,3096,3977322,3980418,3095,True
L05-1,1,0,3094,2999,1,6040,6043,3095,849598,852693,3094,True
L05-1,1,1,3091,2999,1,6044,6045,3092,1240780,1243872,3091,True
L05-1,1,2,3093,2999,1,6046,6049,3094,1280686,1283780,3093,True
L05-1,1,3,3092,2999,1,6050,6054,3093,1864703,1867796,3092,True
L05-1,1,4,3094,2999,1,6056,6057,3095,1949299,1952394,3094,True
L05-1,1,5,3092,2999,306,6058,6060,3398,2072811,2075904,3092,True
L05-1,1,6,3091,2999,1616,6061,6062,4707,2544168,2547260,3091,True
L05-1,1,7,3092,2999,1,6063,6064,3093,3000916,3004009,3092,True
L05-1,1,8,3093,2999,1,6091,6094,3094,3233179,3236273,3093,True
L05-1,1,9,2479794,2686,174,6095,6099,2480279,1015685,3495478,-2479794,False
L05-1,2,0,3865,2999,1,6100,6102,3866,143390,147256,3865,True
L05-1,2,1,3094,2999,1,6115,6118,3095,855049,858144,3094,True
L05-1,2,2,3094,2999,1,6119,6120,3095,1246239,1249334,3094,True
L05-1,2,3,3094,2999,1,6121,6124,3095,1286144,1289239,3094,True
L05-1,2,4,3093,2999,1,6125,6126,3094,1499513,1502607,3093,True
L05-1,2,5,3093,2999,1,6129,6133,3094,1870185,1873279,3093,True
L05-1,2,6,3095,1892,1,6135,6136,4203,1881019,1884115,3095,True
L05-1,2,7,8,2999,1,6137,6138,-7,1935912,1935905,-8,True
L05-1,2,9,3093,2999,1,6141,6143,3094,2062434,2065528,3093,True
L05-1,2,10,3092,2999,1,6144,6145,3093,2245150,2248243,3092,True
L05-1,2,12,3093,2999,1,6150,6153,3094,2395643,2398737,3093,True
L05-1,2,13,3094,2999,1,6154,6155,3095,2529432,2532527,3094,True
L05-1,2,14,3092,2999,1,6156,6157,3093,2656884,2659977,3092,True
L05-1,2,15,3093,2999,1,6158,6159,3094,2986195,2989289,3093,True
L05-1,2,17,3094,2999,1,6189,6190,3095,3234877,3237972,3094,True
L05-1,2,18,7815,2999,1,6191,6192,7816,3464361,3472177,7815,True
L05-2,1,0,3091,2999,1465,6193,6196,4556,851453,854545,3091,True
L05-2,1,1,8,2999,1,6197,6198,-7,1244247,1244240,-8,True
L05-2,1,2,650666,2999,1,6199,6202,650667,1281069,1931736,650666,False
L05-2,1,3,3093,2999,1,6203,6207,-3094,1347661,1344567,3093,True
L05-2,1,5,3091,2999,492,6212,6214,3583,2108246,2111338,3091,True
L05-2,1,7,201663,2999,2682,6216,6217,204345,3011894,3213558,201663,True
L05-2,1,8,3094,2999,1,6224,6227,3095,3443161,3446256,3094,True
L05-2,2,0,3092,2999,1,6233,6234,3093,118227,121320,3092,True
L05-2,2,1,3094,2999,1,6235,6314,3095,488833,491928,3094,True
L05-2,2,2,3093,2999,1,6316,6319,3094,854531,857625,3093,True
L05-2,2,3,3546,2998,1,6320,6371,-3546,3207134,3203587,3546,True
L05-2,2,4,4244,2999,1,6373,6376,-4245,2994378,2990133,4244,True
L05-2,2,5,3095,2799,1,6378,6379,-2896,2978266,2975170,3095,True
L05-2,2,6,3094,2999,1,6380,6382,-3095,2929931,2926836,3094,True
L05-2,2,7,3094,2999,1,6386,6389,-3095,2696630,2693535,3094,True
L05-2,2,9,3094,2999,1,6460,6461,-3095,2352782,2349687,3094,True
L05-2,2,10,18566,2999,1,6463,6464,18565,2331122,2349687,-18566,True
L05-2,2,11,18566,2999,1,6466,6467,18565,2331122,2349687,-18566,True
L05-2,2,12,3094,2999,1,6469,6470,-3095,2331122,2328027,3094,True
L05-2,2,13,3093,2999,1,6471,6473,-3094,2227617,2224523,3093,True
L05-2,2,14,3095,1877,1,6474,6475,-1974,2144297,2141201,3095,True
L05-2,2,15,3085,2999,356,6476,6477,-2731,2043976,2040890,3085,True
L05-2,2,16,3093,2999,1,6478,6479,-3094,1909036,1905942,3093,True
L05-2,2,17,3094,2999,1,6480,6481,-3095,1753351,1750256,3094,True
L05-2,2,18,3094,2999,1,6482,6483,-3095,1320077,1316982,3094,True
L05-2,2,20,3093,2999,1,6490,6492,-3094,1007266,1004172,3093,True
L05-2,2,21,2573503,2999,1,6493,6496,2573502,891048,3464550,-2573503,True
L05-2,2,22,67341,2999,1,6497,6541,67340,3400308,3467648,-67341,False
L05-3,1,0,3093,2999,1,6596,6599,3094,853502,856596,3093,True
L05-3,1,1,3092,2999,1,6600,6601,3093,1245101,1248194,3092,True
L05-3,1,2,3093,2999,1,6602,6604,3094,1285011,1288105,3093,True
L05-3,1,3,495351,735,1,6605,6608,497614,1403812,1899162,-495351,True
L05-3,1,5,717451,360,445,6611,6612,720535,1282577,2000029,717451,True
L05-3,1,7,3093,2999,1,6614,6615,3094,2900866,2903960,3093,True
L05-3,1,8,3095,2999,1,6642,6645,3096,3136253,3139349,3095,True
L05-3,1,9,2376121,2686,932,6646,6650,2377364,1019604,3395724,-2376121,False
L05-3,2,0,3094,2999,1,6651,6652,3095,48381,51476,3094,True
L05-3,2,1,3093,2999,1,6653,6722,3094,440234,443328,3093,True
L05-3,2,2,3091,2999,1783,6773,6776,4874,842828,845920,3091,True
L05-3,2,3,3090,2999,1361,6777,6778,4451,1232648,1235739,3090,True
L05-3,2,4,3092,2999,1,6779,6781,3093,1271193,1274286,3092,True
L05-3,2,5,3092,2999,1,6782,6783,3093,1656892,1659985,3092,True
L05-3,2,8,1679726,2998,1,6786,6788,-1679726,3517702,1837975,1679726,False
L05-3,2,9,3092,2999,1,6789,6790,3093,1932648,1935741,3092,True
L05-3,2,10,3091,2999,2241,6791,6792,5332,2111944,2115036,3091,True
L05-3,2,11,3094,2999,1,6793,6928,3095,2275142,2278237,3094,True
L05-3,2,12,3093,2999,1,6930,6931,3094,2403623,2406717,3093,True
L05-3,2,13,6183,2999,1216,6932,6933,7399,2837438,2843622,6183,True
L05-3,2,15,3092,2999,1,6943,6946,3093,3040360,3043453,3092,True
L05-3,2,16,3094,2999,1,6947,6948,3095,3296738,3299833,3094,True
L05-3,2,17,3094,2999,1,6949,6950,3095,3538869,3541964,3094,True
L05-3,2,18,3094,2999,1,6951,6952,3095,3720827,3723922,3094,True
L05-4,1,0,3095,2999,1,7031,7034,-3096,2849864,2846768,3095,True
L05-4,1,1,3096,2999,464,7035,7036,-2634,2455522,2452425,3096,True
L05-4,1,2,3094,2999,1,7037,7040,-3095,2416071,2412976,3094,True
L05-4,1,3,81508,1278,1,7041,7046,-79788,1794302,1712793,81508,False
L05-4,1,4,149935,2999,1,7048,7050,-149934,1791210,1641276,-149935,False
L05-4,1,5,3093,2999,1,7051,7053,-3094,1520848,1517754,3093,True
L05-4,1,6,3092,2999,938,7054,7055,-2156,1050263,1047170,3092,True
L05-4,1,7,6417,2999,1216,7056,7057,-5203,593447,587029,6417,True
L05-4,1,8,2945687,2999,1,7065,7069,2945688,413123,3358811,2945687,True
L05-4,1,9,3092,2620,1120,7070,7075,4591,3617639,3620732,3092,True
L05-4,2,0,2846759,2998,1071,7076,7077,2847831,381933,3228693,2846759,False
L05-4,2,1,3093,2999,1,7080,7083,-3094,3198581,3195487,3093,True
L05-4,2,3,3094,2999,1,7087,7088,-3095,2960024,2956929,3094,True
L05-4,2,5,3093,2999,1,7107,7109,-3094,2373143,2370049,3093,True
L05-4,2,6,7,2998,1,7110,7111,7,2183847,2183853,-7,True
L05-4,2,7,3094,2319,1,7112,7113,-2415,2135879,2132784,3094,True
L05-4,2,8,3092,2999,1,7115,7116,3093,1991236,1994329,3092,True
L05-4,2,11,107263,2999,1,7127,7129,-107264,1994326,1887062,107263,True
L05-4,2,12,38492,2999,1,7133,7134,38491,1848571,1887062,-38492,True
L05-4,2,13,3092,2999,1,7138,7139,-3093,1848571,1845478,3092,True
L05-4,2,14,3094,2999,1,7142,7143,-3095,1296541,1293446,3094,True
L05-4,2,15,3094,2999,1,7146,7147,-3095,1257097,1254002,3094,True
L05-4,2,16,3092,2999,1,7148,7149,-3093,947923,944830,3092,True
L05-4,2,17,3094,2999,1,7157,7158,-3095,862773,859678,3094,True
L05-4,2,18,3093,2999,1,7161,7162,-3094,647844,644750,3093,True
L05-4,2,19,2816660,2998,1,7164,7165,2816660,381925,3198584,-2816660,False
L05-4,2,20,3092,1926,144,7168,7171,4309,3228693,3231786,3092,True
L05-4,2,21,3094,988,1,7172,7178,5106,3498318,3501413,3094,True
L06-1,1,0,3094,2999,1,7179,7180,3095,452035,455130,3094,True
L06-1,1,1,384798,2999,1,7181,7182,384797,517022,901819,-384798,False
L06-1,1,2,3094,2999,1,7255,7258,3095,1290148,1293243,3094,True
L06-1,1,3,3093,2999,1,7259,7260,3094,1455546,1458640,3093,True
L06-1,1,4,3094,2999,1,7263,7264,3095,1675018,1678113,3094,True
L06-1,1,5,3094,2999,1,7265,7266,3095,2324902,2327997,3094,True
L06-1,1,6,3092,2999,1,7268,7271,3093,3423343,3426436,3092,True
L06-1,1,7,3093,2999,1,7272,7273,3094,3526804,3529898,3093,True
L06-1,1,8,2513812,2999,856,7274,7275,-2512956,3545794,1031983,-2513812,False
L06-1,1,9,3093,2999,1,7278,7280,3094,3741242,3744336,3093,True
L06-1,2,0,3091,890,1,7282,7379,5201,307945,311037,3091,True
L06-1,2,1,1654839,2999,1668,7380,7382,1656505,354602,2009440,-1654839,True
L06-1,2,3,3094,2999,1,7383,7384,3095,435055,438150,3094,True
L06-1,2,4,3094,2999,1,7385,7386,3095,496953,500048,3094,True
L06-1,2,5,3096,2208,1,7387,7388,3888,609917,613014,3096,True
L06-1,2,6,3094,2999,1,7389,7392,3095,883250,886345,3094,True
L06-1,2,7,3093,2999,1,7465,7468,3094,1277778,1280872,3093,True
L06-1,2,8,3094,2999,1,7469,7470,3095,1443171,1446266,3094,True
L06-1,2,9,3093,2999,1,7473,7474,3094,1665742,1668836,3093,True
L06-1,2,10,3094,2999,1,7475,7476,3095,2318717,2321812,3094,True
L06-1,2,11,3094,2999,1,7478,7480,3095,2438962,2442057,3094,True
L06-1,2,12,3094,2999,1,7481,7482,3095,2803517,2806612,3094,True
L06-1,2,13,453682,2999,1,7483,7484,453683,2971239,3424922,453682,False
L06-1,2,14,3093,2999,1,7491,7495,-3094,3332541,3329447,3093,True
L06-1,2,15,453689,2493,1,7496,7499,454194,2974332,3428020,-453689,False
L06-1,2,16,3093,2999,1,7500,7501,3094,3528381,3531475,3093,True
L06-1,2,17,3094,2999,1,7502,7503,3095,3547370,3550465,3094,True
L06-1,2,18,3094,2999,1,7504,7506,3095,3742814,3745909,3094,True
L06-2,1,0,3094,2999,1,7508,7509,3095,431962,435057,3094,True
L06-2,1,1,3094,2999,1,7510,7511,3095,872886,875981,3094,True
L06-2,1,2,3093,2999,1,7584,7587,3094,1267412,1270506,3093,True
L06-2,1,3,3094,2999,1,7588,7589,3095,1435911,1439006,3094,True
L06-2,1,4,3093,2374,1,7592,7593,3719,1657846,1660940,3093,True
L06-2,1,5,3091,2999,2515,7594,7595,5606,2313640,2316732,3091,True
L06-2,1,6,3094,2999,1,7597,7600,3095,3409455,3412550,3094,True
L06-2,1,7,3094,2999,1,7601,7602,3095,3512914,3516009,3094,True
L06-2,1,8,3092,2999,385,7603,7604,3477,3531903,3534996,3092,True
L06-2,1,9,3092,2999,1,7608,7609,3093,3739032,3742125,3092,True
L06-2,2,0,3092,2999,1,7611,7617,3093,76756,79849,3092,True
L06-2,2,1,3093,2999,1,7618,7619,3094,435061,438155,3093,True
L06-2,2,4,126720,2999,1,7694,7697,-126721,1333745,1207024,126720,False
L06-2,2,5,3093,2999,1,7699,7701,3094,1221715,1224809,3093,True
L06-2,2,6,3093,2999,1,7713,7714,3094,1431851,1434945,3093,True
L06-2,2,7,3094,2999,1,7717,7719,3095,1639744,1642839,3094,True
L06-2,2,8,3093,2999,1,7720,7721,3094,1653793,1656887,3093,True
L06-2,2,9,3092,2999,1,7722,7724,3093,1880134,1883227,3092,True
L06-2,2,10,6190,2999,2417,7726,7727,8607,2085075,2091266,6190,True
L06-2,2,11,3093,2999,1,7728,7729,3094,2310252,2313346,3093,True
L06-2,2,12,3093,2999,1,7733,7864,3094,2446635,2449729,3093,True
L06-2,2,13,3094,2999,1,7868,7869,3095,2596896,2599991,3094,True
L06-2,2,14,77685,2999,1,7870,7871,77684,2940318,3018002,-77685,False
L06-2,2,16,3093,2999,1,7873,7911,3094,3254044,3257138,3093,True
L06-2,2,17,3093,2999,1,7912,7915,3094,3405025,3408119,3093,True
L06-2,2,18,3093,2999,1,7916,7917,3094,3508483,3511577,3093,True
L06-2,2,19,3093,2999,1,7918,7919,3094,3527472,3530566,3093,True
L06-2,2,20,3094,2999,1,7923,7924,3095,3554936,3558031,3094,True
L06-2,2,21,3092,2999,1,7925,7926,3093,3601933,3605026,3092,True
L06-2,2,22,3093,2999,1,7927,7928,3094,3734607,3737701,3093,True
L06-2,2,23,3093,2999,1,7930,7934,3094,3773091,3776185,3093,True
L06-2,2,24,47168,2999,2120,7941,7943,-45048,3956003,3908836,-47168,False
L06-2,2,25,540560,2796,1,7944,7945,540764,3421638,3962199,540560,True
L06-3,1,0,3093,2999,1,7946,7947,3094,445960,449054,3093,True
L06-3,1,1,2234002,1349,1,7948,7949,2235653,885233,3119236,2234002,False
L06-3,1,2,3093,2999,1,8022,8025,-3094,2730916,2727822,3093,True
L06-3,1,3,3094,2999,1,8026,8027,-3095,2565517,2562422,3094,True
L06-3,1,4,3091,2999,1,8030,8031,-3092,2354405,2351313,3091,True
L06-3,1,6,864991,1370,1,8034,8036,866619,2512451,3377441,-864991,False
L06-3,1,7,3094,2999,1,8037,8038,3095,3477804,3480899,3094,True
L06-3,1,8,3089,2999,449,8039,8040,3538,3496794,3499884,3089,True
L06-3,1,9,3093,2999,1,8044,8046,3094,3697664,3700758,3093,True
L06-3,2,0,2838832,2999,1814,8048,8053,2840646,398184,3237017,2838832,False
L06-3,2,1,3094,2999,1,8567,8568,3095,407772,410867,3094,True
L06-3,2,2,3798,2998,1,8569,8570,3800,853265,857064,3798,True
L06-3,2,3,3094,2999,1,8571,8572,3095,975591,978686,3094,True
L06-3,2,4,386858,2805,1,8599,8600,-386663,1685290,1298433,-386858,True
L06-3,2,5,8,2999,1,8602,8604,-7,1814403,1814396,-8,True
L06-3,2,6,3094,2999,1,8606,8608,3095,1463535,1466630,3094,True
L06-3,2,7,346275,2999,1448,8609,8612,347723,1527648,1873924,346275,True
L06-3,2,8,3094,2999,1,8613,8614,3095,2004300,2007395,3094,True
L06-3,2,9,3094,2999,1,8615,8616,3095,2303361,2306456,3094,True
L06-3,2,10,3092,2999,192,8620,8621,3284,2507344,2510437,3092,True
L06-3,2,11,3094,2999,1,8622,8623,3095,2576862,2579957,3094,True
L06-3,2,12,3094,2999,1,8624,8627,3095,2718272,2721367,3094,True
L06-3,2,13,3094,2999,1,8628,8629,3095,2883674,2886769,3094,True
L06-3,2,14,3094,2999,1,8632,8705,3095,3275107,3278202,3094,True
L06-3,2,15,3094,2999,1,8708,8709,3095,3326250,3329345,3094,True
L06-3,2,16,3094,2999,1,8711,8712,3095,3530222,3533317,3094,True
L06-3,2,17,3093,2999,1,8713,8714,3094,3626568,3629662,3093,True
L06-3,2,18,3094,2999,1,8715,8716,3095,3645557,3648652,3094,True
L06-3,2,19,3094,2999,1,8720,8722,3095,3846427,3849522,3094,True
L06-4,1,1,3094,2999,1,8725,8726,3095,869142,872237,3094,True
L06-4,1,3,3093,2999,1,8801,8802,3094,1412850,1415944,3093,True
L06-4,1,4,3094,2999,1,8805,8806,3095,1632321,1635416,3094,True
L06-4,1,5,192977,2999,1,8807,8808,192978,2288402,2481380,192977,False
L06-4,1,6,3094,2999,1,8810,8813,3095,3398686,3401781,3094,True
L06-4,1,7,3093,2999,1,8814,8815,3094,3502143,3505237,3093,True
L06-4,1,8,2518732,2999,856,8816,8817,-2517876,3521131,1002400,-2518732,False
L06-4,1,9,1836709,2999,262,8820,8823,-1836447,3720242,1883534,-1836709,True
L06-4,2,0,3094,2999,1,8825,8843,3095,305936,309031,3094,True
L06-4,2,1,440938,2999,1,8983,8985,440939,425120,866059,440938,False
L06-4,2,2,449716,2999,1,8986,8987,449715,428212,877927,-449716,False
L06-4,2,3,3094,2999,1,9058,9059,3095,1148252,1151347,3094,True
L06-4,2,4,3093,2999,1,9062,9065,3094,1272465,1275559,3093,True
L06-4,2,5,3094,2999,1,9162,9163,3095,1421645,1424740,3094,True
L06-4,2,6,3094,2999,1,9166,9167,3095,1641120,1644215,3094,True
L06-4,2,7,3093,2999,1,9168,9169,3094,1909608,1912702,3093,True
L06-4,2,8,3094,2999,1,9170,9171,3095,2300317,2303412,3094,True
