group,start,end,depth,length,start_fix,end_fix,is_start,is_end,line,gen_id
1,1,143395,1.0,143395,1,143395,-1,1,L05-1,2
2,143396,144160,0.0,765,143396,144160,1,2,L05-1,2
3,144161,2045821,1.0,1901661,144161,2061280,2,16,L05-1,2
4,2045822,2046128,0.0,307,2064373,2064679,16,18,L05-1,2
5,2046129,2224776,1.0,178648,2064680,2243327,18,19,L05-1,2
6,2224777,2226718,0.0,1942,2243328,2245269,19,20,L05-1,2
7,2226719,2507089,1.0,280371,2245270,2525640,20,23,L05-1,2
8,2507090,2508706,0.0,1617,2528733,2530349,23,25,L05-1,2
9,2508707,3439889,1.0,931183,2530350,3467718,25,32,L05-1,2
10,3439890,3447843,0.0,7954,3467719,3478764,32,35,L05-1,2
11,3447844,3916230,1.0,468387,3478765,3947151,35,-1,L05-1,2
1,1,1856985,1.0,1856985,1,1875534,-1,14,L05-1,3
2,1856986,1858091,0.0,1106,1875535,1876640,14,15,L05-1,3
3,1858092,1912908,1.0,54817,1879733,1937642,15,19,L05-1,3
4,1912909,1924563,0.0,11655,1937643,1949297,19,20,L05-1,3
5,1924564,2159538,1.0,234975,1949298,2190458,20,24,L05-1,3
6,2159539,2161644,0.0,2106,2190459,2192564,24,25,L05-1,3
7,2161645,2349232,1.0,187588,2192565,2383244,25,28,L05-1,3
8,2349233,2354616,0.0,5384,2383245,2388628,28,29,L05-1,3
9,2354617,3183707,1.0,829091,2391720,3233178,29,39,L05-1,3
10,3183708,3195409,0.0,11702,3236271,3247972,39,41,L05-1,3
11,3195410,3903484,1.0,708075,3247973,3963853,41,-1,L05-1,3
1,1,118237,1.0,118237,1,118237,-1,1,L05-2,2
2,118238,120255,0.0,2018,118238,120255,1,2,L05-2,2
3,120256,847275,1.0,727020,120256,847275,2,4,L05-2,2
4,847276,848741,0.0,1466,850369,851834,4,6,L05-2,2
5,848742,1066050,1.0,217309,851835,1069143,6,7,L05-2,2
6,1066051,1066492,0.0,442,1069144,1069585,7,8,L05-2,2
7,1066493,1907221,1.0,840729,1069586,1919588,8,18,L05-2,2
8,1907222,1907780,4.0,559,1919589,1920147,18,19,L05-2,2
9,1907781,1925789,3.0,18009,1920148,1938156,19,20,L05-2,2
10,1925790,1937778,0.0,11989,1941249,1953237,20,22,L05-2,2
11,1937779,2046208,1.0,108430,1953238,2061667,22,23,L05-2,2
12,2046209,2046701,0.0,493,2061668,2065252,23,25,L05-2,2
13,2046702,2124948,1.0,78247,2065253,2143499,25,26,L05-2,2
14,2124949,2125467,0.0,519,2143500,2144018,26,27,L05-2,2
15,2125468,2507477,1.0,382010,2144019,2526028,27,30,L05-2,2
16,2507478,2533100,0.0,25623,2529121,2554743,30,32,L05-2,2
17,2533101,2959665,1.0,426565,2554744,2981308,32,33,L05-2,2
18,2959666,2962347,0.0,2682,2984402,2987083,33,35,L05-2,2
19,2962348,3447240,1.0,484893,2987084,3475069,35,40,L05-2,2
20,3447241,3452210,0.0,4970,3475070,3483131,40,43,L05-2,2
21,3452211,3916618,1.0,464408,3483132,3947539,43,-1,L05-2,2
1,1,1280572,1.0,1280572,1,1296041,-1,15,L05-2,3
2,1280573,1280771,0.0,199,1296042,1296240,15,16,L05-2,3
3,1280772,1818906,1.0,538135,1299334,1843653,16,23,L05-2,3
4,1818907,1832022,0.0,13116,1843654,1856769,23,24,L05-2,3
5,1832023,1922465,1.0,90443,1859863,1953398,24,28,L05-2,3
6,1922466,1941034,0.0,18569,1956491,1975059,28,30,L05-2,3
7,1941035,2035714,1.0,94680,1975060,2075925,30,34,L05-2,3
8,2035715,2046822,0.0,11108,2075926,2087033,34,35,L05-2,3
9,2046823,2145161,1.0,98339,2087034,2188464,35,39,L05-2,3
10,2145162,2146282,0.0,1121,2188465,2189585,39,40,L05-2,3
11,2146283,2243512,1.0,97230,2192680,2289909,40,42,L05-2,3
12,2243513,2243876,0.0,364,2293002,2293365,42,44,L05-2,3
13,2243877,2610630,1.0,366754,2293366,2667636,44,49,L05-2,3
14,2610631,2610833,0.0,203,2667637,2667839,49,50,L05-2,3
15,2610834,3149035,1.0,538202,2667840,3209133,50,54,L05-2,3
16,3149036,3157278,0.0,8243,3213558,3221800,54,56,L05-2,3
17,3157279,3363662,1.0,206384,3221801,3431275,56,59,L05-2,3
18,3363663,3363859,0.0,197,3431276,3431472,59,60,L05-2,3
19,3363860,3904194,1.0,540335,3431473,3977992,60,-1,L05-2,3
1,1,1798562,1.0,1798562,1,1807838,-1,10,L05-3,2
2,1798563,1850482,0.0,51920,1807839,1859758,10,11,L05-3,2
3,1850483,1885952,1.0,35470,1862850,1898319,11,13,L05-3,2
4,1885953,1886582,0.0,630,1898320,1898949,13,14,L05-3,2
5,1886583,1925789,1.0,39207,1898950,1938156,14,15,L05-3,2
6,1925790,1947615,0.0,21826,1941249,1963074,15,17,L05-3,2
7,1947616,2042289,1.0,94674,1963075,2057748,17,18,L05-3,2
8,2042290,2046655,0.0,4366,2057749,2065206,18,21,L05-3,2
9,2046656,2507477,1.0,460822,2065207,2526028,21,24,L05-3,2
10,2507478,2528952,0.0,21475,2529121,2550595,24,26,L05-3,2
11,2528953,3442137,1.0,913185,2550596,3469966,26,32,L05-3,2
12,3442138,3448983,0.0,6846,3469967,3479904,32,35,L05-3,2
13,3448984,3916618,1.0,467635,3479905,3947539,35,-1,L05-3,2
1,1,105816,1.0,105816,1,108910,-1,3,L05-3,3
2,105817,106027,0.0,211,108911,109121,3,4,L05-3,3
3,106028,137416,1.0,31389,109122,140510,4,5,L05-3,3
4,137417,154034,0.0,16618,140511,157128,5,6,L05-3,3
5,154035,847315,1.0,693281,157129,853501,6,9,L05-3,3
6,847316,849099,0.0,1784,856594,858377,9,11,L05-3,3
7,849100,1235822,1.0,386723,858378,1245100,11,12,L05-3,3
8,1235823,1237183,0.0,1361,1248192,1249552,12,14,L05-3,3
9,1237184,1798613,1.0,561430,1249553,1817166,14,19,L05-3,3
10,1798614,1837818,0.0,39205,1821397,1860601,19,21,L05-3,3
11,1837819,1862106,1.0,24288,1863695,1887982,21,23,L05-3,3
12,1862107,1872209,0.0,10103,1887983,1898085,23,24,L05-3,3
13,1872210,2144171,1.0,271962,1898086,2179324,24,29,L05-3,3
14,2144172,2146412,0.0,2241,2179325,2181565,29,31,L05-3,3
15,2146413,2859526,1.0,713114,2181566,2900865,31,37,L05-3,3
16,2859527,2883657,0.0,24131,2903958,2928088,37,39,L05-3,3
17,2883658,2903021,1.0,19364,2928089,2947452,39,-1,L05-3,3
18,2903022,2903465,0.0,444,2947453,2947896,-1,-1,L05-3,3
19,2903466,2906256,1.0,2791,2947897,2950687,-1,40,L05-3,3
20,2906257,2914145,0.0,7889,2953780,2961668,40,42,L05-3,3
21,2914146,3809663,1.0,895518,2961669,3869555,42,-1,L05-3,3
1,1,1235405,1.0,1235405,1,1238498,-1,6,L05-4,2
2,1235406,1235870,0.0,465,1241590,1242054,6,8,L05-4,2
3,1235871,1807708,1.0,571838,1242055,1816984,8,11,L05-4,2
4,1807709,1809879,0.0,2171,1816985,1819155,11,12,L05-4,2
5,1809880,1848376,2.0,38497,1819156,1857652,12,13,L05-4,2
6,1848377,1850094,0.0,1718,1857653,1859370,13,14,L05-4,2
7,1850095,1860082,1.0,9988,1862462,1872449,14,17,L05-4,2
8,1860083,1925401,2.0,65319,1872450,1937768,17,18,L05-4,2
9,1925402,2507089,1.0,581688,1940861,2525640,18,24,L05-4,2
10,2507090,2508028,0.0,939,2528733,2529671,24,26,L05-4,2
11,2508029,2879866,1.0,371838,2529672,2901509,26,27,L05-4,2
12,2879867,2880518,0.0,652,2901510,2902161,27,28,L05-4,2
13,2880519,2959277,1.0,78759,2902162,2980920,28,29,L05-4,2
14,2959278,2983172,0.0,23895,2984014,3007908,29,31,L05-4,2
15,2983173,3157296,1.0,174124,3007909,3182032,31,32,L05-4,2
16,3157297,3188474,2.0,31178,3182033,3216303,32,33,L05-4,2
17,3188475,3447286,1.0,258812,3216304,3475115,33,35,L05-4,2
18,3447287,3448783,0.0,1497,3475116,3479704,35,38,L05-4,2
19,3448784,3916230,1.0,467447,3479705,3947151,38,-1,L05-4,2
1,1,378845,1.0,378845,1,378845,-1,2,L05-4,3
2,378846,379918,0.0,1073,381939,383011,2,4,L05-4,3
3,379919,467723,1.0,87805,383012,473909,4,7,L05-4,3
4,467724,496180,0.0,28457,473910,502366,7,8,L05-4,3
5,496181,578425,1.0,82245,502367,584611,8,9,L05-4,3
6,578426,584169,0.0,5744,584612,590355,9,10,L05-4,3
7,584170,1017221,1.0,433052,593448,1029591,10,14,L05-4,3
8,1017222,1034800,0.0,17579,1029592,1047170,14,15,L05-4,3
9,1034801,1495429,1.0,460629,1050264,1517077,15,21,L05-4,3
10,1495430,1496108,0.0,679,1517078,1517756,21,22,L05-4,3
11,1496109,1513831,1.0,17723,1520849,1538571,22,24,L05-4,3
12,1513832,1515453,0.0,1622,1538572,1540193,24,25,L05-4,3
13,1515454,1616538,1.0,101085,1540194,1641278,25,26,L05-4,3
14,1616539,1673585,2.0,57047,1644372,1701418,26,28,L05-4,3
15,1673586,1674048,1.0,463,1701419,1701881,28,29,L05-4,3
16,1674049,1681864,0.0,7816,1701882,1709697,29,30,L05-4,3
17,1681865,1689356,4.0,7492,1712791,1723375,30,32,L05-4,3
18,1689357,1795686,0.0,106330,1723376,1832797,32,36,L05-4,3
19,1795687,2071679,1.0,275993,1832798,2114976,36,40,L05-4,3
20,2071680,2075008,0.0,3329,2114977,2118305,40,41,L05-4,3
21,2075009,3262674,1.0,1187666,2118306,3324532,41,55,L05-4,3
22,3262675,3294002,0.0,31328,3324533,3358953,55,59,L05-4,3
23,3294003,3423946,1.0,129944,3358954,3488897,59,60,L05-4,3
24,3423947,3427749,0.0,3803,3488898,3492700,60,61,L05-4,3
25,3427750,3550677,1.0,122928,3492701,3615628,61,62,L05-4,3
26,3550678,3552687,0.0,2010,3615629,3617638,62,63,L05-4,3
27,3552688,3829588,1.0,276901,3617639,3897631,63,65,L05-4,3
28,3829589,3857286,0.0,27698,3897632,3925329,65,66,L05-4,3
29,3857287,4020168,1.0,162882,3925330,4088211,66,-1,L05-4,3
1,1,411460,1.0,411460,1,411460,-1,2,L06-1,2
2,411461,411556,0.0,96,411461,411556,2,3,L06-1,2
3,411557,501664,1.0,90108,411557,504757,3,7,L06-1,2
4,501665,502096,0.0,432,504758,505189,7,8,L06-1,2
5,502097,3028076,1.0,2525980,505190,3046633,8,23,L06-1,2
6,3028077,3033705,0.0,5629,3046634,3052262,23,24,L06-1,2
7,3033706,3499402,1.0,465697,3052263,3524144,24,29,L06-1,2
8,3499403,3505278,0.0,5876,3527238,3533113,29,31,L06-1,2
9,3505279,3947678,1.0,442400,3533114,3978605,31,-1,L06-1,2
1,1,307936,1.0,307936,1,307936,-1,1,L06-1,3
2,307937,310044,0.0,2108,307937,310044,1,2,L06-1,3
3,310045,411454,1.0,101410,310045,417638,2,5,L06-1,3
4,411455,426339,0.0,14885,417639,435614,5,9,L06-1,3
5,426340,533236,1.0,106897,435615,548697,9,14,L06-1,3
6,533237,534026,0.0,790,548698,549487,14,15,L06-1,3
7,534027,609129,1.0,75103,549488,624590,15,16,L06-1,3
8,609130,609918,0.0,789,624591,625379,16,17,L06-1,3
9,609919,3006268,1.0,2396350,625380,3049560,17,38,L06-1,3
10,3006269,3007282,0.0,1014,3049561,3050574,38,39,L06-1,3
11,3007283,3376454,1.0,369172,3050575,3422839,39,44,L06-1,3
12,3376455,3376957,0.0,503,3422840,3423342,44,45,L06-1,3
13,3376958,3935625,1.0,558668,3426434,3994378,45,-1,L06-1,3
1,1,76761,1.0,76761,1,76761,-1,1,L06-2,2
2,76762,90730,0.0,13969,76762,90730,1,2,L06-2,2
3,90731,1647107,1.0,1556377,90731,1659478,2,14,L06-2,2
4,1647108,1647731,0.0,624,1659479,1660102,14,15,L06-2,2
5,1647732,1870989,1.0,223258,1660103,1886453,15,17,L06-2,2
6,1870990,1871265,0.0,276,1886454,1886729,17,18,L06-2,2
7,1871266,2294530,1.0,423265,1886730,2309994,18,20,L06-2,2
8,2294531,2297046,0.0,2516,2313088,2315603,20,22,L06-2,2
9,2297047,3226423,1.0,929377,2315604,3244980,22,27,L06-2,2
10,3226424,3235241,0.0,8818,3244981,3253798,27,28,L06-2,2
11,3235242,3499402,1.0,264161,3253799,3524144,28,33,L06-2,2
12,3499403,3499788,0.0,386,3527238,3527623,33,35,L06-2,2
13,3499789,3920611,1.0,420823,3527624,3951538,35,42,L06-2,2
14,3920612,3921149,0.0,538,3951539,3952076,42,43,L06-2,2
15,3921150,3947678,1.0,26529,3952077,3978605,43,-1,L06-2,2
1,1,860342,1.0,860342,1,866527,-1,6,L06-2,3
2,860343,866700,0.0,6358,866528,872885,6,7,L06-2,3
3,866701,1199097,1.0,332397,875979,1208375,7,9,L06-2,3
4,1199098,1219596,0.0,20499,1208376,1228874,9,10,L06-2,3
5,1219597,1255040,1.0,35444,1231968,1267411,10,12,L06-2,3
6,1255041,1269733,2.0,14693,1270504,1285196,12,14,L06-2,3
7,1269734,2058213,1.0,788480,1288288,2089134,14,25,L06-2,3
8,2058214,2060630,0.0,2417,2092227,2094643,25,27,L06-2,3
9,2060631,3102893,1.0,1042263,2094644,3152369,27,37,L06-2,3
10,3102894,3107041,0.0,4148,3152370,3156517,37,39,L06-2,3
11,3107042,3886208,1.0,779167,3156518,3960421,39,56,L06-2,3
12,3886209,3893993,0.0,7785,3963514,3971298,56,58,L06-2,3
13,3893994,3920521,1.0,26528,3974392,4000919,58,-1,L06-2,3
1,1,879058,1.0,879058,1,882151,-1,4,L06-3,2
2,879059,880702,0.0,1644,882152,883795,4,5,L06-3,2
3,880703,1569665,1.0,688963,883796,1582036,5,11,L06-3,2
4,1569666,1581114,0.0,11449,1582037,1593485,11,12,L06-3,2
5,1581115,2144575,1.0,563461,1593486,2160039,12,16,L06-3,2
6,2144576,2147154,0.0,2579,2160040,2162618,16,17,L06-3,2
7,2147155,2278978,1.0,131824,2162619,2294442,17,18,L06-3,2
8,2278979,2294529,0.0,15551,2294443,2309993,18,19,L06-3,2
9,2294530,2355546,1.0,61017,2309994,2374103,19,21,L06-3,2
10,2355547,2376173,0.0,20627,2374104,2394730,21,22,L06-3,2
11,2376174,3376747,1.0,1000574,2394731,3395304,22,28,L06-3,2
12,3376748,3383135,0.0,6388,3395305,3401692,28,29,L06-3,2
13,3383136,3499402,1.0,116267,3401693,3524144,29,33,L06-3,2
14,3499403,3499855,0.0,453,3527238,3527690,33,35,L06-3,2
15,3499856,3947678,1.0,447823,3527691,3978605,35,-1,L06-3,2
1,1,398186,1.0,398186,1,401279,-1,1,L06-3,3
2,398187,436371,0.0,38185,401280,439464,1,3,L06-3,3
3,436372,1465634,1.0,1029263,439465,1478003,3,14,L06-3,3
4,1465635,1465827,0.0,193,1478004,1478196,14,15,L06-3,3
5,1465828,1630714,2.0,164887,1481289,1649268,15,19,L06-3,3
6,1630715,1677635,1.0,46921,1652362,1699282,19,21,L06-3,3
7,1677636,1691733,2.0,14098,1699283,1716473,21,22,L06-3,3
8,1691734,1693180,0.0,1447,1716474,1717920,22,24,L06-3,3
9,1693181,2320390,1.0,627210,1717921,2351315,24,29,L06-3,3
10,2320391,2320583,0.0,193,2354406,2354598,29,31,L06-3,3
11,2320584,3394597,1.0,1074014,2354599,3447168,31,44,L06-3,3
12,3394598,3404805,0.0,10208,3447169,3457376,44,45,L06-3,3
13,3404806,3888953,1.0,484148,3457377,3950802,45,-1,L06-3,3
1,1,305940,1.0,305940,1,305940,-1,1,L06-4,2
2,305941,321099,0.0,15159,305941,321099,1,2,L06-4,2
3,321100,437188,1.0,116089,321100,437188,2,3,L06-4,2
4,437189,442856,0.0,5668,437189,442856,3,4,L06-4,2
5,442857,1269039,1.0,826183,445950,1275224,4,9,L06-4,2
6,1269040,1285260,0.0,16221,1278318,1294538,9,11,L06-4,2
7,1285261,3499402,1.0,2214142,1294539,3524144,11,29,L06-4,2
8,3499403,3504719,0.0,5317,3527238,3532554,29,31,L06-4,2
9,3504720,3697629,1.0,192910,3532555,3725464,31,33,L06-4,2
10,3697630,3700080,0.0,2451,3728557,3731007,33,35,L06-4,2
11,3700081,3947678,1.0,247598,3731008,3978605,35,-1,L06-4,2
1,1,3652457,1.0,3652457,1,3714325,-1,41,L06-4,3
2,3652458,3707244,0.0,54787,3717419,3778391,41,47,L06-4,3
3,3707245,3902896,1.0,195652,3778392,3977135,47,-1,L06-4,3
1,1,1290567,1.0,1290567,1,1302938,-1,10,L07-1,2
2,1290568,1291114,0.0,547,1302939,1303485,10,11,L07-1,2
3,1291115,2098722,1.0,807608,1303486,2117278,11,16,L07-1,2
4,2098723,2100606,0.0,1884,2117279,2122256,16,19,L07-1,2
5,2100607,2124845,1.0,24239,2122257,2146495,19,20,L07-1,2
6,2124846,2125138,0.0,293,2146496,2146788,20,21,L07-1,2
7,2125139,2320451,1.0,195313,2146789,2345194,21,23,L07-1,2
8,2320452,2321951,0.0,1500,2348288,2349787,23,25,L07-1,2
9,2321952,3941898,1.0,1619947,2349788,3985195,25,-1,L07-1,2
1,1,1283882,1.0,1283882,1,1299347,-1,11,L07-1,3
2,1283883,1290605,0.0,6723,1299348,1306070,11,12,L07-1,3
3,1290606,3937774,1.0,2647169,1309163,3990356,12,-1,L07-1,3
1,1,1065295,1.0,1065295,1,1071480,-1,5,L07-2,2
2,1065296,1066989,0.0,1694,1074573,1076266,5,7,L07-2,2
3,1066990,2099662,1.0,1032673,1076267,2118218,7,16,L07-2,2
4,2099663,2100461,0.0,799,2121313,2122111,16,18,L07-2,2
5,2100462,2320455,1.0,219994,2122112,2348291,18,21,L07-2,2
6,2320456,2323703,0.0,3248,2348292,2351539,21,23,L07-2,2
7,2323704,3941898,1.0,1618195,2351540,3985195,23,-1,L07-2,2
1,1,1838251,1.0,1838251,1,1856813,-1,13,L07-2,3
2,1838252,1838989,0.0,738,1859908,1860645,13,15,L07-2,3
3,1838990,3525786,1.0,1686797,1860646,3569096,15,31,L07-2,3
4,3525787,3532802,0.0,7016,3569097,3576112,31,32,L07-2,3
5,3532803,3745917,1.0,213115,3579206,3792320,32,35,L07-2,3
6,3745918,3751949,0.0,6032,3792321,3798352,35,36,L07-2,3
7,3751950,3936347,1.0,184398,3798353,3985843,36,-1,L07-2,3
1,1,1290006,1.0,1290006,1,1302377,-1,9,L07-3,2
2,1290007,1291115,0.0,1109,1302378,1303486,9,10,L07-3,2
3,1291116,2099662,1.0,808547,1303487,2118218,10,16,L07-3,2
4,2099663,2100491,0.0,829,2121313,2122141,16,18,L07-3,2
5,2100492,2320456,1.0,219965,2122142,2348292,18,21,L07-3,2
6,2320457,2320604,0.0,148,2348293,2348440,21,23,L07-3,2
7,2320605,2984864,1.0,664260,2348441,3018883,23,28,L07-3,2
8,2984865,2985322,0.0,458,3018884,3019341,28,29,L07-3,2
9,2985323,3663383,1.0,678061,3022435,3703588,29,33,L07-3,2
10,3663384,3684101,0.0,20718,3703589,3724306,33,34,L07-3,2
11,3684102,3941898,1.0,257797,3724307,3985195,34,-1,L07-3,2
1,1,3660987,1.0,3660987,1,3707385,-1,33,L07-3,3
2,3660988,3661467,0.0,480,3710479,3710958,33,35,L07-3,3
3,3661468,3918800,1.0,257333,3710959,3971384,35,-1,L07-3,3
1,1,846647,1.0,846647,1,849739,-1,3,L07-4,2
2,846648,848936,0.0,2289,849740,852028,3,4,L07-4,2
3,848937,2100473,1.0,1251537,855122,2119029,4,14,L07-4,2
4,2100474,2101103,0.0,630,2119030,2119659,14,15,L07-4,2
5,2101104,2994523,1.0,893420,2122754,3028542,15,25,L07-4,2
6,2994524,2998225,0.0,3702,3028543,3032244,25,26,L07-4,2
7,2998226,3954801,1.0,956576,3035338,3998098,26,-1,L07-4,2
1,1,1063807,1.0,1063807,1,1069995,-1,6,L07-4,3
2,1063808,1064514,0.0,707,1069996,1070702,6,7,L07-4,3
3,1064515,2319132,1.0,1254618,1073797,2343879,7,22,L07-4,3
4,2319133,2320719,0.0,1587,2346974,2348560,22,24,L07-4,3
5,2320720,2575905,1.0,255186,2348561,2606839,24,27,L07-4,3
6,2575906,2593198,0.0,17293,2606840,2624132,27,28,L07-4,3
7,2593199,2982909,1.0,389711,2624133,3016937,28,32,L07-4,3
8,2982910,2991781,0.0,8872,3016938,3025809,32,33,L07-4,3
9,2991782,3667527,1.0,675746,3025810,3710834,33,39,L07-4,3
10,3667528,3698357,0.0,30830,3710835,3741664,39,40,L07-4,3
11,3698358,3948417,1.0,250060,3741665,3994818,40,-1,L07-4,3
1,1,846973,1.0,846973,1,853159,-1,6,L08-1,2
2,846974,849136,0.0,2163,853160,858415,6,9,L08-1,2
3,849137,1272602,1.0,423466,858416,1284973,9,12,L08-1,2
4,1272603,1292564,0.0,19962,1288068,1308029,12,14,L08-1,2
5,1292565,2101112,1.0,808548,1308030,2122762,14,18,L08-1,2
6,2101113,2101899,0.0,787,2122763,2126643,18,20,L08-1,2
7,2101900,2321902,1.0,220003,2126644,2349739,20,23,L08-1,2
8,2321903,2340230,0.0,18328,2352833,2371160,23,25,L08-1,2
9,2340231,2955280,1.0,615050,2371161,2992393,25,28,L08-1,2
10,2955281,2978126,0.0,22846,2992394,3015239,28,30,L08-1,2
11,2978127,2991383,1.0,13257,3015240,3028496,30,31,L08-1,2
12,2991384,2998235,0.0,6852,3028497,3035348,31,32,L08-1,2
13,2998236,3954810,1.0,956575,3038442,4001201,32,-1,L08-1,2
1,1,682629,1.0,682629,1,691911,-1,-1,L08-1,3
2,682630,682714,0.0,85,691912,691996,-1,-1,L08-1,3
3,682715,1061291,1.0,378577,691997,1073666,-1,9,L08-1,3
4,1061292,1064637,0.0,3346,1073667,1077012,9,10,L08-1,3
5,1064638,2299115,1.0,1234478,1080107,2326958,10,20,L08-1,3
6,2299116,2322491,0.0,23376,2330053,2353428,20,22,L08-1,3
7,2322492,2362842,1.0,40351,2353429,2393779,22,23,L08-1,3
8,2362843,2363706,0.0,864,2393780,2394643,23,24,L08-1,3
9,2363707,3699646,1.0,1335940,2394644,3746047,24,32,L08-1,3
10,3699647,3703649,0.0,4003,3746048,3750050,32,34,L08-1,3
11,3703650,3884035,1.0,180386,3750051,3930436,34,-1,L08-1,3
1,1,1290510,1.0,1290510,1,1305975,-1,11,L08-2,2
2,1290511,1292567,0.0,2057,1305976,1308032,11,12,L08-2,2
3,1292568,2321902,1.0,1029335,1311125,2349739,12,20,L08-2,2
4,2321903,2367658,0.0,45756,2352833,2398588,20,22,L08-2,2
5,2367659,2403949,1.0,36291,2398589,2434879,22,23,L08-2,2
6,2403950,2404812,0.0,863,2434880,2435742,23,24,L08-2,2
7,2404813,3954810,1.0,1549998,2435743,4001201,24,-1,L08-2,2
1,1,1066793,1.0,1066793,1,1076072,-1,8,L08-2,3
2,1066794,1067241,0.0,448,1079167,1079614,8,10,L08-2,3
3,1067242,1272654,1.0,205413,1079615,1285027,10,13,L08-2,3
4,1272655,1290558,2.0,17904,1288121,1306024,13,15,L08-2,3
5,1290559,2099140,1.0,808582,1309123,2120798,15,20,L08-2,3
6,2099141,2099951,0.0,811,2120799,2124702,20,22,L08-2,3
7,2099952,2906712,1.0,806761,2124703,2943832,22,30,L08-2,3
8,2906713,2930078,0.0,23366,2943833,2967198,30,32,L08-2,3
9,2930079,2945497,1.0,15419,2967199,2982617,32,33,L08-2,3
10,2945498,2949670,0.0,4173,2982618,2986790,33,34,L08-2,3
11,2949671,3906280,1.0,956610,2986791,3952681,34,-1,L08-2,3
1,1,2101113,1.0,2101113,1,2122763,-1,15,L08-3,2
2,2101114,2102089,0.0,976,2125858,2126833,15,17,L08-3,2
3,2102090,2321902,1.0,219813,2126834,2349739,17,20,L08-3,2
4,2321903,2349238,0.0,27336,2352833,2380168,20,22,L08-3,2
5,2349239,2404812,1.0,55574,2380169,2435742,22,23,L08-3,2
6,2404813,2691765,2.0,286953,2435743,2725786,23,25,L08-3,2
7,2691766,2955273,1.0,263508,2725787,2989294,25,26,L08-3,2
8,2955274,2981447,0.0,26174,2992387,3018560,26,28,L08-3,2
9,2981448,3954810,1.0,973363,3018561,4001201,28,-1,L08-3,2
1,1,2125703,1.0,2125703,1,2150447,-1,-1,L08-3,3
2,2125704,2125723,0.0,20,2150448,2150467,18,18,L08-3,3
3,2125724,2311870,1.0,186147,2153561,2339707,18,20,L08-3,3
4,2311871,2321044,0.0,9174,2339708,2348881,20,21,L08-3,3
5,2321045,4187467,1.0,1866423,2348882,4236956,21,-1,L08-3,3
1,1,846657,1.0,846657,1,852843,-1,5,L08-4,2
2,846658,848946,0.0,2289,852844,855132,5,6,L08-4,2
3,848947,2100483,1.0,1251537,858226,2122133,6,16,L08-4,2
4,2100484,2101113,0.0,630,2122134,2122763,16,17,L08-4,2
5,2101114,2994533,1.0,893420,2125858,3031646,17,27,L08-4,2
6,2994534,2998235,0.0,3702,3031647,3035348,27,28,L08-4,2
7,2998236,3954810,1.0,956575,3038442,4001201,28,-1,L08-4,2
1,1,3544781,1.0,3544781,1,3588085,-1,29,L08-4,3
2,3544782,3555141,0.0,10360,3588086,3598445,29,31,L08-4,3
3,3555142,3948332,1.0,393191,3598446,3997823,31,-1,L08-4,3
1,1,3922658,1.0,3922658,1,3964756,-1,27,L09-1,2
2,3922659,3927975,0.0,5317,3964757,3970073,27,28,L09-1,2
3,3927976,3947629,1.0,19654,3970074,3989727,28,-1,L09-1,2
1,1,390443,1.0,390443,1,394533,-1,3,L09-1,3
2,390444,390643,0.0,200,394534,394733,3,4,L09-1,3
3,390644,1674477,1.0,1283834,394734,1691937,4,12,L09-1,3
4,1674478,1684385,0.0,9908,1691938,1701845,12,13,L09-1,3
5,1684386,2937232,1.0,1252847,1705936,2973145,13,24,L09-1,3
6,2937233,2937580,0.0,348,2973146,2973493,24,25,L09-1,3
7,2937581,3541500,1.0,603920,2973494,3583598,25,30,L09-1,3
8,3541501,3541848,0.0,348,3583599,3588035,30,32,L09-1,3
9,3541849,3910568,1.0,368720,3588036,3959849,32,35,L09-1,3
10,3910569,3923469,0.0,12901,3959850,3976838,35,38,L09-1,3
11,3923470,3942501,1.0,19032,3976839,3995870,38,-1,L09-1,3
1,1,1672622,1.0,1672622,1,1685990,-1,10,L09-2,2
2,1672623,1684297,0.0,11675,1685991,1697665,10,11,L09-2,2
3,1684298,2238482,1.0,554185,1701756,2255940,11,13,L09-2,2
4,2238483,2238817,0.0,335,2255941,2256275,13,14,L09-2,2
5,2238818,3865108,1.0,1626291,2260366,3903118,14,26,L09-2,2
6,3865109,3882230,0.0,17122,3903119,3920240,26,27,L09-2,2
7,3882231,3947620,1.0,65390,3920241,3985630,27,-1,L09-2,2
1,1,2206505,1.0,2206505,1,2222971,-1,13,L09-2,3
2,2206506,2226924,0.0,20419,2222972,2243390,13,14,L09-2,3
3,2226925,3529286,1.0,1302362,2247480,3559123,14,22,L09-2,3
4,3529287,3529767,0.0,481,3559124,3563693,22,25,L09-2,3
5,3529768,3918684,1.0,388917,3563694,3958795,25,-1,L09-2,3
1,1,1674502,1.0,1674502,1,1687870,-1,12,L09-3,2
2,1674503,1684296,0.0,9794,1687871,1697664,12,13,L09-3,2
3,1684297,2156626,1.0,472330,1697665,2178172,13,18,L09-3,2
4,2156627,2158308,0.0,1682,2178173,2179854,18,19,L09-3,2
5,2158309,3541326,1.0,1383018,2179855,3576242,19,28,L09-3,2
6,3541327,3541555,0.0,229,3580333,3580561,28,30,L09-3,2
7,3541556,3947629,1.0,406074,3580562,3989727,30,-1,L09-3,2
1,1,157041,1.0,157041,1,157041,-1,1,L09-3,3
2,157042,157185,0.0,144,161132,161275,1,3,L09-3,3
