group,start,end,depth,length,start_fix,end_fix,is_start,is_end,line,gen_id
3,1658360,1862085,1.0,203726,1661452,1865177,8,9,L03-1,2
4,1862086,1919531,0.0,57446,1865178,1922623,9,10,L03-1,2
5,1919532,2557823,1.0,638292,1922624,2560915,10,13,L03-1,2
6,2557824,2558721,0.0,898,2560916,2561813,13,14,L03-1,2
7,2558722,2617812,1.0,59091,2561814,2620904,14,15,L03-1,2
8,2617813,2617964,0.0,152,2620905,2621056,15,16,L03-1,2
9,2617965,3456799,1.0,838835,2621057,3459891,16,17,L03-1,2
10,3456800,3458031,0.0,1232,3459892,3461123,17,18,L03-1,2
11,3458032,3867438,1.0,409407,3461124,3870530,18,-1,L03-1,2
12,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L03-1,2
13,3867521,3977333,1.0,109813,3870613,3980425,-1,-1,L03-1,2
1,1,493523,1.0,493523,1,493523,-1,-1,L03-1,3
2,493524,494586,0.0,1063,493524,494586,-1,-1,L03-1,3
3,494587,1028849,1.0,534263,494587,1028849,-1,3,L03-1,3
4,1028850,1044863,0.0,16014,1028850,1044863,3,4,L03-1,3
5,1044864,1333972,1.0,289109,1044864,1337064,4,8,L03-1,3
6,1333973,1345411,0.0,11439,1337065,1348503,8,9,L03-1,3
7,1345412,1656831,1.0,311420,1348504,1659923,9,11,L03-1,3
8,1656832,1658359,0.0,1528,1659924,1661451,11,12,L03-1,3
9,1658360,1861727,1.0,203368,1661452,1864819,12,13,L03-1,3
10,1861728,1919531,0.0,57804,1864820,1922623,13,14,L03-1,3
11,1919532,2082553,1.0,163022,1922624,2085645,14,16,L03-1,3
12,2082554,2087473,0.0,4920,2085646,2090565,16,17,L03-1,3
13,2087474,2430510,1.0,343037,2090566,2433602,17,18,L03-1,3
14,2430511,2430727,0.0,217,2433603,2433819,18,19,L03-1,3
15,2430728,2557823,1.0,127096,2433820,2560915,19,20,L03-1,3
16,2557824,2558721,0.0,898,2560916,2561813,20,21,L03-1,3
17,2558722,2617812,1.0,59091,2561814,2620904,21,22,L03-1,3
18,2617813,2617964,0.0,152,2620905,2621056,22,23,L03-1,3
19,2617965,3456799,1.0,838835,2621057,3459891,23,25,L03-1,3
20,3456800,3458031,0.0,1232,3459892,3461123,25,26,L03-1,3
21,3458032,3867438,1.0,409407,3461124,3870530,26,-1,L03-1,3
22,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L03-1,3
23,3867521,3899137,1.0,31617,3870613,3902229,-1,28,L03-1,3
24,3899138,3918489,0.0,19352,3902230,3921581,28,29,L03-1,3
25,3918490,3977333,1.0,58844,3921582,3980425,29,-1,L03-1,3
1,1,1656831,1.0,1656831,1,1659923,-1,5,L03-2,1
2,1656832,1658359,0.0,1528,1659924,1661451,5,6,L03-2,1
3,1658360,1862085,1.0,203726,1661452,1865177,6,7,L03-2,1
4,1862086,1919531,0.0,57446,1865178,1922623,7,8,L03-2,1
5,1919532,2557823,1.0,638292,1922624,2560915,8,9,L03-2,1
6,2557824,2558721,0.0,898,2560916,2561813,9,10,L03-2,1
7,2558722,2617812,1.0,59091,2561814,2620904,10,11,L03-2,1
8,2617813,2617964,0.0,152,2620905,2621056,11,12,L03-2,1
9,2617965,3456799,1.0,838835,2621057,3459891,12,13,L03-2,1
10,3456800,3458031,0.0,1232,3459892,3461123,13,14,L03-2,1
11,3458032,3867438,1.0,409407,3461124,3870530,14,-1,L03-2,1
12,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L03-2,1
13,3867521,3977333,1.0,109813,3870613,3980425,-1,-1,L03-2,1
1,1,1106910,1.0,1106910,1,1106910,-1,7,L03-2,2
2,1106911,1107262,0.0,352,1106911,1107262,7,8,L03-2,2
3,1107263,1656831,1.0,549569,1107263,1659923,8,11,L03-2,2
4,1656832,1658359,0.0,1528,1659924,1661451,11,12,L03-2,2
5,1658360,1862085,1.0,203726,1661452,1865177,12,13,L03-2,2
6,1862086,1919531,0.0,57446,1865178,1922623,13,14,L03-2,2
7,1919532,2063028,1.0,143497,1922624,2066120,14,15,L03-2,2
8,2063029,2068753,0.0,5725,2066121,2071845,15,16,L03-2,2
9,2068754,2359458,1.0,290705,2071846,2362550,16,17,L03-2,2
10,2359459,2360191,0.0,733,2362551,2363283,17,18,L03-2,2
11,2360192,2557823,1.0,197632,2363284,2560915,18,19,L03-2,2
12,2557824,2558721,0.0,898,2560916,2561813,19,20,L03-2,2
13,2558722,2617812,1.0,59091,2561814,2620904,20,21,L03-2,2
14,2617813,2617964,0.0,152,2620905,2621056,21,22,L03-2,2
15,2617965,3456800,1.0,838836,2621057,3459892,22,24,L03-2,2
16,3456801,3458031,0.0,1231,3459893,3461123,24,25,L03-2,2
17,3458032,3867438,1.0,409407,3461124,3870530,25,-1,L03-2,2
18,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L03-2,2
19,3867521,3977333,1.0,109813,3870613,3980425,-1,-1,L03-2,2
1,1,309818,1.0,309818,1,309818,-1,3,L03-2,3
2,309819,310139,0.0,321,309819,310139,3,4,L03-2,3
3,310140,1106910,1.0,796771,310140,1106910,4,8,L03-2,3
4,1106911,1107262,0.0,352,1106911,1107262,8,9,L03-2,3
5,1107263,1656831,1.0,549569,1107263,1659923,9,13,L03-2,3
6,1656832,1658359,0.0,1528,1659924,1661451,13,14,L03-2,3
7,1658360,1862085,1.0,203726,1661452,1865177,14,15,L03-2,3
8,1862086,1919531,0.0,57446,1865178,1922623,15,16,L03-2,3
9,1919532,2063028,1.0,143497,1922624,2066120,16,17,L03-2,3
10,2063029,2068753,0.0,5725,2066121,2071845,17,18,L03-2,3
11,2068754,2359289,1.0,290536,2071846,2362381,18,20,L03-2,3
12,2359290,2360188,0.0,899,2362382,2363280,20,21,L03-2,3
13,2360189,2557823,1.0,197635,2363281,2560915,21,22,L03-2,3
14,2557824,2558721,0.0,898,2560916,2561813,22,23,L03-2,3
15,2558722,2617812,1.0,59091,2561814,2620904,23,24,L03-2,3
16,2617813,2617964,0.0,152,2620905,2621056,24,25,L03-2,3
17,2617965,3456800,1.0,838836,2621057,3459892,25,27,L03-2,3
18,3456801,3458031,0.0,1231,3459893,3461123,27,28,L03-2,3
19,3458032,3849753,1.0,391722,3461124,3852845,28,30,L03-2,3
20,3849754,3867438,2.0,17685,3852846,3870530,30,-1,L03-2,3
21,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L03-2,3
22,3867521,3898155,2.0,30635,3870613,3901247,-1,31,L03-2,3
23,3898156,3977333,1.0,79178,3901248,3980425,31,-1,L03-2,3
1,1,1656831,1.0,1656831,1,1659923,-1,5,L03-3,1
2,1656832,1658359,0.0,1528,1659924,1661451,5,6,L03-3,1
3,1658360,1862085,1.0,203726,1661452,1865177,6,7,L03-3,1
4,1862086,1919531,0.0,57446,1865178,1922623,7,8,L03-3,1
5,1919532,2557823,1.0,638292,1922624,2560915,8,9,L03-3,1
6,2557824,2558721,0.0,898,2560916,2561813,9,10,L03-3,1
7,2558722,2617812,1.0,59091,2561814,2620904,10,11,L03-3,1
8,2617813,2617964,0.0,152,2620905,2621056,11,12,L03-3,1
9,2617965,3456799,1.0,838835,2621057,3459891,12,13,L03-3,1
10,3456800,3458031,0.0,1232,3459892,3461123,13,14,L03-3,1
11,3458032,3867438,1.0,409407,3461124,3870530,14,-1,L03-3,1
12,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L03-3,1
13,3867521,3977333,1.0,109813,3870613,3980425,-1,-1,L03-3,1
1,1,1656831,1.0,1656831,1,1659923,-1,9,L03-3,2
2,1656832,1681094,0.0,24263,1659924,1684186,9,10,L03-3,2
3,1681095,1861844,1.0,180750,1684187,1864936,10,11,L03-3,2
4,1861845,1919531,0.0,57687,1864937,1922623,11,12,L03-3,2
5,1919532,1951852,2.0,32321,1922624,1954944,12,13,L03-3,2
6,1951853,2557823,1.0,605971,1954945,2560915,13,16,L03-3,2
7,2557824,2558721,0.0,898,2560916,2561813,16,17,L03-3,2
8,2558722,2617812,1.0,59091,2561814,2620904,17,18,L03-3,2
9,2617813,2617964,0.0,152,2620905,2621056,18,19,L03-3,2
10,2617965,3456363,1.0,838399,2621057,3459455,19,23,L03-3,2
11,3456364,3458031,0.0,1668,3459456,3461123,23,24,L03-3,2
12,3458032,3848554,1.0,390523,3461124,3851646,24,25,L03-3,2
13,3848555,3849265,0.0,711,3851647,3852357,25,26,L03-3,2
14,3849266,3867438,1.0,18173,3852358,3870530,26,-1,L03-3,2
15,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L03-3,2
16,3867521,3916220,1.0,48700,3870613,3919312,-1,27,L03-3,2
17,3916221,3921263,0.0,5043,3919313,3924355,27,28,L03-3,2
18,3921264,3977333,1.0,56070,3924356,3980425,28,-1,L03-3,2
1,1,1656831,1.0,1656831,1,1659923,-1,12,L03-3,3
2,1656832,1681094,0.0,24263,1659924,1684186,12,13,L03-3,3
3,1681095,1861844,1.0,180750,1684187,1864936,13,14,L03-3,3
4,1861845,1919531,0.0,57687,1864937,1922623,14,15,L03-3,3
5,1919532,2434324,1.0,514793,1922624,2437416,15,17,L03-3,3
6,2434325,2435873,0.0,1549,2437417,2438965,17,18,L03-3,3
7,2435874,2557823,1.0,121950,2438966,2560915,18,19,L03-3,3
8,2557824,2558721,0.0,898,2560916,2561813,19,20,L03-3,3
9,2558722,2617812,1.0,59091,2561814,2620904,20,21,L03-3,3
10,2617813,2617964,0.0,152,2620905,2621056,21,22,L03-3,3
11,2617965,3005834,1.0,387870,2621057,3008926,22,25,L03-3,3
12,3005835,3017925,0.0,12091,3008927,3021017,25,26,L03-3,3
13,3017926,3032270,1.0,14345,3021018,3035362,26,27,L03-3,3
14,3032271,3033075,0.0,805,3035363,3036167,27,28,L03-3,3
15,3033076,3129119,1.0,96044,3036168,3132211,28,29,L03-3,3
16,3129120,3146706,0.0,17587,3132212,3149798,29,30,L03-3,3
17,3146707,3301183,1.0,154477,3149799,3304275,30,31,L03-3,3
18,3301184,3301562,0.0,379,3304276,3304654,31,32,L03-3,3
19,3301563,3456363,1.0,154801,3304655,3459455,32,34,L03-3,3
20,3456364,3458030,0.0,1667,3459456,3461122,34,35,L03-3,3
21,3458031,3698346,1.0,240316,3461123,3701438,35,36,L03-3,3
22,3698347,3727390,0.0,29044,3701439,3730482,36,37,L03-3,3
23,3727391,3848554,1.0,121164,3730483,3851646,37,38,L03-3,3
24,3848555,3849265,0.0,711,3851647,3852357,38,39,L03-3,3
25,3849266,3867438,1.0,18173,3852358,3870530,39,-1,L03-3,3
26,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L03-3,3
27,3867521,3916220,1.0,48700,3870613,3919312,-1,40,L03-3,3
28,3916221,3921254,0.0,5034,3919313,3924346,40,41,L03-3,3
29,3921255,3977333,1.0,56079,3924347,3980425,41,-1,L03-3,3
1,1,1656831,1.0,1656831,1,1659923,-1,5,L03-4,1
2,1656832,1658359,0.0,1528,1659924,1661451,5,6,L03-4,1
3,1658360,1862085,1.0,203726,1661452,1865177,6,7,L03-4,1
4,1862086,1919531,0.0,57446,1865178,1922623,7,8,L03-4,1
5,1919532,2557823,1.0,638292,1922624,2560915,8,9,L03-4,1
6,2557824,2558721,0.0,898,2560916,2561813,9,10,L03-4,1
7,2558722,2617812,1.0,59091,2561814,2620904,10,11,L03-4,1
8,2617813,2617964,0.0,152,2620905,2621056,11,12,L03-4,1
9,2617965,3456799,1.0,838835,2621057,3459891,12,13,L03-4,1
10,3456800,3458031,0.0,1232,3459892,3461123,13,14,L03-4,1
11,3458032,3867438,1.0,409407,3461124,3870530,14,-1,L03-4,1
12,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L03-4,1
13,3867521,3977333,1.0,109813,3870613,3980425,-1,-1,L03-4,1
1,1,1656831,1.0,1656831,1,1659923,-1,8,L03-4,2
2,1656832,1658359,0.0,1528,1659924,1661451,8,9,L03-4,2
3,1658360,1862085,1.0,203726,1661452,1865177,9,11,L03-4,2
4,1862086,1919531,0.0,57446,1865178,1922623,11,12,L03-4,2
5,1919532,2557823,1.0,638292,1922624,2560915,12,18,L03-4,2
6,2557824,2558721,0.0,898,2560916,2561813,18,19,L03-4,2
7,2558722,2617812,1.0,59091,2561814,2620904,19,20,L03-4,2
8,2617813,2617964,0.0,152,2620905,2621056,20,21,L03-4,2
9,2617965,3456799,1.0,838835,2621057,3459891,21,25,L03-4,2
10,3456800,3458031,0.0,1232,3459892,3461123,25,26,L03-4,2
11,3458032,3867438,1.0,409407,3461124,3870530,26,-1,L03-4,2
12,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L03-4,2
13,3867521,3977333,1.0,109813,3870613,3980425,-1,-1,L03-4,2
1,1,1656831,1.0,1656831,1,1659923,-1,9,L03-4,3
2,1656832,1658359,0.0,1528,1659924,1661451,9,10,L03-4,3
3,1658360,1800646,1.0,142287,1661452,1803738,10,12,L03-4,3
4,1800647,1919531,0.0,118885,1803739,1922623,12,13,L03-4,3
5,1919532,2557823,1.0,638292,1922624,2560915,13,21,L03-4,3
6,2557824,2558721,0.0,898,2560916,2561813,21,22,L03-4,3
7,2558722,2617812,1.0,59091,2561814,2620904,22,23,L03-4,3
8,2617813,2617964,0.0,152,2620905,2621056,23,24,L03-4,3
9,2617965,2665264,3.0,47300,2621057,2668356,24,25,L03-4,3
10,2665265,3456799,1.0,791535,2668357,3459891,25,31,L03-4,3
11,3456800,3458031,0.0,1232,3459892,3461123,31,32,L03-4,3
12,3458032,3867438,1.0,409407,3461124,3870530,32,-1,L03-4,3
13,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L03-4,3
14,3867521,3977333,1.0,109813,3870613,3980425,-1,-1,L03-4,3
1,1,357366,1.0,357366,1,357366,-1,2,L04-1,1
2,357367,384724,0.0,27358,357367,384724,2,3,L04-1,1
3,384725,512112,1.0,127388,384725,512112,3,4,L04-1,1
4,512113,512507,0.0,395,512113,512507,4,5,L04-1,1
5,512508,3867438,1.0,3354931,512508,3870530,5,-1,L04-1,1
6,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L04-1,1
7,3867521,3977333,1.0,109813,3870613,3980425,-1,-1,L04-1,1
1,1,24532,1.0,24532,1,24532,-1,1,L04-1,2
2,24533,59445,2.0,34913,24533,59445,1,2,L04-1,2
3,59446,356713,1.0,297268,59446,356713,2,4,L04-1,2
4,356714,384724,0.0,28011,356714,384724,4,5,L04-1,2
5,384725,512112,1.0,127388,384725,512112,5,6,L04-1,2
6,512113,512507,0.0,395,512113,512507,6,7,L04-1,2
7,512508,1953105,1.0,1440598,512508,1956197,7,14,L04-1,2
8,1953106,1954269,0.0,1164,1956198,1957361,14,15,L04-1,2
9,1954270,3011691,1.0,1057422,1957362,3014783,15,21,L04-1,2
10,3011692,3034798,0.0,23107,3014784,3037890,21,22,L04-1,2
11,3034799,3207692,1.0,172894,3037891,3210784,22,23,L04-1,2
12,3207693,3208588,0.0,896,3210785,3211680,23,24,L04-1,2
13,3208589,3610858,1.0,402270,3211681,3613950,24,25,L04-1,2
14,3610859,3614322,0.0,3464,3613951,3617414,25,26,L04-1,2
15,3614323,3867438,1.0,253116,3617415,3870530,26,-1,L04-1,2
16,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L04-1,2
17,3867521,3977333,1.0,109813,3870613,3980425,-1,-1,L04-1,2
1,1,118469,1.0,118469,1,118469,-1,1,L04-1,3
2,118470,118821,0.0,352,118470,118821,1,2,L04-1,3
3,118822,355980,1.0,237159,118822,355980,2,3,L04-1,3
4,355981,384724,0.0,28744,355981,384724,3,4,L04-1,3
5,384725,509881,1.0,125157,384725,509881,4,5,L04-1,3
6,509882,512508,0.0,2627,509882,512508,5,6,L04-1,3
7,512509,1953105,1.0,1440597,512509,1956197,6,16,L04-1,3
8,1953106,1954269,0.0,1164,1956198,1957361,16,17,L04-1,3
9,1954270,1973614,1.0,19345,1957362,1976706,17,18,L04-1,3
10,1973615,1977569,0.0,3955,1976707,1980661,18,19,L04-1,3
11,1977570,2298419,1.0,320850,1980662,2301511,19,22,L04-1,3
12,2298420,2315576,0.0,17157,2301512,2318668,22,23,L04-1,3
13,2315577,2665961,1.0,350385,2318669,2669053,23,25,L04-1,3
14,2665962,2666536,0.0,575,2669054,2669628,25,26,L04-1,3
15,2666537,3116283,1.0,449747,2669629,3119375,26,28,L04-1,3
16,3116284,3121480,0.0,5197,3119376,3124572,28,29,L04-1,3
17,3121481,3207692,1.0,86212,3124573,3210784,29,30,L04-1,3
18,3207693,3208588,0.0,896,3210785,3211680,30,31,L04-1,3
19,3208589,3610858,1.0,402270,3211681,3613950,31,33,L04-1,3
20,3610859,3614322,0.0,3464,3613951,3617414,33,34,L04-1,3
21,3614323,3867438,1.0,253116,3617415,3870530,34,-1,L04-1,3
22,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L04-1,3
23,3867521,3977333,1.0,109813,3870613,3980425,-1,-1,L04-1,3
1,1,357366,1.0,357366,1,357366,-1,2,L04-2,1
2,357367,384724,0.0,27358,357367,384724,2,3,L04-2,1
3,384725,512112,1.0,127388,384725,512112,3,4,L04-2,1
4,512113,512507,0.0,395,512113,512507,4,5,L04-2,1
5,512508,3867438,1.0,3354931,512508,3870530,5,-1,L04-2,1
6,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L04-2,1
7,3867521,3977333,1.0,109813,3870613,3980425,-1,-1,L04-2,1
1,1,116145,1.0,116145,1,116145,-1,1,L04-2,2
2,116146,118461,0.0,2316,116146,118461,1,2,L04-2,2
3,118462,357366,1.0,238905,118462,357366,2,3,L04-2,2
4,357367,384724,0.0,27358,357367,384724,3,4,L04-2,2
5,384725,511579,1.0,126855,384725,511579,4,5,L04-2,2
6,511580,512508,0.0,929,511580,512508,5,6,L04-2,2
7,512509,789914,1.0,277406,512509,789914,6,8,L04-2,2
8,789915,790319,0.0,405,789915,790319,8,9,L04-2,2
9,790320,2210052,1.0,1419733,790320,2213144,9,17,L04-2,2
10,2210053,2210595,0.0,543,2213145,2213687,17,18,L04-2,2
11,2210596,2427630,1.0,217035,2213688,2430722,18,22,L04-2,2
12,2427631,2428563,0.0,933,2430723,2431655,22,23,L04-2,2
13,2428564,3034806,1.0,606243,2431656,3037898,23,24,L04-2,2
14,3034807,3038877,0.0,4071,3037899,3041969,24,25,L04-2,2
15,3038878,3604783,1.0,565906,3041970,3607875,25,27,L04-2,2
16,3604784,3614322,0.0,9539,3607876,3617414,27,28,L04-2,2
17,3614323,3867438,1.0,253116,3617415,3870530,28,-1,L04-2,2
18,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L04-2,2
19,3867521,3977333,1.0,109813,3870613,3980425,-1,-1,L04-2,2
1,1,116145,1.0,116145,1,116145,-1,1,L04-2,3
2,116146,118461,0.0,2316,116146,118461,1,2,L04-2,3
3,118462,296547,1.0,178086,118462,296547,2,3,L04-2,3
4,296548,326271,0.0,29724,296548,326271,3,4,L04-2,3
5,326272,349920,1.0,23649,326272,349920,4,5,L04-2,3
6,349921,386088,0.0,36168,349921,386088,5,6,L04-2,3
7,386089,511579,1.0,125491,386089,511579,6,7,L04-2,3
8,511580,512508,0.0,929,511580,512508,7,8,L04-2,3
9,512509,789914,1.0,277406,512509,789914,8,10,L04-2,3
10,789915,790319,0.0,405,789915,790319,10,11,L04-2,3
11,790320,1082543,1.0,292224,790320,1082543,11,12,L04-2,3
12,1082544,1085714,0.0,3171,1082544,1085714,12,13,L04-2,3
13,1085715,1209755,1.0,124041,1085715,1209755,13,14,L04-2,3
14,1209756,1211246,0.0,1491,1209756,1211246,14,15,L04-2,3
15,1211247,2210052,1.0,998806,1211247,2213144,15,23,L04-2,3
16,2210053,2210595,0.0,543,2213145,2213687,23,24,L04-2,3
17,2210596,2240085,1.0,29490,2213688,2243177,24,25,L04-2,3
18,2240086,2240623,0.0,538,2243178,2243715,25,26,L04-2,3
19,2240624,2427630,1.0,187007,2243716,2430722,26,29,L04-2,3
20,2427631,2437407,0.0,9777,2430723,2440499,29,30,L04-2,3
21,2437408,3019492,1.0,582085,2440500,3022584,30,34,L04-2,3
22,3019493,3038877,0.0,19385,3022585,3041969,34,35,L04-2,3
23,3038878,3604783,1.0,565906,3041970,3607875,35,38,L04-2,3
24,3604784,3614322,0.0,9539,3607876,3617414,38,39,L04-2,3
25,3614323,3758000,1.0,143678,3617415,3761092,39,40,L04-2,3
26,3758001,3762136,0.0,4136,3761093,3765228,40,41,L04-2,3
27,3762137,3867438,1.0,105302,3765229,3870530,41,-1,L04-2,3
28,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L04-2,3
29,3867521,3894545,1.0,27025,3870613,3897637,-1,42,L04-2,3
30,3894546,3927375,0.0,32830,3897638,3930467,42,43,L04-2,3
31,3927376,3977333,1.0,49958,3930468,3980425,43,-1,L04-2,3
1,1,357366,1.0,357366,1,357366,-1,2,L04-3,1
2,357367,384724,0.0,27358,357367,384724,2,3,L04-3,1
3,384725,512112,1.0,127388,384725,512112,3,4,L04-3,1
4,512113,512507,0.0,395,512113,512507,4,5,L04-3,1
5,512508,3867438,1.0,3354931,512508,3870530,5,-1,L04-3,1
6,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L04-3,1
7,3867521,3977333,1.0,109813,3870613,3980425,-1,-1,L04-3,1
1,1,349525,1.0,349525,1,349525,-1,3,L04-3,2
2,349526,426372,0.0,76847,349526,426372,3,4,L04-3,2
3,426373,512112,1.0,85740,426373,512112,4,5,L04-3,2
4,512113,512507,0.0,395,512113,512507,5,6,L04-3,2
5,512508,1272609,1.0,760102,512508,1272609,6,12,L04-3,2
6,1272610,1435418,2.0,162809,1275702,1438510,12,14,L04-3,2
7,1435419,1562853,1.0,127435,1438511,1565945,14,-1,L04-3,2
8,1562854,1562960,0.0,107,1565946,1566052,-1,-1,L04-3,2
9,1562961,3034797,1.0,1471837,1566053,3037889,-1,25,L04-3,2
10,3034798,3206126,2.0,171329,3037890,3209218,25,26,L04-3,2
11,3206127,3206579,0.0,453,3209219,3209671,26,27,L04-3,2
12,3206580,3613540,1.0,406961,3209672,3616632,27,28,L04-3,2
13,3613541,3614322,0.0,782,3616633,3617414,28,29,L04-3,2
14,3614323,3867438,1.0,253116,3617415,3870530,29,-1,L04-3,2
15,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L04-3,2
16,3867521,3977333,1.0,109813,3870613,3980425,-1,-1,L04-3,2
1,1,349525,1.0,349525,1,349525,-1,4,L04-3,3
2,349526,426372,0.0,76847,349526,426372,4,5,L04-3,3
3,426373,512112,1.0,85740,426373,512112,5,6,L04-3,3
4,512113,512507,0.0,395,512113,512507,6,7,L04-3,3
5,512508,1562853,1.0,1050346,512508,1565945,7,-1,L04-3,3
6,1562854,1562960,0.0,107,1565946,1566052,-1,-1,L04-3,3
7,1562961,3034797,1.0,1471837,1566053,3037889,-1,26,L04-3,3
8,3034798,3206132,2.0,171335,3037890,3209224,26,28,L04-3,3
9,3206133,3206577,0.0,445,3209225,3209669,28,29,L04-3,3
10,3206578,3613540,1.0,406963,3209670,3616632,29,31,L04-3,3
11,3613541,3614322,0.0,782,3616633,3617414,31,32,L04-3,3
12,3614323,3867438,1.0,253116,3617415,3870530,32,-1,L04-3,3
13,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L04-3,3
14,3867521,3977333,1.0,109813,3870613,3980425,-1,-1,L04-3,3
1,1,357366,1.0,357366,1,357366,-1,2,L04-4,1
2,357367,384724,0.0,27358,357367,384724,2,3,L04-4,1
3,384725,512112,1.0,127388,384725,512112,3,4,L04-4,1
4,512113,512507,0.0,395,512113,512507,4,5,L04-4,1
5,512508,3867438,1.0,3354931,512508,3870530,5,-1,L04-4,1
6,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L04-4,1
7,3867521,3977333,1.0,109813,3870613,3980425,-1,-1,L04-4,1
1,1,357262,1.0,357262,1,357262,-1,2,L04-4,2
2,357263,386470,0.0,29208,357263,386470,2,3,L04-4,2
3,386471,501572,1.0,115102,386471,501572,3,4,L04-4,2
4,501573,512508,0.0,10936,501573,512508,4,5,L04-4,2
5,512509,1540515,1.0,1028007,512509,1543607,5,13,L04-4,2
6,1540516,1542199,0.0,1684,1543608,1545291,13,14,L04-4,2
7,1542200,1907465,1.0,365266,1545292,1910557,14,16,L04-4,2
8,1907466,1913428,0.0,5963,1910558,1916520,16,17,L04-4,2
9,1913429,2129562,1.0,216134,1916521,2132654,17,19,L04-4,2
10,2129563,2130016,0.0,454,2132655,2133108,19,20,L04-4,2
11,2130017,2373791,1.0,243775,2133109,2376883,20,23,L04-4,2
12,2373792,2386212,0.0,12421,2376884,2389304,23,24,L04-4,2
13,2386213,2427629,2.0,41417,2389305,2430721,24,25,L04-4,2
14,2427630,3610902,1.0,1183273,2430722,3613994,25,28,L04-4,2
15,3610903,3614529,0.0,3627,3613995,3617621,28,29,L04-4,2
16,3614530,3867438,1.0,252909,3617622,3870530,29,-1,L04-4,2
17,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L04-4,2
18,3867521,3977333,1.0,109813,3870613,3980425,-1,-1,L04-4,2
1,1,349670,1.0,349670,1,349670,-1,2,L04-4,3
2,349671,386470,0.0,36800,349671,386470,2,3,L04-4,3
3,386471,501211,1.0,114741,386471,501211,3,4,L04-4,3
4,501212,512508,0.0,11297,501212,512508,4,5,L04-4,3
5,512509,1540515,1.0,1028007,512509,1543607,5,14,L04-4,3
6,1540516,1542199,0.0,1684,1543608,1545291,14,15,L04-4,3
7,1542200,1822334,1.0,280135,1545292,1825426,15,17,L04-4,3
8,1822335,1907456,0.0,85122,1825427,1910548,17,18,L04-4,3
9,1907457,2129562,1.0,222106,1910549,2132654,18,20,L04-4,3
10,2129563,2130016,0.0,454,2132655,2133108,20,21,L04-4,3
11,2130017,2264943,1.0,134927,2133109,2268035,21,23,L04-4,3
12,2264944,2271613,0.0,6670,2268036,2274705,23,24,L04-4,3
13,2271614,2373792,1.0,102179,2274706,2376884,24,27,L04-4,3
14,2373793,2386212,0.0,12420,2376885,2389304,27,28,L04-4,3
15,2386213,2427629,4.0,41417,2389305,2430721,28,29,L04-4,3
16,2427630,2578447,1.0,150818,2430722,2581539,29,30,L04-4,3
17,2578448,2579683,0.0,1236,2581540,2582775,30,31,L04-4,3
18,2579684,3034798,1.0,455115,2582776,3037890,31,33,L04-4,3
19,3034799,3124891,2.0,90093,3037891,3127983,33,34,L04-4,3
20,3124892,3158458,0.0,33567,3127984,3161550,34,35,L04-4,3
21,3158459,3610902,1.0,452444,3161551,3613994,35,38,L04-4,3
22,3610903,3614529,0.0,3627,3613995,3617621,38,39,L04-4,3
23,3614530,3714770,1.0,100241,3617622,3717862,39,41,L04-4,3
24,3714771,3718616,0.0,3846,3717863,3721708,41,42,L04-4,3
25,3718617,3769815,1.0,51199,3721709,3772907,42,-1,L04-4,3
26,3769816,3769917,0.0,102,3772908,3773009,-1,-1,L04-4,3
27,3769918,3867438,1.0,97521,3773010,3870530,-1,-1,L04-4,3
28,3867439,3867520,0.0,82,3870531,3870612,-1,-1,L04-4,3
29,3867521,3977333,1.0,109813,3870613,3980425,-1,-1,L04-4,3
1,1,1235412,1.0,1235412,1,1235412,-1,2,L05-1,1
2,1235413,1235791,0.0,379,1235413,1235791,2,3,L05-1,1
3,1235792,1850515,1.0,614724,1235792,1853607,3,6,L05-1,1
4,1850516,1899869,0.0,49354,1853608,1902961,6,7,L05-1,1
5,1899870,2095601,1.0,195732,1902962,2098693,7,9,L05-1,1
6,2095602,2095740,0.0,139,2098694,2098832,9,10,L05-1,1
7,2095741,3009262,1.0,913522,2098833,3012354,10,12,L05-1,1
8,3009263,3009700,0.0,438,3012355,3012792,12,13,L05-1,1
9,3009701,3238909,1.0,229209,3012793,3242001,13,14,L05-1,1
