,line,gen_id,prime_end,distance,initial_weight,factor,normalized_weight,cumulative_weight_rv
2495,L01-3,1,distance_3_prime,10340,10340,8,1.0538407225131994e-05,841.5315788270435
2448,L01-2,1,distance_3_prime,10340,10340,8,1.0538407225131994e-05,841.4226116963357
2944,L03-2,2,distance_3_prime,10376,10376,12,7.594782890473104e-06,841.3136445656279
3724,L06-3,2,distance_3_prime,10381,10381,12,7.982040409079571e-06,841.2348410983564
989,L05-1,2,distance_5_prime,10384,10384,12,6.6064779819852355e-06,841.1519795368697
615,L03-3,2,distance_5_prime,10404,10404,12,8.342573892610218e-06,841.0833778695047
543,L03-2,1,distance_5_prime,10405,10405,8,1.009527414978863e-05,840.996581730726
562,L03-2,2,distance_5_prime,10405,10405,12,7.594782890473104e-06,840.8915404031975
502,L03-1,1,distance_5_prime,10405,10405,8,1.009527414978863e-05,840.8125166872221
595,L03-3,1,distance_5_prime,10405,10405,8,1.009527414978863e-05,840.7074753596936
651,L03-4,1,distance_5_prime,10405,10405,8,1.009527414978863e-05,840.6024340321651
673,L03-4,2,distance_5_prime,10406,10406,12,5.468557390003386e-06,840.4973927046366
516,L03-1,2,distance_5_prime,10411,10411,12,9.821333573410376e-06,840.4404868964363
4738,L11-4,2,distance_3_prime,10458,10458,12,7.172370593997801e-06,840.3382369926035
2704,L02-2,2,distance_3_prime,10549,10549,12,6.416817194503354e-06,840.2632283409314
866,L04-3,2,distance_5_prime,10633,10633,12,3.5793596227354955e-06,840.1955373363465
4420,L10-2,1,distance_3_prime,10645,10645,8,7.982948422170244e-06,840.157478005478
4473,L10-3,1,distance_3_prime,10645,10645,8,7.982948422170244e-06,840.072499519524
4381,L10-1,1,distance_3_prime,10645,10645,8,7.982948422170244e-06,839.9875210335699
4532,L10-4,2,distance_3_prime,10645,10645,12,9.642031543906196e-06,839.9025425476159
4518,L10-4,1,distance_3_prime,10645,10645,8,7.982948422170244e-06,839.799903121831
4393,L10-1,2,distance_3_prime,10646,10646,12,1.005999951376669e-05,839.714924635877
4439,L10-2,2,distance_3_prime,10646,10646,12,5.704430631271309e-06,839.6078258810534
4487,L10-3,2,distance_3_prime,10646,10646,12,8.534978118449848e-06,839.5470965125529
420,L02-4,1,distance_5_prime,10685,10685,8,9.06305050951337e-06,839.4562331355039
302,L02-2,2,distance_5_prime,10685,10685,12,6.416817194503354e-06,839.3593944408098
283,L02-2,1,distance_5_prime,10685,10685,8,9.06305050951337e-06,839.2908307490865
352,L02-3,1,distance_5_prime,10685,10685,8,9.06305050951337e-06,839.1939920543923
371,L02-3,2,distance_5_prime,10685,10685,12,7.0366456779163085e-06,839.0971533596982
213,L02-1,1,distance_5_prime,10685,10685,8,9.06305050951337e-06,839.0219668006296
438,L02-4,2,distance_5_prime,10685,10685,12,8.349626702106193e-06,838.9251281059354
230,L02-1,2,distance_5_prime,10685,10685,12,6.2998409290165425e-06,838.8359123446235
2554,L01-4,2,distance_3_prime,10698,10698,12,9.992630435054149e-06,838.7685985442969
789,L04-2,2,distance_5_prime,10699,10699,12,8.78976636800994e-06,838.6616973839027
671,L03-4,2,distance_5_prime,10727,10727,12,5.468557390003386e-06,838.5676556735314
2398,L01-1,2,distance_3_prime,10746,10746,12,7.559159874971496e-06,838.5089944584088
3228,L04-3,2,distance_3_prime,10760,10760,12,3.5793596227354955e-06,838.4277637263923
3297,L04-4,2,distance_3_prime,10760,10760,12,6.325244048999557e-06,838.3892498168517
3166,L04-2,2,distance_3_prime,10760,10760,12,8.78976636800994e-06,838.3211901908845
3283,L04-4,1,distance_3_prime,10761,10761,8,8.511951311638497e-06,838.2266123047648
3152,L04-2,1,distance_3_prime,10761,10761,8,8.511951311638497e-06,838.1350151967002
3213,L04-3,1,distance_3_prime,10761,10761,8,8.511951311638497e-06,838.0434180886357
3090,L04-1,1,distance_3_prime,10761,10761,8,8.511951311638497e-06,837.9518209805711
2564,L01-4,2,distance_3_prime,10796,10796,12,9.992630435054149e-06,837.8602238725066
1167,L05-4,2,distance_5_prime,10798,10798,12,3.7404151860856554e-06,837.7523434343298
2946,L03-2,2,distance_3_prime,10805,10805,12,7.594782890473104e-06,837.7119544311504
3035,L03-4,1,distance_3_prime,10806,10806,8,1.009527414978863e-05,837.6298928020188
2886,L03-1,1,distance_3_prime,10806,10806,8,1.009527414978863e-05,837.5208032695563
3057,L03-4,2,distance_3_prime,10806,10806,12,5.468557390003386e-06,837.4117137370937
2900,L03-1,2,distance_3_prime,10806,10806,12,9.821333573410376e-06,837.3526205059374
2927,L03-2,1,distance_3_prime,10806,10806,8,1.009527414978863e-05,837.2464911753431
2979,L03-3,1,distance_3_prime,10806,10806,8,1.009527414978863e-05,837.1374016428805
2460,L01-2,2,distance_3_prime,10814,10814,12,1.1707259964585538e-05,837.0283121104179
308,L02-2,2,distance_5_prime,10839,10839,12,6.416817194503354e-06,836.9017098011609
3661,L06-2,2,distance_3_prime,10886,10886,12,6.113419209891512e-06,836.8321579195897
3179,L04-2,2,distance_3_prime,10946,10946,12,8.78976636800994e-06,836.7656072380709
2756,L02-3,2,distance_3_prime,10966,10966,12,7.0366456779163085e-06,836.6693944554066
601,L03-3,2,distance_5_prime,11005,11005,12,8.342573892610218e-06,836.5922305989026
3533,L05-4,2,distance_3_prime,11008,11008,12,3.7404151860856554e-06,836.5004205732145
3377,L05-1,2,distance_3_prime,11035,11035,12,6.6064779819852355e-06,836.459246082846
2030,L10-2,1,distance_5_prime,11141,11141,8,7.982948422170244e-06,836.3863435983147
2083,L10-3,1,distance_5_prime,11141,11141,8,7.982948422170244e-06,836.2974055699433
2001,L10-1,2,distance_5_prime,11141,11141,12,1.005999951376669e-05,836.2084675415718
1991,L10-1,1,distance_5_prime,11141,11141,8,7.982948422170244e-06,836.096389086989
2128,L10-4,1,distance_5_prime,11141,11141,8,7.982948422170244e-06,836.0074510586176
170,L01-4,2,distance_5_prime,11142,11142,12,9.992630435054149e-06,835.9185130302461
14,L01-1,2,distance_5_prime,11143,11143,12,7.559159874971496e-06,835.8071751419387
2040,L10-2,2,distance_5_prime,11145,11145,12,5.704430631271309e-06,835.722943423452
978,L05-1,1,distance_5_prime,11174,11174,8,7.056770839305861e-06,835.6593675440664
1094,L05-3,1,distance_5_prime,11174,11174,8,7.051943736066902e-06,835.580515186708
1145,L05-4,1,distance_5_prime,11174,11174,8,7.056770839305861e-06,835.5017167674011
1028,L05-2,1,distance_5_prime,11174,11174,8,7.051943736066902e-06,835.4228644100427
1603,L07-4,2,distance_5_prime,11190,11190,12,9.747918819332073e-06,835.3440659907359
1802,L08-4,2,distance_5_prime,11190,11190,12,9.412872102600306e-06,835.2349867791476
3310,L04-4,2,distance_3_prime,11196,11196,12,6.325244048999557e-06,835.1296567403194
3243,L04-3,2,distance_3_prime,11196,11196,12,3.5793596227354955e-06,835.0588393079469
3220,L04-3,1,distance_3_prime,11197,11197,8,8.511951311638497e-06,835.0187647976107
3290,L04-4,1,distance_3_prime,11197,11197,8,8.511951311638497e-06,834.9234564787744
3159,L04-2,1,distance_3_prime,11197,11197,8,8.511951311638497e-06,834.828148159938
3097,L04-1,1,distance_3_prime,11197,11197,8,8.511951311638497e-06,834.7328398411016
3176,L04-2,2,distance_3_prime,11197,11197,12,8.78976636800994e-06,834.6375315222652
212,L02-1,1,distance_5_prime,11201,11201,8,9.06305050951337e-06,834.5391125082426
351,L02-3,1,distance_5_prime,11201,11201,8,9.06305050951337e-06,834.4375972794855
419,L02-4,1,distance_5_prime,11201,11201,8,9.06305050951337e-06,834.3360820507285
282,L02-2,1,distance_5_prime,11201,11201,8,9.06305050951337e-06,834.2345668219714
436,L02-4,2,distance_5_prime,11202,11202,12,8.349626702106193e-06,834.1330515932143
370,L02-3,2,distance_5_prime,11202,11202,12,7.0366456779163085e-06,834.0395190748973
229,L02-1,2,distance_5_prime,11202,11202,12,6.2998409290165425e-06,833.9606945700133
301,L02-2,2,distance_5_prime,11203,11203,12,6.416817194503354e-06,833.8901237519265
1548,L07-3,2,distance_5_prime,11238,11238,12,9.662271406762302e-06,833.8182361488964
4265,L09-2,2,distance_3_prime,11265,11265,12,1.4618903460416273e-05,833.7096515428273
2828,L02-4,2,distance_3_prime,11271,11271,12,8.349626702106193e-06,833.5449695953457
3551,L05-4,2,distance_3_prime,11291,11291,12,3.7404151860856554e-06,833.4508609527862
2843,L02-4,2,distance_3_prime,11294,11294,12,8.349626702106193e-06,833.4086279249201
2748,L02-3,1,distance_3_prime,11295,11295,8,9.06305050951337e-06,833.3143272409465
2773,L02-3,2,distance_3_prime,11295,11295,12,7.0366456779163085e-06,833.2119600854415
2633,L02-1,2,distance_3_prime,11295,11295,12,6.2998409290165425e-06,833.1324811725095
2816,L02-4,1,distance_3_prime,11295,11295,8,9.06305050951337e-06,833.0613244692163
2679,L02-2,1,distance_3_prime,11295,11295,8,9.06305050951337e-06,832.9589573137114
2609,L02-1,1,distance_3_prime,11295,11295,8,9.06305050951337e-06,832.8565901582065
2341,L11-4,2,distance_5_prime,11300,11300,12,7.172370593997801e-06,832.7542230027016
1804,L08-4,2,distance_5_prime,11330,11330,12,9.412872102600306e-06,832.6731752149894
1605,L07-4,2,distance_5_prime,11330,11330,12,9.747918819332073e-06,832.5665273740669
782,L04-2,2,distance_5_prime,11368,11368,12,8.78976636800994e-06,832.4560834538439
840,L04-3,1,distance_5_prime,11417,11417,8,8.511951311638497e-06,832.3561613897724
779,L04-2,1,distance_5_prime,11417,11417,8,8.511951311638497e-06,832.2589804416474
717,L04-1,1,distance_5_prime,11417,11417,8,8.511951311638497e-06,832.1617994935224
910,L04-4,1,distance_5_prime,11417,11417,8,8.511951311638497e-06,832.0646185453974
2682,L02-2,2,distance_3_prime,11425,11425,12,6.416817194503354e-06,831.9674375972724
3495,L05-3,2,distance_3_prime,11477,11477,12,8.46067232732649e-06,831.8941254608252
2353,L11-4,2,distance_5_prime,11484,11484,12,7.172370593997801e-06,831.7970223245245
2205,L11-1,2,distance_5_prime,11484,11484,12,1.0670489072974586e-05,831.7146548206231
4481,L10-3,2,distance_3_prime,11484,11484,12,8.534978118449848e-06,831.5921149241091
2306,L11-3,2,distance_5_prime,11484,11484,12,1.3801130312572599e-05,831.4940992353968
2257,L11-2,2,distance_5_prime,11484,11484,12,8.291965638094397e-06,831.3356070548872
2332,L11-4,1,distance_5_prime,11485,11485,8,8.909697983512604e-06,831.2403821214994
2294,L11-3,1,distance_5_prime,11485,11485,8,8.909697983512604e-06,831.1380542401587
2188,L11-1,1,distance_5_prime,11485,11485,8,8.909697983512604e-06,831.035726358818
2237,L11-2,1,distance_5_prime,11485,11485,8,8.909697983512604e-06,830.9333984774773
2566,L01-4,2,distance_3_prime,11583,11583,12,9.992630435054149e-06,830.8310705961367
1045,L05-2,2,distance_5_prime,11589,11589,12,4.967929942251954e-06,830.7153259578074
3218,L04-3,1,distance_3_prime,11697,11697,8,8.511951311638497e-06,830.6577526177067
3302,L04-4,2,distance_3_prime,11697,11697,12,6.325244048999557e-06,830.5581883232145
3288,L04-4,1,distance_3_prime,11697,11697,8,8.511951311638497e-06,830.4842019435733
3172,L04-2,2,distance_3_prime,11697,11697,12,8.78976636800994e-06,830.3846376490811
3157,L04-2,1,distance_3_prime,11697,11697,8,8.511951311638497e-06,830.2818237518745
3235,L04-3,2,distance_3_prime,11697,11697,12,3.5793596227354955e-06,830.1822594573823
3095,L04-1,1,distance_3_prime,11697,11697,8,8.511951311638497e-06,830.1403916878752
3431,L05-2,2,distance_3_prime,11712,11712,12,4.967929942251954e-06,830.040827393383
1263,L06-2,2,distance_5_prime,11740,11740,12,6.113419209891512e-06,829.9826429978993
3640,L06-2,1,distance_3_prime,11767,11767,8,1.0926468961316203e-05,829.9108714563753
3705,L06-3,1,distance_3_prime,11767,11767,8,1.0926468961316203e-05,829.7822996961074
3761,L06-4,1,distance_3_prime,11767,11767,8,1.0926468961316203e-05,829.6537279358396
4524,L10-4,2,distance_3_prime,11767,11767,12,9.642031543906196e-06,829.5251561755717
3600,L06-1,2,distance_3_prime,11767,11767,12,9.756978068752546e-06,829.4116983903946
3585,L06-1,1,distance_3_prime,11767,11767,8,1.0926468961316203e-05,829.2968880294595
3773,L06-4,2,distance_3_prime,11768,11768,12,7.469756822066657e-06,829.1683162691917
3653,L06-2,2,distance_3_prime,11768,11768,12,6.113419209891512e-06,829.0804121709097
2239,L11-2,2,distance_5_prime,11774,11774,12,8.291965638094397e-06,829.0084694536476
2333,L11-4,2,distance_5_prime,11775,11775,12,7.172370593997801e-06,828.9108398502248
2189,L11-1,2,distance_5_prime,11775,11775,12,1.0670489072974586e-05,828.8263851864805
2295,L11-3,2,distance_5_prime,11775,11775,12,1.3801130312572599e-05,828.7007401776463
2177,L11-1,1,distance_5_prime,11776,11776,8,8.909697983512604e-06,828.5382318682157
2321,L11-4,1,distance_5_prime,11776,11776,8,8.909697983512604e-06,828.4333112647619
2226,L11-2,1,distance_5_prime,11776,11776,8,8.909697983512604e-06,828.328390661308
2283,L11-3,1,distance_5_prime,11776,11776,8,8.909697983512604e-06,828.2234700578542
4343,L09-4,1,distance_3_prime,11783,11783,8,1.1834284513951141e-05,828.1185494544004
4256,L09-2,1,distance_3_prime,11783,11783,8,1.1834284513951141e-05,827.9791060799726
4293,L09-3,1,distance_3_prime,11783,11783,8,1.0857144408163487e-05,827.8396627055447
4213,L09-1,1,distance_3_prime,11783,11783,8,1.0857144408163487e-05,827.7117329729833
4226,L09-1,2,distance_3_prime,11786,11786,12,1.3485509819698733e-05,827.583803240422
4310,L09-3,2,distance_3_prime,11787,11787,12,9.988912307338854e-06,827.424863021687
4267,L09-2,2,distance_3_prime,11787,11787,12,1.4618903460416273e-05,827.3071237123204
4355,L09-4,2,distance_3_prime,11790,11790,12,1.571309974937606e-05,827.1348106972324
3609,L06-1,2,distance_3_prime,11796,11796,12,9.756978068752546e-06,826.9495532511872
3245,L04-3,2,distance_3_prime,11887,11887,12,3.5793596227354955e-06,826.8344599378883
3292,L04-4,1,distance_3_prime,11888,11888,8,8.511951311638497e-06,826.7919120900528
3222,L04-3,1,distance_3_prime,11888,11888,8,8.511951311638497e-06,826.6907220128601
3161,L04-2,1,distance_3_prime,11888,11888,8,8.511951311638497e-06,826.5895319356673
3099,L04-1,1,distance_3_prime,11888,11888,8,8.511951311638497e-06,826.4883418584745
3313,L04-4,2,distance_3_prime,11888,11888,12,6.325244048999557e-06,826.3871517812818
768,L04-2,1,distance_5_prime,11902,11902,8,8.511951311638497e-06,826.3119572800273
829,L04-3,1,distance_5_prime,11902,11902,8,8.511951311638497e-06,826.2106480355162
899,L04-4,1,distance_5_prime,11902,11902,8,8.511951311638497e-06,826.1093387910051
844,L04-3,2,distance_5_prime,11902,11902,12,3.5793596227354955e-06,826.0080295464941
706,L04-1,1,distance_5_prime,11902,11902,8,8.511951311638497e-06,825.9654280082643
2501,L01-3,2,distance_3_prime,11923,11923,12,6.790137777553954e-06,825.8641187637533
1921,L09-3,2,distance_5_prime,12005,12005,12,9.988912307338854e-06,825.7831599510315
106,L01-3,1,distance_5_prime,12060,12060,8,1.0538407225131994e-05,825.6632430587819
160,L01-4,1,distance_5_prime,12060,12060,8,1.0538407225131994e-05,825.5361498676467
59,L01-2,1,distance_5_prime,12060,12060,8,1.0538407225131994e-05,825.4090566765116
2,L01-1,1,distance_5_prime,12060,12060,8,1.0538407225131994e-05,825.2819634853764
70,L01-2,2,distance_5_prime,12069,12069,12,1.1707259964585538e-05,825.1548702942413
13,L01-1,2,distance_5_prime,12069,12069,12,7.559159874971496e-06,825.0135753737287
169,L01-4,2,distance_5_prime,12069,12069,12,9.992630435054149e-06,824.9223438731976
614,L03-3,2,distance_5_prime,12142,12142,12,8.342573892610218e-06,824.8017428164769
611,L03-3,2,distance_5_prime,12203,12203,12,8.342573892610218e-06,824.7004472842729
1445,L07-1,2,distance_5_prime,12206,12206,12,9.170413799638686e-06,824.5986428550614
1643,L08-1,2,distance_5_prime,12207,12207,12,1.2295863056874513e-05,824.486708784223
1628,L08-1,1,distance_5_prime,12208,12208,8,6.4710416840238876e-06,824.3366131838877
1578,L07-4,1,distance_5_prime,12208,12208,8,6.709022964985609e-06,824.2576147070091
1727,L08-3,1,distance_5_prime,12208,12208,8,6.4710416840238876e-06,824.1757109546526
1673,L08-2,1,distance_5_prime,12208,12208,8,6.4710416840238876e-06,824.096712477774
1592,L07-4,2,distance_5_prime,12208,12208,12,9.747918819332073e-06,824.0177140008954
1528,L07-3,1,distance_5_prime,12208,12208,8,6.7824142172966825e-06,823.8987114079489
1480,L07-2,1,distance_5_prime,12208,12208,8,6.7824142172966825e-06,823.8159116951841
1542,L07-3,2,distance_5_prime,12208,12208,12,9.662271406762302e-06,823.7331119824194
1790,L08-4,2,distance_5_prime,12208,12208,12,9.412872102600306e-06,823.6151549730856
1775,L08-4,1,distance_5_prime,12208,12208,8,6.4710416840238876e-06,823.500242630457
1431,L07-1,1,distance_5_prime,12208,12208,8,6.7824142172966825e-06,823.4212441535784
1494,L07-2,2,distance_5_prime,12208,12208,12,8.52401677242367e-06,823.3384444408136
1688,L08-2,2,distance_5_prime,12209,12209,12,1.0121747755924174e-05,823.234383244056
1742,L08-3,2,distance_5_prime,12209,12209,12,4.900401383710004e-06,823.1108068257039
3381,L05-1,2,distance_3_prime,12230,12230,12,6.6064779819852355e-06,823.0509778252102
3785,L06-4,2,distance_3_prime,12356,12356,12,7.469756822066657e-06,822.9701805994905
433,L02-4,2,distance_5_prime,12398,12398,12,8.349626702106193e-06,822.8778842841971
3362,L05-1,1,distance_3_prime,12411,12411,8,7.056770839305861e-06,822.7743656123444
3529,L05-4,1,distance_3_prime,12411,12411,8,7.056770839305861e-06,822.6867840294577
3412,L05-2,1,distance_3_prime,12411,12411,8,7.051943736066902e-06,822.5992024465711
3478,L05-3,1,distance_3_prime,12411,12411,8,7.051943736066902e-06,822.5116807728627
306,L02-2,2,distance_5_prime,12429,12429,12,6.416817194503354e-06,822.4241590991544
848,L04-3,2,distance_5_prime,12485,12485,12,3.5793596227354955e-06,822.3444044782439
2386,L01-1,1,distance_3_prime,12540,12540,8,1.0538407225131994e-05,822.299716173354
2443,L01-2,1,distance_3_prime,12540,12540,8,1.0538407225131994e-05,822.1675645467509
2490,L01-3,1,distance_3_prime,12540,12540,8,1.0538407225131994e-05,822.0354129201478
2544,L01-4,1,distance_3_prime,12540,12540,8,1.0538407225131994e-05,821.9032612935447
3672,L06-2,2,distance_3_prime,12624,12624,12,6.113419209891512e-06,821.7711096669416
249,L02-1,2,distance_5_prime,12681,12681,12,6.2998409290165425e-06,821.6939338628359
1334,L06-3,2,distance_5_prime,12689,12689,12,7.982040409079571e-06,821.614045580015
4029,L08-1,2,distance_3_prime,12751,12751,12,1.2295863056874513e-05,821.5127614692642
2090,L10-3,1,distance_5_prime,12891,12891,8,7.982948422170244e-06,821.355976919426
2135,L10-4,1,distance_5_prime,12891,12891,8,7.982948422170244e-06,821.2530687313158
2037,L10-2,1,distance_5_prime,12891,12891,8,7.982948422170244e-06,821.1501605432056
1998,L10-1,1,distance_5_prime,12891,12891,8,7.982948422170244e-06,821.0472523550955
2059,L10-2,2,distance_5_prime,12894,12894,12,5.704430631271309e-06,820.9443441669853
2104,L10-3,2,distance_5_prime,12894,12894,12,8.534978118449848e-06,820.8707912384257
2010,L10-1,2,distance_5_prime,12895,12895,12,1.005999951376669e-05,820.7607412305664
2149,L10-4,2,distance_5_prime,12895,12895,12,9.642031543906196e-06,820.6310175368363
2012,L10-1,2,distance_5_prime,13034,13034,12,1.005999951376669e-05,820.5066835400777
4689,L11-3,2,distance_3_prime,13134,13134,12,1.3801130312572599e-05,820.3755615064152
3788,L06-4,2,distance_3_prime,13147,13147,12,7.469756822066657e-06,820.1942974608899
3375,L05-1,2,distance_3_prime,13174,13174,12,6.6064779819852355e-06,820.0960925679501
81,L01-2,2,distance_5_prime,13230,13230,12,1.1707259964585538e-05,820.0090588270155
4085,L08-2,2,distance_3_prime,13235,13235,12,1.0121747755924174e-05,819.854171777684
3988,L07-4,2,distance_3_prime,13236,13236,12,9.747918819332073e-06,819.7202104461343
3844,L07-1,2,distance_3_prime,13236,13236,12,9.170413799638686e-06,819.5911869926416
4040,L08-1,2,distance_3_prime,13236,13236,12,1.2295863056874513e-05,819.4698073955896
3940,L07-3,2,distance_3_prime,13236,13236,12,9.662271406762302e-06,819.3070593521687
4187,L08-4,2,distance_3_prime,13236,13236,12,9.412872102600306e-06,819.1791695278288
4140,L08-3,2,distance_3_prime,13236,13236,12,4.900401383710004e-06,819.0545807526787
3892,L07-2,2,distance_3_prime,13236,13236,12,8.52401677242367e-06,818.9897190399639
3974,L07-4,1,distance_3_prime,13237,13237,8,6.709022964985609e-06,818.8768951539641
4124,L08-3,1,distance_3_prime,13237,13237,8,6.4710416840238876e-06,818.7880878169766
4070,L08-2,1,distance_3_prime,13237,13237,8,6.4710416840238876e-06,818.7024306382052
3827,L07-1,1,distance_3_prime,13237,13237,8,6.7824142172966825e-06,818.6167734594338
3876,L07-2,1,distance_3_prime,13237,13237,8,6.7824142172966825e-06,818.5269946424395
4172,L08-4,1,distance_3_prime,13237,13237,8,6.4710416840238876e-06,818.4372158254452
4025,L08-1,1,distance_3_prime,13237,13237,8,6.4710416840238876e-06,818.3515586466738
3924,L07-3,1,distance_3_prime,13237,13237,8,6.7824142172966825e-06,818.2659014679024
3840,L07-1,2,distance_3_prime,13327,13327,12,9.170413799638686e-06,818.176122650908
4067,L08-2,1,distance_3_prime,13328,13328,8,6.4710416840238876e-06,818.0539085462002
4037,L08-1,2,distance_3_prime,13328,13328,12,1.2295863056874513e-05,817.9676625026356
4082,L08-2,2,distance_3_prime,13328,13328,12,1.0121747755924174e-05,817.8037832398136
4184,L08-4,2,distance_3_prime,13328,13328,12,9.412872102600306e-06,817.6688805857226
3824,L07-1,1,distance_3_prime,13328,13328,8,6.7824142172966825e-06,817.5434258263391
3937,L07-3,2,distance_3_prime,13328,13328,12,9.662271406762302e-06,817.453029809651
3971,L07-4,1,distance_3_prime,13328,13328,8,6.709022964985609e-06,817.3242510563416
3921,L07-3,1,distance_3_prime,13328,13328,8,6.7824142172966825e-06,817.2348331982643
4022,L08-1,1,distance_3_prime,13328,13328,8,6.4710416840238876e-06,817.1444371815761
3873,L07-2,1,distance_3_prime,13328,13328,8,6.7824142172966825e-06,817.0581911380115
3889,L07-2,2,distance_3_prime,13328,13328,12,8.52401677242367e-06,816.9677951213233
4121,L08-3,1,distance_3_prime,13328,13328,8,6.4710416840238876e-06,816.8541870257804
4169,L08-4,1,distance_3_prime,13328,13328,8,6.4710416840238876e-06,816.7679409822158
3985,L07-4,2,distance_3_prime,13329,13329,12,9.747918819332073e-06,816.6816949386512
457,L02-4,2,distance_5_prime,13431,13431,12,8.349626702106193e-06,816.5517649287083
1340,L06-3,2,distance_5_prime,13439,13439,12,7.982040409079571e-06,816.4396210924723
4622,L11-2,2,distance_3_prime,13663,13663,12,8.291965638094397e-06,816.3323504514146
2513,L01-3,2,distance_3_prime,13743,13743,12,6.790137777553954e-06,816.2190573249013
3036,L03-4,2,distance_3_prime,13785,13785,12,5.468557390003386e-06,816.1257404614244
241,L02-1,2,distance_5_prime,13800,13800,12,6.2998409290165425e-06,816.0503563978032
389,L02-3,2,distance_5_prime,13832,13832,12,7.0366456779163085e-06,815.9634185929827
295,L02-2,1,distance_5_prime,13833,13833,8,9.06305050951337e-06,815.8660877099658
320,L02-2,2,distance_5_prime,13833,13833,12,6.416817194503354e-06,815.7407185322677
225,L02-1,1,distance_5_prime,13833,13833,8,9.06305050951337e-06,815.6519547000162
364,L02-3,1,distance_5_prime,13833,13833,8,9.06305050951337e-06,815.5265855223181
432,L02-4,1,distance_5_prime,13833,13833,8,9.06305050951337e-06,815.40121634462
459,L02-4,2,distance_5_prime,13833,13833,12,8.349626702106193e-06,815.275847166922
2094,L10-3,2,distance_5_prime,13848,13848,12,8.534978118449848e-06,815.1603467807518
1109,L05-3,2,distance_5_prime,13856,13856,12,8.46067232732649e-06,815.0421544037674
3420,L05-2,2,distance_3_prime,13888,13888,12,4.967929942251954e-06,814.924923328
1400,L06-4,2,distance_5_prime,14024,14024,12,7.469756822066657e-06,814.855928716962
1325,L06-3,1,distance_5_prime,14025,14025,8,1.0926468961316203e-05,814.7511728472894
1281,L06-2,2,distance_5_prime,14025,14025,12,6.113419209891512e-06,814.5979291201069
1205,L06-1,1,distance_5_prime,14025,14025,8,1.0926468961316203e-05,814.5121884156881
1381,L06-4,1,distance_5_prime,14025,14025,8,1.0926468961316203e-05,814.3589446885056
1345,L06-3,2,distance_5_prime,14025,14025,12,7.982040409079571e-06,814.2057009613231
1260,L06-2,1,distance_5_prime,14025,14025,8,1.0926468961316203e-05,814.0937528445858
1224,L06-1,2,distance_5_prime,14025,14025,12,9.756978068752546e-06,813.9405091174033
1849,L09-1,2,distance_5_prime,14050,14050,12,1.3485509819698733e-05,813.803667499989
310,L02-2,2,distance_5_prime,14057,14057,12,6.416817194503354e-06,813.6141960870223
2057,L10-2,2,distance_5_prime,14169,14169,12,5.704430631271309e-06,813.5239948877191
3225,L04-3,2,distance_3_prime,14244,14244,12,3.5793596227354955e-06,813.4431688101047
4721,L11-4,2,distance_3_prime,14264,14264,12,7.172370593997801e-06,813.3921844116385
3597,L06-1,2,distance_3_prime,14286,14286,12,9.756978068752546e-06,813.2898777174858
4219,L09-1,2,distance_3_prime,14306,14306,12,1.3485509819698733e-05,813.1504895287956
4582,L11-1,2,distance_3_prime,14318,14318,12,1.0670489072974586e-05,812.957565825315
4635,L11-2,2,distance_3_prime,14318,14318,12,8.291965638094397e-06,812.8047857627681
4685,L11-3,2,distance_3_prime,14318,14318,12,1.3801130312572599e-05,812.6860613987619
4711,L11-4,1,distance_3_prime,14320,14320,8,8.909697983512604e-06,812.4884568149465
4567,L11-1,1,distance_3_prime,14320,14320,8,8.909697983512604e-06,812.3608699398226
4673,L11-3,1,distance_3_prime,14320,14320,8,8.909697983512604e-06,812.2332830646986
4616,L11-2,1,distance_3_prime,14320,14320,8,8.909697983512604e-06,812.1056961895747
2998,L03-3,2,distance_3_prime,14321,14321,12,8.342573892610218e-06,811.9781093144508
77,L01-2,2,distance_5_prime,14403,14403,12,1.1707259964585538e-05,811.8586353137347
2106,L10-3,2,distance_5_prime,14455,14455,12,8.534978118449848e-06,811.6900156484647
1344,L06-3,2,distance_5_prime,14468,14468,12,7.982040409079571e-06,811.5666425397626
21,L01-1,2,distance_5_prime,14503,14503,12,7.559159874971496e-06,811.4511583791241
126,L01-3,2,distance_5_prime,14503,14503,12,6.790137777553954e-06,811.3415278834574
177,L01-4,2,distance_5_prime,14503,14503,12,9.992630435054149e-06,811.2430505152695
110,L01-3,1,distance_5_prime,14505,14505,8,1.0538407225131994e-05,811.0981273960699
164,L01-4,1,distance_5_prime,14505,14505,8,1.0538407225131994e-05,810.9452677992693
63,L01-2,1,distance_5_prime,14505,14505,8,1.0538407225131994e-05,810.7924082024688
6,L01-1,1,distance_5_prime,14505,14505,8,1.0538407225131994e-05,810.6395486056682
1030,L05-2,2,distance_5_prime,14507,14507,12,4.967929942251954e-06,810.4866890088676
560,L03-2,2,distance_5_prime,14509,14509,12,7.594782890473104e-06,810.4146192491954
1343,L06-3,2,distance_5_prime,14580,14580,12,7.982040409079571e-06,810.3044265442376
2354,L11-4,2,distance_5_prime,14668,14668,12,7.172370593997801e-06,810.1880483950732
2567,L01-4,2,distance_3_prime,14757,14757,12,9.992630435054149e-06,810.0828440632005
2465,L01-2,2,distance_3_prime,14757,14757,12,1.1707259964585538e-05,809.9353828158704
2516,L01-3,2,distance_3_prime,14757,14757,12,6.790137777553954e-06,809.762618780573
