first,last,ess_cnt,line,gen_id,is_cnt,ins_cnt,ins_cnt_simple,ess_bp,ess_IS_bp
240001,245000,1,L03-2,1,0,0,0,857,857
245001,250000,1,L03-2,1,0,0,0,586,586
250001,255000,6,L03-2,1,0,0,0,2788,2788
255001,260000,5,L03-2,1,0,0,0,2903,2903
260001,265000,2,L03-2,1,0,0,0,4923,4923
265001,270000,1,L03-2,1,0,0,0,1930,1930
295001,300000,0,L03-2,1,0,1,1,0,0
310001,315000,0,L03-2,1,0,1,1,0,0
330001,335000,3,L03-2,1,0,0,0,3822,3822
335001,340000,1,L03-2,1,0,0,0,81,81
340001,345000,1,L03-2,1,0,0,0,1415,1415
350001,355000,1,L03-2,1,0,0,0,536,536
410001,415000,0,L03-2,1,0,1,1,0,0
445001,450000,2,L03-2,1,0,0,0,1939,1939
450001,455000,1,L03-2,1,0,0,0,566,566
465001,470000,3,L03-2,1,0,0,0,2565,2565
470001,475000,1,L03-2,1,0,0,0,461,461
500001,505000,1,L03-2,1,0,0,0,227,227
525001,530000,1,L03-2,1,0,0,0,530,530
555001,560000,1,L03-2,1,0,0,0,1773,1773
560001,565000,3,L03-2,1,0,0,0,2619,2619
565001,570000,1,L03-2,1,0,0,0,645,645
580001,585000,2,L03-2,1,0,0,0,1276,1276
640001,645000,3,L03-2,1,0,0,0,4251,4251
645001,650000,2,L03-2,1,0,0,0,1770,1770
665001,670000,1,L03-2,1,0,0,0,479,479
670001,675000,1,L03-2,1,0,0,0,1085,1085
675001,680000,1,L03-2,1,0,0,0,1269,1269
710001,715000,4,L03-2,1,0,0,0,4793,4793
715001,720000,6,L03-2,1,0,0,0,4943,4943
720001,725000,4,L03-2,1,0,0,0,4024,4024
725001,730000,4,L03-2,1,0,0,0,4606,4606
730001,735000,2,L03-2,1,0,0,0,763,763
760001,765000,1,L03-2,1,0,0,0,662,662
775001,780000,1,L03-2,1,0,0,0,479,479
785001,790000,2,L03-2,1,0,0,0,1423,1423
790001,795000,1,L03-2,1,0,0,0,201,201
795001,800000,1,L03-2,1,0,0,0,824,824
800001,805000,3,L03-2,1,0,0,0,2370,2370
805001,810000,6,L03-2,1,0,0,0,4304,4304
810001,815000,3,L03-2,1,0,0,0,4359,4359
815001,820000,5,L03-2,1,0,0,0,4261,4261
820001,825000,2,L03-2,1,0,0,0,2813,2813
825001,830000,1,L03-2,1,0,0,0,1298,1298
830001,835000,1,L03-2,1,0,0,0,1718,1718
850001,855000,0,L03-2,1,0,2,2,0,0
930001,935000,1,L03-2,1,0,0,0,974,974
955001,960000,1,L03-2,1,0,0,0,226,226
960001,965000,2,L03-2,1,0,0,0,2592,2592
965001,970000,4,L03-2,1,0,0,0,2969,2969
970001,975000,2,L03-2,1,0,0,0,2761,2761
1005001,1010000,1,L03-2,1,0,0,0,113,113
1020001,1025000,1,L03-2,1,0,0,0,782,782
1025001,1030000,2,L03-2,1,0,0,0,1793,1793
1030001,1035000,1,L03-2,1,0,0,0,962,962
1075001,1080000,2,L03-2,1,0,0,0,1273,1273
1080001,1085000,2,L03-2,1,0,0,0,1700,1700
1085001,1090000,1,L03-2,1,0,0,0,76,76
1110001,1115000,0,L03-2,1,1,1,0,0,3093
1165001,1170000,2,L03-2,1,0,0,0,3013,3013
1170001,1175000,4,L03-2,1,0,0,0,4051,4051
1175001,1180000,1,L03-2,1,0,0,0,784,784
1185001,1190000,1,L03-2,1,0,0,0,840,840
1190001,1195000,1,L03-2,1,0,0,0,698,698
1195001,1200000,1,L03-2,1,0,0,0,84,84
1205001,1210000,1,L03-2,1,0,0,0,1664,1664
1210001,1215000,1,L03-2,1,0,0,0,530,530
1275001,1280000,0,L03-2,1,1,0,0,0,1147
1280001,1285000,0,L03-2,1,1,0,0,0,1946
1420001,1425000,1,L03-2,1,0,0,0,218,218
1425001,1430000,1,L03-2,1,0,0,0,2328,2328
1430001,1435000,3,L03-2,1,0,0,0,3399,3399
1435001,1440000,1,L03-2,1,0,0,0,168,168
1455001,1460000,1,L03-2,1,0,0,0,1673,1673
1460001,1465000,2,L03-2,1,0,0,0,2731,2731
1465001,1470000,2,L03-2,1,0,0,0,1979,1979
1470001,1475000,3,L03-2,1,0,0,0,4992,4992
1475001,1480000,1,L03-2,1,0,0,0,234,234
1480001,1485000,1,L03-2,1,0,0,0,1400,1400
1510001,1515000,1,L03-2,1,0,0,0,518,518
1525001,1530000,1,L03-2,1,0,0,0,87,87
1600001,1605000,2,L03-2,1,0,0,0,2268,2268
1605001,1610000,2,L03-2,1,0,0,0,2772,2772
1610001,1615000,3,L03-2,1,0,0,0,1899,1899
1615001,1620000,2,L03-2,1,0,0,0,1642,1642
1635001,1640000,2,L03-2,1,0,0,0,1488,1488
1640001,1645000,2,L03-2,1,0,0,0,1649,1649
1655001,1660000,1,L03-2,1,0,0,0,1106,1106
1665001,1670000,0,L03-2,1,1,0,0,0,3092
1695001,1700000,2,L03-2,1,0,0,0,954,954
1700001,1705000,6,L03-2,1,0,0,0,4593,4593
1705001,1710000,2,L03-2,1,0,0,0,1483,1483
1765001,1770000,1,L03-2,1,0,0,0,1449,1449
1770001,1775000,1,L03-2,1,0,0,0,1148,1148
1775001,1780000,1,L03-2,1,0,0,0,590,590
1785001,1790000,1,L03-2,1,0,0,0,788,788
1870001,1875000,0,L03-2,1,1,0,0,0,2015
1875001,1880000,0,L03-2,1,1,0,0,0,3156
1975001,1980000,1,L03-2,1,0,0,0,1274,1274
2005001,2010000,1,L03-2,1,0,0,0,641,641
2020001,2025000,0,L03-2,1,0,1,0,0,0
2025001,2030000,0,L03-2,1,0,1,0,0,0
2055001,2060000,1,L03-2,1,0,0,0,1863,1863
2060001,2065000,5,L03-2,1,0,0,0,4183,4183
2065001,2070000,1,L03-2,1,0,0,0,150,150
2085001,2090000,1,L03-2,1,0,0,0,827,827
2125001,2130000,1,L03-2,1,0,0,0,995,995
2150001,2155000,1,L03-2,1,0,0,0,695,695
2205001,2210000,1,L03-2,1,0,0,0,120,120
2210001,2215000,1,L03-2,1,0,0,0,1652,1652
2220001,2225000,1,L03-2,1,0,0,0,1733,1733
2235001,2240000,3,L03-2,1,0,0,0,707,707
2315001,2320000,0,L03-2,1,0,2,0,0,0
2345001,2350000,1,L03-2,1,0,0,0,574,574
2350001,2355000,1,L03-2,1,0,0,0,1459,1459
2395001,2400000,1,L03-2,1,0,0,0,668,668
2435001,2440000,1,L03-2,1,0,0,0,499,499
2440001,2445000,1,L03-2,1,0,0,0,1261,1261
2485001,2490000,1,L03-2,1,0,0,0,1861,1861
2490001,2495000,1,L03-2,1,0,0,0,766,766
2495001,2500000,2,L03-2,1,0,0,0,3415,3415
2515001,2520000,0,L03-2,1,1,0,0,0,3093
2575001,2580000,0,L03-2,1,1,0,0,0,1393
2580001,2585000,0,L03-2,1,1,0,0,0,1700
2585001,2590000,2,L03-2,1,0,0,0,1776,1776
2590001,2595000,1,L03-2,1,0,0,0,406,406
2595001,2600000,1,L03-2,1,0,0,0,1220,1220
2655001,2660000,1,L03-2,1,0,0,0,1415,1415
2665001,2670000,2,L03-2,1,0,0,0,3001,3001
2720001,2725000,1,L03-2,1,0,0,0,1127,1127
2730001,2735000,1,L03-2,1,0,0,0,878,878
2745001,2750000,1,L03-2,1,0,0,0,196,196
2750001,2755000,1,L03-2,1,0,0,0,550,550
2765001,2770000,1,L03-2,1,0,0,0,1472,1472
2770001,2775000,2,L03-2,1,0,0,0,2392,2392
2795001,2800000,1,L03-2,1,0,0,0,803,803
2830001,2835000,2,L03-2,1,0,0,0,1171,1171
2835001,2840000,2,L03-2,1,0,0,0,1088,1088
2850001,2855000,1,L03-2,1,0,0,0,544,544
2855001,2860000,1,L03-2,1,0,0,0,811,811
2865001,2870000,1,L03-2,1,0,0,0,737,737
2875001,2880000,4,L03-2,1,0,0,0,2723,2723
2880001,2885000,2,L03-2,1,0,0,0,1471,1471
2915001,2920000,3,L03-2,1,0,0,0,2907,2907
2965001,2970000,3,L03-2,1,0,0,0,1500,1500
3000001,3005000,2,L03-2,1,0,0,0,1633,1633
3005001,3010000,1,L03-2,1,0,0,0,1302,1302
3060001,3065000,1,L03-2,1,0,0,0,875,875
3120001,3125000,0,L03-2,1,0,1,1,0,0
3125001,3130000,1,L03-2,1,0,0,0,1098,1098
3160001,3165000,2,L03-2,1,0,0,0,1865,1865
3165001,3170000,1,L03-2,1,0,0,0,377,377
3175001,3180000,1,L03-2,1,0,0,0,540,540
3180001,3185000,1,L03-2,1,0,0,0,614,614
3185001,3190000,1,L03-2,1,0,0,0,416,416
3225001,3230000,1,L03-2,1,0,0,0,737,737
3230001,3235000,1,L03-2,1,0,0,0,2258,2258
3235001,3240000,1,L03-2,1,0,0,0,154,154
3240001,3245000,1,L03-2,1,0,0,0,1738,1738
3250001,3255000,1,L03-2,1,0,0,0,653,653
3260001,3265000,2,L03-2,1,0,0,0,1606,1606
3265001,3270000,1,L03-2,1,0,0,0,1013,1013
3270001,3275000,2,L03-2,1,0,0,0,3586,3586
3325001,3330000,1,L03-2,1,0,0,0,359,359
3330001,3335000,1,L03-2,1,0,0,0,16,16
3370001,3375000,1,L03-2,1,0,0,0,2236,2236
3375001,3380000,2,L03-2,1,0,0,0,1923,1923
3380001,3385000,3,L03-2,1,0,0,0,2000,2000
3385001,3390000,2,L03-2,1,0,0,0,1357,1357
3390001,3395000,5,L03-2,1,0,0,0,3055,3055
3395001,3400000,1,L03-2,1,0,0,0,915,915
3400001,3405000,4,L03-2,1,0,0,0,2389,2389
3420001,3425000,0,L03-2,1,1,0,0,0,3093
3465001,3470000,2,L03-2,1,0,0,0,2731,2731
3475001,3480000,3,L03-2,1,0,0,0,1891,1891
3480001,3485000,2,L03-2,1,0,0,0,1756,1756
3490001,3495000,0,L03-2,1,0,1,1,0,0
3505001,3510000,1,L03-2,1,0,0,0,1019,1019
3555001,3560000,2,L03-2,1,0,0,0,2980,2980
3620001,3625000,0,L03-2,1,0,1,0,0,0
3665001,3670000,3,L03-2,1,0,0,0,2617,2617
3670001,3675000,2,L03-2,1,0,0,0,1449,1449
3690001,3695000,1,L03-2,1,0,0,0,1103,1103
3735001,3740000,1,L03-2,1,0,0,0,891,891
3740001,3745000,1,L03-2,1,0,0,0,1244,1244
3750001,3755000,1,L03-2,1,0,0,0,925,925
3755001,3760000,1,L03-2,1,0,0,0,79,79
3790001,3795000,3,L03-2,1,0,0,0,1716,1716
3795001,3800000,4,L03-2,1,0,0,0,2752,2752
3800001,3805000,13,L03-2,1,0,0,0,4713,4713
3805001,3810000,10,L03-2,1,0,0,0,4600,4600
3810001,3815000,4,L03-2,1,0,0,0,2068,2068
3815001,3820000,2,L03-2,1,0,0,0,1456,1456
3820001,3825000,1,L03-2,1,0,0,0,572,572
3840001,3845000,1,L03-2,1,0,0,0,482,482
3845001,3850000,2,L03-2,1,0,0,0,1337,1337
3850001,3855000,3,L03-2,1,0,0,0,2634,2634
3865001,3870000,1,L03-2,1,0,0,0,1067,1067
3870001,3875000,2,L03-2,1,0,0,0,820,820
3880001,3885000,0,L03-2,1,1,0,0,0,1020
3885001,3890000,0,L03-2,1,1,0,0,0,2073
3895001,3900000,1,L03-2,1,0,0,0,2122,2122
3900001,3905000,5,L03-2,1,0,0,0,3269,3269
3905001,3910000,2,L03-2,1,0,0,0,1670,1670
3930001,3935000,2,L03-2,1,0,0,0,2827,2827
3935001,3940000,1,L03-2,1,0,0,0,372,372
20001,25000,1,L03-2,2,0,0,0,75,75
40001,45000,1,L03-2,2,0,0,0,1259,1259
55001,60000,3,L03-2,2,0,0,0,228,228
60001,65000,2,L03-2,2,0,0,0,1659,1659
65001,70000,1,L03-2,2,0,0,0,19,19
105001,110000,1,L03-2,2,0,0,0,545,545
120001,125000,2,L03-2,2,0,0,0,3382,3382
195001,200000,2,L03-2,2,0,0,0,2101,2101
200001,205000,1,L03-2,2,0,0,0,1056,1056
205001,210000,0,L03-2,2,1,0,0,0,2038
210001,215000,0,L03-2,2,1,0,0,0,1054
240001,245000,1,L03-2,2,0,0,0,857,857
245001,250000,1,L03-2,2,0,0,0,596,596
250001,255000,6,L03-2,2,0,0,0,2787,2787
255001,260000,5,L03-2,2,0,0,0,2903,2903
260001,265000,2,L03-2,2,0,0,0,4923,4923
265001,270000,1,L03-2,2,0,0,0,1921,1921
295001,300000,0,L03-2,2,1,0,0,0,2369
300001,305000,0,L03-2,2,1,0,0,0,723
315001,320000,0,L03-2,2,1,1,0,0,3092
335001,340000,2,L03-2,2,0,0,0,3286,3286
340001,345000,2,L03-2,2,0,0,0,617,617
345001,350000,1,L03-2,2,0,0,0,1415,1415
355001,360000,1,L03-2,2,0,0,0,536,536
415001,420000,0,L03-2,2,1,0,0,0,1815
420001,425000,0,L03-2,2,1,0,0,0,1277
455001,460000,2,L03-2,2,0,0,0,1939,1939
460001,465000,1,L03-2,2,0,0,0,566,566
475001,480000,3,L03-2,2,0,0,0,2565,2565
480001,485000,1,L03-2,2,0,0,0,461,461
510001,515000,1,L03-2,2,0,0,0,227,227
535001,540000,1,L03-2,2,0,0,0,530,530
565001,570000,1,L03-2,2,0,0,0,2499,2499
570001,575000,3,L03-2,2,0,0,0,2538,2538
590001,595000,2,L03-2,2,0,0,0,1276,1276
645001,650000,1,L03-2,2,0,0,0,164,164
650001,655000,4,L03-2,2,0,0,0,4381,4381
655001,660000,2,L03-2,2,0,0,0,1476,1476
675001,680000,1,L03-2,2,0,0,0,479,479
680001,685000,1,L03-2,2,0,0,0,1817,1817
685001,690000,1,L03-2,2,0,0,0,537,537
715001,720000,2,L03-2,2,0,0,0,526,526
720001,725000,4,L03-2,2,0,0,0,5000,5000
725001,730000,5,L03-2,2,0,0,0,4943,4943
730001,735000,5,L03-2,2,0,0,0,3923,3923
735001,740000,3,L03-2,2,0,0,0,4117,4117
740001,745000,1,L03-2,2,0,0,0,620,620
770001,775000,1,L03-2,2,0,0,0,662,662
785001,790000,1,L03-2,2,0,0,0,479,479
795001,800000,2,L03-2,2,0,0,0,1624,1624
805001,810000,1,L03-2,2,0,0,0,824,824
810001,815000,4,L03-2,2,0,0,0,3004,3004
815001,820000,6,L03-2,2,0,0,0,4405,4405
820001,825000,4,L03-2,2,0,0,0,4254,4254
825001,830000,4,L03-2,2,0,0,0,4366,4366
830001,835000,3,L03-2,2,0,0,0,2236,2236
835001,840000,2,L03-2,2,0,0,0,1572,1572
840001,845000,1,L03-2,2,0,0,0,1286,1286
860001,865000,0,L03-2,2,2,0,0,0,3275
865001,870000,0,L03-2,2,1,0,0,0,2908
945001,950000,1,L03-2,2,0,0,0,974,974
975001,980000,2,L03-2,2,0,0,0,2818,2818
980001,985000,4,L03-2,2,0,0,0,2969,2969
985001,990000,2,L03-2,2,0,0,0,2761,2761
1020001,1025000,1,L03-2,2,0,0,0,113,113
1035001,1040000,1,L03-2,2,0,0,0,315,315
1040001,1045000,2,L03-2,2,0,0,0,1847,1847
1045001,1050000,2,L03-2,2,0,0,0,1373,1373
1090001,1095000,2,L03-2,2,0,0,0,810,810
1095001,1100000,2,L03-2,2,0,0,0,2163,2163
1105001,1110000,1,L03-2,2,0,0,0,76,76
1125001,1130000,0,L03-2,2,1,0,0,0,3092
1180001,1185000,2,L03-2,2,0,0,0,3013,3013
1185001,1190000,4,L03-2,2,0,0,0,3951,3951
1190001,1195000,1,L03-2,2,0,0,0,884,884
1200001,1205000,1,L03-2,2,0,0,0,741,741
1205001,1210000,1,L03-2,2,0,0,0,797,797
1210001,1215000,1,L03-2,2,0,0,0,84,84
1220001,1225000,1,L03-2,2,0,0,0,1664,1664
1225001,1230000,1,L03-2,2,0,0,0,530,530
1290001,1295000,0,L03-2,2,1,0,0,0,1047
1295001,1300000,0,L03-2,2,1,0,0,0,2043
1330001,1335000,0,L03-2,2,0,1,1,0,0
1435001,1440000,1,L03-2,2,0,0,0,218,218
1440001,1445000,1,L03-2,2,0,0,0,2239,2239
1445001,1450000,3,L03-2,2,0,0,0,3399,3399
1450001,1455000,1,L03-2,2,0,0,0,257,257
1470001,1475000,1,L03-2,2,0,0,0,1673,1673
1475001,1480000,2,L03-2,2,0,0,0,2731,2731
1480001,1485000,2,L03-2,2,0,0,0,1890,1890
1485001,1490000,3,L03-2,2,0,0,0,4992,4992
1490001,1495000,1,L03-2,2,0,0,0,323,323
1495001,1500000,1,L03-2,2,0,0,0,1400,1400
1525001,1530000,1,L03-2,2,0,0,0,518,518
1540001,1545000,1,L03-2,2,0,0,0,87,87
1615001,1620000,2,L03-2,2,0,0,0,2185,2185
1620001,1625000,2,L03-2,2,0,0,0,2855,2855
1625001,1630000,3,L03-2,2,0,0,0,1881,1881
1630001,1635000,3,L03-2,2,0,0,0,1660,1660
1650001,1655000,2,L03-2,2,0,0,0,1407,1407
1655001,1660000,2,L03-2,2,0,0,0,1730,1730
1670001,1675000,1,L03-2,2,0,0,0,1106,1106
1680001,1685000,0,L03-2,2,1,0,0,0,3093
1710001,1715000,2,L03-2,2,0,0,0,869,869
1715001,1720000,6,L03-2,2,0,0,0,4593,4593
1720001,1725000,2,L03-2,2,0,0,0,1568,1568
1780001,1785000,1,L03-2,2,0,0,0,1363,1363
1785001,1790000,1,L03-2,2,0,0,0,1234,1234
1790001,1795000,1,L03-2,2,0,0,0,590,590
1800001,1805000,1,L03-2,2,0,0,0,788,788
1885001,1890000,0,L03-2,2,1,0,0,0,1938
1890001,1895000,0,L03-2,2,1,0,0,0,3232
1990001,1995000,1,L03-2,2,0,0,0,1274,1274
2020001,2025000,1,L03-2,2,0,0,0,641,641
2035001,2040000,0,L03-2,2,1,0,0,0,3092
2070001,2075000,3,L03-2,2,0,0,0,3726,3726
2075001,2080000,2,L03-2,2,0,0,0,2470,2470
2095001,2100000,1,L03-2,2,0,0,0,827,827
2135001,2140000,1,L03-2,2,0,0,0,995,995
2160001,2165000,1,L03-2,2,0,0,0,695,695
2220001,2225000,1,L03-2,2,0,0,0,1772,1772
2230001,2235000,1,L03-2,2,0,0,0,1372,1372
2235001,2240000,1,L03-2,2,0,0,0,361,361
2245001,2250000,3,L03-2,2,0,0,0,707,707
2265001,2270000,0,L03-2,2,0,1,1,0,0
2330001,2335000,0,L03-2,2,1,1,0,0,3093
2360001,2365000,1,L03-2,2,0,0,0,782,782
2365001,2370000,1,L03-2,2,0,0,0,1251,1251
2410001,2415000,1,L03-2,2,0,0,0,668,668
2450001,2455000,1,L03-2,2,0,0,0,708,708
2455001,2460000,1,L03-2,2,0,0,0,1052,1052
2500001,2505000,1,L03-2,2,0,0,0,2073,2073
2505001,2510000,1,L03-2,2,0,0,0,554,554
2510001,2515000,2,L03-2,2,0,0,0,3415,3415
2530001,2535000,0,L03-2,2,1,0,0,0,3093
2590001,2595000,0,L03-2,2,1,0,0,0,1605
2595001,2600000,0,L03-2,2,1,0,0,0,1488
2600001,2605000,2,L03-2,2,0,0,0,1988,1988
2605001,2610000,1,L03-2,2,0,0,0,194,194
2610001,2615000,1,L03-2,2,0,0,0,1220,1220
2670001,2675000,1,L03-2,2,0,0,0,1415,1415
2680001,2685000,2,L03-2,2,0,0,0,3001,3001
2735001,2740000,1,L03-2,2,0,0,0,1127,1127
2745001,2750000,1,L03-2,2,0,0,0,878,878
2760001,2765000,1,L03-2,2,0,0,0,410,410
2765001,2770000,1,L03-2,2,0,0,0,336,336
2780001,2785000,1,L03-2,2,0,0,0,1472,1472
2785001,2790000,2,L03-2,2,0,0,0,2392,2392
2805001,2810000,1,L03-2,2,0,0,0,46,46
2810001,2815000,1,L03-2,2,0,0,0,757,757
2845001,2850000,2,L03-2,2,0,0,0,1285,1285
2850001,2855000,1,L03-2,2,0,0,0,974,974
2865001,2870000,1,L03-2,2,0,0,0,762,762
2870001,2875000,1,L03-2,2,0,0,0,593,593
2880001,2885000,1,L03-2,2,0,0,0,737,737
2890001,2895000,4,L03-2,2,0,0,0,2723,2723
2895001,2900000,2,L03-2,2,0,0,0,1471,1471
2925001,2930000,1,L03-2,2,0,0,0,28,28
2930001,2935000,3,L03-2,2,0,0,0,2878,2878
2980001,2985000,3,L03-2,2,0,0,0,1500,1500
3015001,3020000,2,L03-2,2,0,0,0,1852,1852
3020001,3025000,1,L03-2,2,0,0,0,1083,1083
3075001,3080000,1,L03-2,2,0,0,0,875,875
3135001,3140000,0,L03-2,2,1,0,0,0,506
3140001,3145000,0,L03-2,2,1,0,0,0,2585
3145001,3150000,1,L03-2,2,0,0,0,1098,1098
3180001,3185000,2,L03-2,2,0,0,0,2242,2242
3195001,3200000,1,L03-2,2,0,0,0,1154,1154
3200001,3205000,1,L03-2,2,0,0,0,416,416
3245001,3250000,2,L03-2,2,0,0,0,2795,2795
3250001,3255000,1,L03-2,2,0,0,0,200,200
3255001,3260000,1,L03-2,2,0,0,0,1892,1892
3265001,3270000,1,L03-2,2,0,0,0,653,653
3275001,3280000,1,L03-2,2,0,0,0,798,798
3280001,3285000,2,L03-2,2,0,0,0,808,808
3285001,3290000,2,L03-2,2,0,0,0,2594,2594
3290001,3295000,2,L03-2,2,0,0,0,2004,2004
3345001,3350000,1,L03-2,2,0,0,0,375,375
3390001,3395000,2,L03-2,2,0,0,0,4159,4159
3395001,3400000,1,L03-2,2,0,0,0,86,86
3400001,3405000,2,L03-2,2,0,0,0,3271,3271
3405001,3410000,1,L03-2,2,0,0,0,1172,1172
3410001,3415000,4,L03-2,2,0,0,0,2798,2798
3415001,3420000,1,L03-2,2,0,0,0,424,424
3420001,3425000,4,L03-2,2,0,0,0,1965,1965
3435001,3440000,0,L03-2,2,1,0,0,0,1608
3440001,3445000,0,L03-2,2,1,0,0,0,1485
3505001,3510000,2,L03-2,2,0,0,0,2980,2980
3555001,3560000,1,L03-2,2,0,0,0,1019,1019
3570001,3575000,0,L03-2,2,1,0,0,0,885
3575001,3580000,0,L03-2,2,1,0,0,0,2206
3585001,3590000,2,L03-2,2,0,0,0,1756,1756
3590001,3595000,3,L03-2,2,0,0,0,1891,1891
3600001,3605000,2,L03-2,2,0,0,0,2731,2731
3625001,3630000,0,L03-2,2,0,1,1,0,0
3645001,3650000,0,L03-2,2,1,0,0,0,3092
3690001,3695000,4,L03-2,2,0,0,0,3305,3305
3695001,3700000,1,L03-2,2,0,0,0,759,759
3715001,3720000,1,L03-2,2,0,0,0,1103,1103
3760001,3765000,1,L03-2,2,0,0,0,1826,1826
3765001,3770000,1,L03-2,2,0,0,0,309,309
3775001,3780000,1,L03-2,2,0,0,0,1004,1004
3815001,3820000,3,L03-2,2,0,0,0,2653,2653
3820001,3825000,6,L03-2,2,0,0,0,2734,2734
3825001,3830000,13,L03-2,2,0,0,0,4684,4684
3830001,3835000,10,L03-2,2,0,0,0,4587,4587
3835001,3840000,2,L03-2,2,0,0,0,1191,1191
3840001,3845000,3,L03-2,2,0,0,0,2024,2024
3845001,3850000,1,L03-2,2,0,0,0,3,3
3865001,3870000,2,L03-2,2,0,0,0,1408,1408
3870001,3875000,2,L03-2,2,0,0,0,651,651
3875001,3880000,3,L03-2,2,0,0,0,2394,2394
3890001,3895000,1,L03-2,2,0,0,0,1067,1067
3895001,3900000,2,L03-2,2,0,0,0,820,820
3905001,3910000,0,L03-2,2,1,0,0,0,1959
3910001,3915000,0,L03-2,2,1,0,0,0,1133
3920001,3925000,1,L03-2,2,0,1,0,2414,2414
3925001,3930000,5,L03-2,2,0,0,0,3694,3694
3930001,3935000,1,L03-2,2,0,0,0,954,954
3955001,3960000,2,L03-2,2,0,0,0,3199,3199
20001,25000,1,L03-3,1,0,0,0,75,75
40001,45000,1,L03-3,1,0,0,0,1259,1259
55001,60000,3,L03-3,1,0,0,0,228,228
60001,65000,2,L03-3,1,0,0,0,1655,1655
65001,70000,1,L03-3,1,0,0,0,23,23
105001,110000,1,L03-3,1,0,0,0,545,545
120001,125000,2,L03-3,1,0,0,0,3382,3382
125001,130000,1,L03-3,1,0,0,0,0,0
195001,200000,2,L03-3,1,0,0,0,2091,2091
200001,205000,1,L03-3,1,0,0,0,1066,1066
205001,210000,0,L03-3,1,1,0,0,0,2028
210001,215000,0,L03-3,1,1,0,0,0,1064
240001,245000,1,L03-3,1,0,0,0,857,857
245001,250000,1,L03-3,1,0,0,0,586,586
250001,255000,6,L03-3,1,0,0,0,2788,2788
255001,260000,5,L03-3,1,0,0,0,2903,2903
260001,265000,2,L03-3,1,0,0,0,4923,4923
265001,270000,1,L03-3,1,0,0,0,1930,1930
330001,335000,3,L03-3,1,0,0,0,3822,3822
335001,340000,1,L03-3,1,0,0,0,81,81
340001,345000,1,L03-3,1,0,0,0,1415,1415
345001,350000,0,L03-3,1,0,1,1,0,0
350001,355000,1,L03-3,1,0,0,0,536,536
445001,450000,2,L03-3,1,0,0,0,1939,1939
450001,455000,1,L03-3,1,0,0,0,566,566
465001,470000,3,L03-3,1,0,0,0,2565,2565
470001,475000,1,L03-3,1,0,0,0,461,461
500001,505000,1,L03-3,1,0,0,0,227,227
525001,530000,1,L03-3,1,0,0,0,530,530
555001,560000,1,L03-3,1,0,0,0,1773,1773
560001,565000,3,L03-3,1,0,0,0,2619,2619
565001,570000,1,L03-3,1,0,0,0,645,645
580001,585000,2,L03-3,1,0,0,0,1276,1276
640001,645000,3,L03-3,1,0,0,0,4251,4251
645001,650000,2,L03-3,1,0,0,0,1770,1770
665001,670000,1,L03-3,1,0,0,0,479,479
670001,675000,1,L03-3,1,0,0,0,1085,1085
675001,680000,1,L03-3,1,0,0,0,1269,1269
710001,715000,4,L03-3,1,0,0,0,4793,4793
715001,720000,6,L03-3,1,0,0,0,4943,4943
720001,725000,4,L03-3,1,0,0,0,4024,4024
725001,730000,4,L03-3,1,0,0,0,4606,4606
730001,735000,2,L03-3,1,0,0,0,763,763
760001,765000,1,L03-3,1,0,0,0,662,662
775001,780000,1,L03-3,1,0,0,0,479,479
785001,790000,2,L03-3,1,0,0,0,1423,1423
790001,795000,1,L03-3,1,0,0,0,201,201
795001,800000,1,L03-3,1,0,0,0,824,824
800001,805000,3,L03-3,1,0,0,0,2370,2370
805001,810000,6,L03-3,1,0,0,0,4304,4304
810001,815000,3,L03-3,1,0,0,0,4359,4359
815001,820000,5,L03-3,1,0,0,0,4261,4261
820001,825000,2,L03-3,1,0,0,0,2813,2813
825001,830000,1,L03-3,1,0,0,0,1298,1298
830001,835000,1,L03-3,1,0,0,0,1718,1718
930001,935000,1,L03-3,1,0,0,0,974,974
955001,960000,1,L03-3,1,0,0,0,226,226
960001,965000,2,L03-3,1,0,0,0,2592,2592
965001,970000,4,L03-3,1,0,0,0,2969,2969
970001,975000,2,L03-3,1,0,0,0,2761,2761
1005001,1010000,1,L03-3,1,0,0,0,113,113
1020001,1025000,1,L03-3,1,0,0,0,782,782
1025001,1030000,2,L03-3,1,0,0,0,1793,1793
1030001,1035000,1,L03-3,1,0,0,0,962,962
1075001,1080000,2,L03-3,1,0,0,0,1273,1273
1080001,1085000,2,L03-3,1,0,0,0,1700,1700
1085001,1090000,1,L03-3,1,0,0,0,76,76
1110001,1115000,0,L03-3,1,1,0,0,0,3093
1165001,1170000,2,L03-3,1,0,0,0,3013,3013
1170001,1175000,4,L03-3,1,0,0,0,4051,4051
1175001,1180000,1,L03-3,1,0,0,0,784,784
1185001,1190000,1,L03-3,1,0,0,0,840,840
1190001,1195000,1,L03-3,1,0,0,0,698,698
1195001,1200000,1,L03-3,1,0,0,0,84,84
1205001,1210000,1,L03-3,1,0,0,0,1664,1664
1210001,1215000,1,L03-3,1,0,0,0,530,530
1275001,1280000,0,L03-3,1,1,0,0,0,1147
1280001,1285000,0,L03-3,1,1,0,0,0,1946
1420001,1425000,1,L03-3,1,0,0,0,218,218
1425001,1430000,1,L03-3,1,0,0,0,2328,2328
1430001,1435000,3,L03-3,1,0,0,0,3399,3399
