,start,end,IS_strand,max_alignment_length,length,cluster_id,line,gen_id,closest_gene_5_prime,position_5_prime,distance_5_prime,closest_gene_3_prime,position_3_prime,distance_3_prime
562,3908042,3911133,reverse,3093,3092,18,L03-2,2,rpsI,3897637,10405,gyrB,3921938,10805
563,207964,211055,forward,3092,3092,0,L03-2,3,priA,201057,6907,murI,242777,31722
564,297639,300731,reverse,3093,3093,1,L03-2,3,rpoC,266919,30720,ubiA,336234,35503
565,316009,319100,forward,3093,3092,2,L03-2,3,rpoC,266919,49090,ubiA,336234,17134
566,417863,420955,forward,3093,3093,3,L03-2,3,ssb,357877,59986,groS,456893,35938
567,859909,863001,reverse,3093,3093,4,L03-2,3,proS,840961,18948,hemB,945931,82930
568,864494,867585,reverse,3092,3092,5,L03-2,3,proS,840961,23533,hemB,945931,78346
569,1125193,1128285,reverse,3093,3093,6,L03-2,3,argU,1104775,20418,mrdB,1180979,52694
570,1293630,1296721,reverse,3093,3092,7,L03-2,3,fldA,1226056,67574,infA,1438544,141823
571,1329869,1332961,reverse,3093,3093,8,L03-2,3,fldA,1226056,103813,infA,1438544,105583
572,1684027,1687118,reverse,3093,3092,9,L03-2,3,trmU,1674717,9310,pth,1714492,27374
573,1890839,1896009,reverse,3093,5171,10,L03-2,3,fabI,1806399,84440,tyrS,1996382,100373
574,2039498,2042590,forward,3093,3093,11,L03-2,3,ribC,2023674,15824,pheT,2073354,30764
575,2269003,2272094,forward,3093,3092,12,L03-2,3,pgsA,2252404,16599,metG,2369941,97847
576,2336218,2339310,reverse,3093,3093,13,L03-2,3,pgsA,2252404,83814,metG,2369941,30631
577,2536938,2540030,reverse,3093,3093,14,L03-2,3,nrdB,2520372,16566,folC,2608666,68636
578,2599119,2602211,forward,3093,3093,15,L03-2,3,nrdB,2520372,78747,folC,2608666,6455
579,3145194,3148285,forward,3093,3092,16,L03-2,3,lgt,3083153,62041,prfB,3151520,3235
580,3444088,3447179,forward,3093,3092,17,L03-2,3,yhbG,3427667,16421,glyS,3512227,65048
581,3579815,3582905,reverse,3092,3091,18,L03-2,3,gpsA,3565306,14509,rpsI,3656445,73540
582,3631218,3634309,reverse,3093,3092,19,L03-2,3,gpsA,3565306,65912,rpsI,3656445,22136
583,3643339,3646431,forward,3093,3093,20,L03-2,3,gpsA,3565306,78033,rpsI,3656445,10014
584,3905523,3908614,forward,3093,3092,21,L03-2,3,ftsY,3863030,42493,gyrB,3985251,76637
585,3928966,3932058,forward,3093,3093,22,L03-2,3,ftsY,3863030,65936,gyrB,3985251,53193
586,3980374,3983465,forward,3093,3092,23,L03-2,3,oriC,1,52914,gyrB,3985251,1786
587,207973,211064,forward,3092,3092,0,L03-3,1,priA,201066,6907,murI,242786,31722
588,1110055,1113147,reverse,3093,3093,1,L03-3,1,argU,1089637,20418,mrdB,1166203,53056
589,1278854,1281946,reverse,3093,3093,2,L03-3,1,fldA,1211282,67572,infA,1420674,138728
590,1666167,1669258,reverse,3093,3092,3,L03-3,1,trmU,1656858,9309,pth,1696632,27374
591,1872986,1878156,reverse,3093,5171,4,L03-3,1,fabI,1788542,84444,tyrS,1978531,100375
592,2516426,2519518,reverse,3093,3093,5,L03-3,1,nrdB,2499860,16566,folC,2588155,68637
593,2578608,2581700,forward,3093,3093,6,L03-3,1,nrdB,2499860,78748,folC,2588155,6455
594,3420511,3423603,forward,3093,3093,7,L03-3,1,yhbG,3404090,16421,spoT,3468110,44507
595,3883981,3887073,reverse,3093,3093,8,L03-3,1,rpsI,3873576,10405,gyrB,3897879,10806
596,207967,211059,forward,3093,3093,0,L03-3,2,priA,201060,6907,murI,242781,31722
597,346075,349167,reverse,3093,3093,1,L03-3,2,dnaB,343081,2994,ssb,354580,5413
598,1113150,1116241,reverse,3093,3092,2,L03-3,2,argU,1092732,20418,mrdB,1169297,53056
599,1281950,1285042,reverse,3093,3093,3,L03-3,2,fldA,1214375,67575,infA,1423770,138728
600,1444447,1447539,reverse,3093,3093,4,L03-3,2,serS,1438264,6183,rpsA,1462642,15103
601,1543360,1546452,reverse,3093,3093,5,L03-3,2,serT,1532355,11005,mviN,1614916,68464
602,1587503,1590595,forward,3093,3093,6,L03-3,2,serT,1532355,55148,mviN,1614916,24321
603,1678567,1681659,reverse,3093,3093,7,L03-3,2,trmU,1669257,9310,pth,1686300,4641
604,1862410,1865502,forward,3093,3093,8,L03-3,2,fabI,1778210,84200,tyrS,2003156,137654
605,1897823,1902782,reverse,3093,4960,9,L03-3,2,fabI,1778210,119613,tyrS,2003156,100374
606,2108156,2111248,forward,3093,3093,10,L03-3,2,thrS,2089776,18380,nadE,2112766,1518
607,2420666,2423758,forward,3093,3093,11,L03-3,2,metG,2379198,41468,folE,2428951,5193
608,2547265,2550357,reverse,3093,3093,12,L03-3,2,nrdB,2530699,16566,folC,2618994,68637
609,2609447,2612539,forward,3093,3093,13,L03-3,2,nrdB,2530699,78748,folC,2618994,6455
610,2860470,2863561,forward,3093,3092,14,L03-3,2,suhB,2826813,33657,acpS,2866286,2725
611,3015596,3018688,reverse,3093,3093,15,L03-3,2,ftsB,3003393,12203,eno,3040318,21630
612,3147477,3150568,forward,3092,3092,16,L03-3,2,lgt,3099710,47767,prfB,3168082,17514
613,3460222,3463314,forward,3093,3093,17,L03-3,2,yhbG,3444237,15985,spoT,3505544,42230
614,3530187,3533279,forward,3093,3093,18,L03-3,2,kdtA,3518045,12142,gpsA,3547600,14321
615,3923798,3925674,reverse,1877,1877,19,L03-3,2,rpsI,3913394,10404,gyrB,3933707,8033
616,207965,211056,forward,3093,3092,0,L03-3,3,priA,201058,6907,murI,242778,31722
617,346072,349163,reverse,3093,3092,1,L03-3,3,dnaB,343078,2994,ssb,354576,5413
618,573753,576844,reverse,3093,3092,2,L03-3,3,yjgQ,568728,5025,dnaC,589107,12263
619,696699,699791,reverse,3093,3093,3,L03-3,3,imp,682449,14250,ftsL,719473,19682
620,904886,907978,forward,3093,3093,4,L03-3,3,proS,841299,63587,hemB,943166,35188
621,1122428,1125520,reverse,3093,3093,5,L03-3,3,argU,1102010,20418,mrdB,1178574,53054
622,1291224,1294315,reverse,3093,3092,6,L03-3,3,fldA,1223651,67573,infA,1433040,138725
623,1453717,1456809,reverse,3093,3093,7,L03-3,3,serS,1447534,6183,rpsA,1471912,15103
624,1496066,1499158,reverse,3093,3093,8,L03-3,3,mukB,1490701,5365,asnS,1518039,18881
625,1513503,1516595,forward,3093,3093,9,L03-3,3,mukB,1490701,22802,asnS,1518039,1444
626,1573164,1576256,reverse,3093,3093,10,L03-3,3,serT,1562159,11005,mviN,1641615,65359
627,1705264,1708355,reverse,3092,3092,11,L03-3,3,trmU,1695954,9310,pth,1712995,4640
628,1889094,1894162,forward,3093,5069,12,L03-3,3,fabI,1804899,84195,tyrS,1994533,100371
629,2099529,2102620,forward,3093,3092,13,L03-3,3,thrS,2081149,18380,nadE,2104137,1517
630,2412025,2415117,forward,3093,3093,14,L03-3,3,metG,2370558,41467,folE,2418753,3636
631,2537067,2540158,reverse,3093,3092,15,L03-3,3,nrdB,2520501,16566,folC,2608794,68636
632,2599248,2602339,forward,3093,3092,16,L03-3,3,nrdB,2520501,78747,folC,2608794,6455
633,2627189,2630280,forward,3092,3092,17,L03-3,3,fabB,2618724,8465,gltX,2681518,51238
634,2853364,2856453,forward,3092,3090,18,L03-3,3,suhB,2819707,33657,acpS,2859178,2725
635,2996385,2999477,reverse,3093,3093,19,L03-3,3,ftsB,2996282,103,eno,3005955,6478
636,3095509,3098601,forward,3093,3093,20,L03-3,3,lgt,3065345,30164,prfB,3116114,17513
637,3253072,3256163,reverse,3092,3092,21,L03-3,3,folB,3252187,885,ygjD,3259842,3679
638,3303036,3306128,reverse,3093,3093,22,L03-3,3,rpoD,3265199,37837,rnpB,3323627,17499
639,3414062,3417153,forward,3093,3092,23,L03-3,3,yhbG,3398077,15985,spoT,3459381,42228
640,3484021,3487113,forward,3093,3093,24,L03-3,3,kdtA,3471882,12139,gpsA,3501434,14321
641,3608276,3611367,forward,3093,3092,25,L03-3,3,glyS,3551429,56847,ftsY,3636568,25201
642,3851674,3854766,reverse,3093,3093,26,L03-3,3,rpsI,3841269,10405,gyrB,3862806,8040
643,207973,211064,forward,3092,3092,0,L03-4,1,priA,201066,6907,murI,242786,31722
644,1110055,1113147,reverse,3093,3093,1,L03-4,1,argU,1089637,20418,mrdB,1166203,53056
645,1278854,1281946,reverse,3093,3093,2,L03-4,1,fldA,1211282,67572,infA,1420674,138728
646,1666167,1669258,reverse,3093,3092,3,L03-4,1,trmU,1656858,9309,pth,1696632,27374
647,1872986,1878156,reverse,3093,5171,4,L03-4,1,fabI,1788542,84444,tyrS,1978531,100375
648,2516426,2519518,reverse,3093,3093,5,L03-4,1,nrdB,2499860,16566,folC,2588155,68637
649,2578608,2581700,forward,3093,3093,6,L03-4,1,nrdB,2499860,78748,folC,2588155,6455
650,3420511,3423603,forward,3093,3093,7,L03-4,1,yhbG,3404090,16421,spoT,3468110,44507
651,3883981,3887073,reverse,3093,3093,8,L03-4,1,rpsI,3873576,10405,gyrB,3897879,10806
652,26898,29989,reverse,3093,3092,0,L03-4,2,trpT,21288,5610,rho,43774,13785
653,211069,214159,forward,3092,3091,1,L03-4,2,priA,204162,6907,murI,245880,31721
654,355887,358979,forward,3093,3093,2,L03-4,2,ssb,355112,775,groS,454124,95145
655,1116235,1119327,reverse,3093,3093,3,L03-4,2,argU,1095817,20418,mrdB,1175483,56156
656,1157580,1160672,reverse,3093,3093,4,L03-4,2,argU,1095817,61763,mrdB,1175483,14811
657,1288135,1291227,reverse,3093,3093,5,L03-4,2,fldA,1220559,67576,infA,1429955,138728
658,1675443,1678533,reverse,3093,3091,6,L03-4,2,trmU,1666133,9310,pth,1705905,27372
659,1740829,1743920,reverse,3093,3092,7,L03-4,2,kdsA,1716994,23835,topA,1780927,37007
660,1885356,1890525,reverse,3093,5170,8,L03-4,2,fabI,1800916,84440,tyrS,1993997,103472
661,1948224,1951316,forward,3093,3093,9,L03-4,2,fabI,1800916,147308,tyrS,1993997,42681
662,2022953,2026045,reverse,3093,3093,10,L03-4,2,ribC,2021289,1664,pheT,2082908,56863
663,2049256,2052348,forward,3093,3093,11,L03-4,2,ribC,2021289,27967,pheT,2082908,30560
664,2063238,2066329,forward,3092,3092,12,L03-4,2,ribC,2021289,41949,pheT,2082908,16579
665,2243942,2247034,reverse,3093,3093,13,L03-4,2,aspS,2236434,7508,argS,2249075,2041
666,2544307,2547399,reverse,3093,3093,14,L03-4,2,nrdB,2527741,16566,gltX,2739242,191843
667,2606490,2609582,forward,3093,3093,15,L03-4,2,nrdB,2527741,78749,gltX,2739242,129660
668,2656966,2660056,forward,3092,3091,16,L03-4,2,nrdB,2527741,129225,gltX,2739242,79186
669,2707357,2710449,forward,3093,3093,17,L03-4,2,nrdB,2527741,179616,gltX,2739242,28793
670,3046117,3049208,forward,3093,3092,18,L03-4,2,alaS,3000101,46016,ispF,3052490,3282
671,3369592,3372683,reverse,3093,3092,19,L03-4,2,rpoD,3358865,10727,rnpB,3417293,44610
672,3508160,3511252,forward,3093,3093,20,L03-4,2,yhbG,3491742,16418,spoT,3555761,44509
673,3971625,3974717,reverse,3093,3093,21,L03-4,2,rpsI,3961219,10406,gyrB,3985523,10806
674,26892,29984,reverse,3093,3093,0,L03-4,3,trpT,21285,5607,rho,43768,13784
675,211054,214145,forward,3093,3092,1,L03-4,3,priA,204147,6907,murI,245866,31721
676,355866,358956,forward,3092,3091,2,L03-4,3,ssb,355091,775,groS,454100,95144
677,587394,590485,forward,3093,3092,3,L03-4,3,yjgQ,571803,15591,dnaC,592183,1698
678,803639,806731,forward,3093,3093,4,L03-4,3,yadR,799445,4194,dapD,810716,3985
679,1160625,1163716,reverse,3093,3092,5,L03-4,3,argU,1101966,58659,mrdB,1178525,14809
680,1291171,1294262,reverse,3093,3092,6,L03-4,3,fldA,1223600,67571,infA,1432980,138718
681,1678453,1681545,reverse,3093,3093,7,L03-4,3,trmU,1669143,9310,pth,1708919,27374
682,1743841,1746931,reverse,3093,3091,8,L03-4,3,kdsA,1720007,23834,topA,1783935,37004
683,1826920,1830012,reverse,3093,3093,9,L03-4,3,fabI,1803922,22998,tyrS,1933481,103469
684,1887712,1890804,forward,3093,3093,10,L03-4,3,fabI,1803922,83790,tyrS,1933481,42677
685,1962436,1965526,reverse,3092,3091,11,L03-4,3,ribC,1960772,1664,pheT,2022388,56862
686,1988737,1991828,forward,3093,3092,12,L03-4,3,ribC,1960772,27965,pheT,2022388,30560
687,2002718,2005810,forward,3093,3093,13,L03-4,3,ribC,1960772,41946,pheT,2022388,16578
688,2183407,2186499,reverse,3093,3093,14,L03-4,3,aspS,2175901,7506,argS,2188540,2041
689,2301954,2305046,reverse,3093,3093,15,L03-4,3,pgsA,2204530,97424,metG,2319869,14823
690,2402967,2406059,forward,3093,3093,16,L03-4,3,folE,2369214,33753,yejM,2413039,6980
691,2489959,2493051,reverse,3093,3093,17,L03-4,3,nrdB,2473394,16565,gltX,2735187,242136
692,2552137,2555229,forward,3093,3093,18,L03-4,3,nrdB,2473394,78743,gltX,2735187,179958
693,2602525,2605617,forward,3093,3093,19,L03-4,3,nrdB,2473394,129131,gltX,2735187,129570
694,2652913,2656005,forward,3093,3093,20,L03-4,3,nrdB,2473394,179519,gltX,2735187,79182
695,2703301,2706391,forward,3091,3091,21,L03-4,3,nrdB,2473394,229907,gltX,2735187,28796
696,2909742,2912833,forward,3093,3092,22,L03-4,3,suhB,2873373,36369,acpS,2912846,13
697,2982517,2985608,forward,3093,3092,23,L03-4,3,uppS,2963931,18586,serV,2998782,13174
698,3185703,3188794,reverse,3093,3092,24,L03-4,3,lgt,3146250,39453,prfB,3217710,28916
699,3204412,3207502,reverse,3093,3091,25,L03-4,3,lgt,3146250,58162,prfB,3217710,10208
700,3374802,3377894,reverse,3093,3093,26,L03-4,3,rpoD,3364077,10725,rnpB,3422501,44607
701,3513365,3516456,forward,3093,3092,27,L03-4,3,yhbG,3496946,16419,spoT,3560961,44505
702,3656765,3659856,reverse,3093,3092,28,L03-4,3,glyS,3650626,6139,ftsY,3764811,104955
703,3979909,3983000,reverse,3093,3092,29,L03-4,3,rpsI,3969505,10404,gyrB,3993804,10804
704,118467,121558,forward,3092,3092,0,L04-1,1,hemG,109408,9059,polA,124321,2763
705,360458,363550,reverse,3093,3093,1,L04-1,1,ssb,352010,8448,groS,423660,60110
706,490939,494031,reverse,3093,3093,2,L04-1,1,rpsR,479037,11902,ppa,504792,10761
707,598525,601617,reverse,3093,3093,3,L04-1,1,dnaT,562626,35899,ribF,622091,20474
708,774581,777673,reverse,3093,3093,4,L04-1,1,yadR,771722,2859,dapD,782991,5318
709,1073487,1076579,reverse,3093,3093,5,L04-1,1,folD,1067198,6289,argU,1077283,704
710,1263476,1266568,reverse,3093,3093,6,L04-1,1,fldA,1195900,67576,infA,1405294,138726
711,1429376,1432468,forward,3093,3093,7,L04-1,1,serS,1419787,9589,rpsA,1444165,11697
712,1951321,1954413,forward,3093,3093,8,L04-1,1,fabI,1774694,176627,tyrS,2020050,65637
713,2240221,2243313,forward,3093,3093,9,L04-1,1,yeaZ,2193925,46296,aspS,2254510,11197
714,2318820,2321911,reverse,3093,3092,10,L04-1,1,pgsA,2281811,37009,metG,2397159,75248
715,2433966,2437058,forward,3093,3093,11,L04-1,1,metG,2399191,34775,folE,2448946,11888
716,3044224,3047316,reverse,3093,3093,12,L04-1,1,ftsB,3015151,29073,eno,3052073,4757
717,3626825,3629917,forward,3093,3093,13,L04-1,1,yrfF,3615408,11417,asd,3663674,33757
718,59437,62529,forward,3093,3093,0,L04-1,2,trpT,21286,38151,yidC,67440,4911
719,319087,322178,forward,3093,3092,1,L04-1,2,glyS,219782,99305,ftsY,333979,11801
720,338705,341797,reverse,3093,3093,2,L04-1,2,rpoH,335947,2758,asd,362146,20349
721,395903,398995,reverse,3093,3093,3,L04-1,2,asd,361044,34859,yrfF,409080,10085
722,801235,804326,forward,3093,3092,4,L04-1,2,metK,792929,8306,pgk,811525,7199
723,977210,980301,forward,3093,3092,5,L04-1,2,eno,971155,6055,ftsB,986567,6266
724,1326028,1329119,forward,3093,3092,6,L04-1,2,gltX,1296518,29510,fabB,1361948,32829
725,1567456,1570548,reverse,3093,3093,7,L04-1,2,folE,1554901,12555,metG,1607349,36801
726,1682596,1685687,forward,3092,3092,8,L04-1,2,metG,1605317,77279,aspS,1696883,11196
727,1761191,1764282,reverse,3093,3092,9,L04-1,2,pgsA,1724183,37008,yeaZ,1811270,46988
728,1929048,1932140,reverse,3093,3093,10,L04-1,2,pheT,1902453,26595,ribC,1960895,28755
729,2053180,2056272,reverse,3093,3093,11,L04-1,2,tyrS,1986274,66906,fabI,2232511,176239
730,2573951,2577043,reverse,3093,3093,12,L04-1,2,rpsA,2560582,13369,serS,2587923,10880
731,2739850,2742941,forward,3093,3092,13,L04-1,2,infA,2600909,138941,fldA,2811042,68101
732,3225628,3228720,forward,3093,3093,14,L04-1,2,dapD,3219487,6141,yadR,3231926,3206
733,3283105,3286197,forward,3093,3093,15,L04-1,2,can,3259951,23154,coaE,3293121,6924
734,3404787,3407879,forward,3093,3093,16,L04-1,2,ribF,3383371,21416,dnaT,3444313,36434
735,3512368,3515461,forward,3094,3094,17,L04-1,2,ppa,3501078,11290,rpsR,3527589,12128
736,3642843,3645935,forward,3093,3093,18,L04-1,2,groS,3582444,60399,ssb,3654265,8330
737,3884178,3887270,reverse,3093,3093,19,L04-1,2,polA,3878630,5548,hemG,3896875,9605
738,3946303,3949395,reverse,3093,3093,20,L04-1,2,hemD,3941656,4647,glmS,4009258,59863
739,3984306,3987396,reverse,3092,3091,21,L04-1,2,oriC,1,38858,glmS,4009258,21862
740,118465,121556,forward,3093,3092,0,L04-1,3,hemG,109405,9060,polA,123959,2403
741,358711,361803,reverse,3093,3093,1,L04-1,3,ssb,351648,7063,groS,421911,60108
742,486954,490046,reverse,3093,3093,2,L04-1,3,rpsR,477285,9669,ppa,500807,10761
743,594537,597628,reverse,3093,3092,3,L04-1,3,dnaT,558639,35898,ribF,618103,20475
744,716217,719309,reverse,3093,3093,4,L04-1,3,coaE,709911,6306,can,741802,22493
745,773692,776784,reverse,3093,3093,5,L04-1,3,yadR,770833,2859,dapD,782102,5318
746,855438,858530,forward,3093,3093,6,L04-1,3,proS,815751,39687,hemB,917621,59091
747,1075699,1078790,reverse,3092,3092,7,L04-1,3,folD,1069411,6288,argU,1079494,704
748,1265685,1268777,reverse,3093,3093,8,L04-1,3,fldA,1198108,67577,infA,1407500,138723
749,1431582,1434674,forward,3093,3093,9,L04-1,3,serS,1421993,9589,rpsA,1446370,11696
750,1572795,1575886,forward,3093,3092,10,L04-1,3,serT,1516077,56718,mviN,1595534,19648
751,1955445,1958536,forward,3093,3092,11,L04-1,3,fabI,1779993,175452,tyrS,2068181,109645
752,1977881,1980972,forward,3093,3092,12,L04-1,3,fabI,1779993,197888,tyrS,2068181,87209
753,2000317,2003407,forward,3092,3091,13,L04-1,3,fabI,1779993,220324,tyrS,2068181,64774
754,2022752,2025844,forward,3093,3093,14,L04-1,3,fabI,1779993,242759,tyrS,2068181,42337
755,2123589,2126681,forward,3093,3093,15,L04-1,3,ribC,2095472,28117,pheT,2150891,24210
756,2291456,2294548,forward,3093,3093,16,L04-1,3,yeaZ,2245160,46296,pgsA,2314933,20385
757,2352885,2355976,reverse,3093,3092,17,L04-1,3,aspS,2339917,12968,metG,2431219,75243
758,2468025,2471117,forward,3093,3093,18,L04-1,3,metG,2433251,34774,folE,2483005,11888
759,2709447,2712538,reverse,3093,3092,19,L04-1,3,fabB,2677837,31610,gltX,2740049,27511
760,3080787,3083878,reverse,3093,3092,20,L04-1,3,ftsB,3051715,29072,eno,3088636,4758
761,3165359,3168451,forward,3093,3093,21,L04-1,3,lgt,3148025,17334,prfB,3211188,42737
762,3254660,3257752,reverse,3093,3093,22,L04-1,3,pgk,3248624,6036,metK,3264905,7153
763,3372886,3375978,forward,3093,3093,23,L04-1,3,rpoD,3359757,13129,rnpB,3418186,42208
764,3663109,3666201,forward,3093,3093,24,L04-1,3,yrfF,3655158,7951,asd,3699958,33757
765,3702675,3705767,forward,3093,3093,25,L04-1,3,asd,3701060,1615,rpoH,3725303,19536
766,118467,121558,forward,3092,3092,0,L04-2,1,hemG,109408,9059,polA,124321,2763
767,360458,363550,reverse,3093,3093,1,L04-2,1,ssb,352010,8448,groS,423660,60110
768,490939,494031,reverse,3093,3093,2,L04-2,1,rpsR,479037,11902,ppa,504792,10761
769,598525,601617,reverse,3093,3093,3,L04-2,1,dnaT,562626,35899,ribF,622091,20474
770,774581,777673,reverse,3093,3093,4,L04-2,1,yadR,771722,2859,dapD,782991,5318
771,1073487,1076579,reverse,3093,3093,5,L04-2,1,folD,1067198,6289,argU,1077283,704
772,1263476,1266568,reverse,3093,3093,6,L04-2,1,fldA,1195900,67576,infA,1405294,138726
773,1429376,1432468,forward,3093,3093,7,L04-2,1,serS,1419787,9589,rpsA,1444165,11697
774,1951321,1954413,forward,3093,3093,8,L04-2,1,fabI,1774694,176627,tyrS,2020050,65637
775,2240221,2243313,forward,3093,3093,9,L04-2,1,yeaZ,2193925,46296,aspS,2254510,11197
776,2318820,2321911,reverse,3093,3092,10,L04-2,1,pgsA,2281811,37009,metG,2397159,75248
777,2433966,2437058,forward,3093,3093,11,L04-2,1,metG,2399191,34775,folE,2448946,11888
778,3044224,3047316,reverse,3093,3093,12,L04-2,1,ftsB,3015151,29073,eno,3052073,4757
779,3626825,3629917,forward,3093,3093,13,L04-2,1,yrfF,3615408,11417,asd,3663674,33757
780,116140,119232,forward,3093,3093,0,L04-2,2,hemG,109404,6736,polA,121995,2763
781,358136,361227,reverse,3093,3092,1,L04-2,2,ssb,349687,8449,groS,421339,60112
782,488083,491175,reverse,3093,3093,2,L04-2,2,rpsR,476715,11368,ppa,501935,10760
783,595667,598758,reverse,3092,3092,3,L04-2,2,dnaT,559769,35898,ribF,619233,20475
784,771725,774817,reverse,3093,3093,4,L04-2,2,yadR,768864,2861,dapD,779721,4904
785,1070219,1073311,reverse,3093,3093,5,L04-2,2,folD,1063930,6289,argU,1074015,704
786,1241112,1244204,forward,3093,3093,6,L04-2,2,fldA,1192630,48482,infA,1405125,160921
787,1263307,1266399,reverse,3093,3093,7,L04-2,2,fldA,1192630,70677,infA,1405125,138726
788,1429208,1432299,forward,3093,3092,8,L04-2,2,serS,1419619,9589,rpsA,1443996,11697
789,1704404,1707496,reverse,3093,3093,9,L04-2,2,kdsA,1693705,10699,topA,1757637,50141
790,1954256,1957348,forward,3093,3093,10,L04-2,2,fabI,1777624,176632,tyrS,2022985,65637
791,2213120,2216211,reverse,3092,3092,11,L04-2,2,yeaZ,2196857,16263,aspS,2259991,43780
792,2245702,2248794,forward,3093,3093,12,L04-2,2,yeaZ,2196857,48845,aspS,2259991,11197
793,2324301,2327392,reverse,3093,3092,13,L04-2,2,pgsA,2287293,37008,metG,2402640,75248
794,2429660,2432752,reverse,3093,3093,14,L04-2,2,metG,2404672,24988,folE,2456584,23832
795,2442547,2445638,forward,3093,3092,15,L04-2,2,metG,2404672,37875,folE,2456584,10946
796,3051856,3054948,reverse,3093,3093,16,L04-2,2,ftsB,3022784,29072,eno,3055627,679
797,3377033,3380125,forward,3093,3093,17,L04-2,2,rpoD,3326659,50374,rnpB,3385088,4963
798,3623936,3627028,forward,3093,3093,18,L04-2,2,yrfF,3622059,1877,asd,3660785,33757
799,116137,119229,forward,3093,3093,0,L04-2,3,hemG,109401,6736,polA,121992,2763
800,297304,300396,forward,3093,3093,1,L04-2,3,rpoC,264588,32716,ubiA,301399,1003
801,324046,327137,reverse,3092,3092,2,L04-2,3,ssb,323043,1003,groS,385878,58741
802,452617,455707,reverse,3092,3091,3,L04-2,3,rpsR,441249,11368,ppa,466467,10760
803,560193,563285,reverse,3093,3093,4,L04-2,3,dnaT,524296,35897,ribF,583759,20474
804,736249,739341,reverse,3093,3093,5,L04-2,3,yadR,733388,2861,dapD,744245,4904
805,1031556,1034646,reverse,3092,3091,6,L04-2,3,folD,1028447,3109,argU,1035350,704
806,1158684,1161775,reverse,3093,3092,7,L04-2,3,fldA,1153963,4721,serS,1240211,78436
807,1204044,1207136,forward,3093,3093,8,L04-2,3,fldA,1153963,50081,serS,1240211,33075
808,1226239,1229330,reverse,3092,3092,9,L04-2,3,fldA,1153963,72276,serS,1240211,10881
809,1392135,1395225,forward,3092,3091,10,L04-2,3,infA,1253197,138938,rpsA,1406920,11695
810,1667316,1670408,reverse,3093,3093,11,L04-2,3,kdsA,1656617,10699,topA,1720548,50140
811,1917154,1920245,forward,3093,3092,12,L04-2,3,fabI,1740537,176617,tyrS,1985876,65631
812,2114873,2117965,forward,3093,3093,13,L04-2,3,nadE,2093203,21670,gapA,2135791,17826
813,2179111,2182202,reverse,3093,3092,14,L04-2,3,yeaZ,2162848,16263,pgsA,2252335,70133
814,2211692,2214783,forward,3092,3092,15,L04-2,3,yeaZ,2162848,48844,pgsA,2252335,37552
815,2289740,2292832,reverse,3093,3093,16,L04-2,3,aspS,2277318,12422,metG,2368079,75247
816,2395098,2398190,reverse,3093,3093,17,L04-2,3,metG,2370111,24987,folE,2413178,14988
817,2407985,2411076,forward,3092,3092,18,L04-2,3,metG,2370111,37874,folE,2413178,2102
818,2643905,2646997,reverse,3093,3093,19,L04-2,3,fabB,2608012,35893,gltX,2670805,23808
819,2735800,2738892,forward,3093,3093,20,L04-2,3,zipA,2682779,53021,dapE,2739463,571
820,2968786,2971878,reverse,3093,3093,21,L04-2,3,alaS,2934759,34027,ispF,2987151,15273
821,3002427,3006966,forward,3093,4540,22,L04-2,3,ftsB,2988669,13758,eno,3007645,679
822,3329043,3332134,forward,3093,3092,23,L04-2,3,rpoD,3278670,50373,rnpB,3337098,4964
823,3437331,3440422,reverse,3093,3092,24,L04-2,3,yhbG,3411546,25785,rpsI,3442312,1890
824,3579046,3582138,forward,3093,3093,25,L04-2,3,yrfF,3577169,1877,asd,3615894,33756
825,3725810,3728901,forward,3093,3092,26,L04-2,3,ftsY,3642448,83362,glyS,3748935,20034
826,3861220,3864312,forward,3093,3093,27,L04-2,3,spoT,3842773,18447,gyrB,3866232,1920
827,118467,121558,forward,3092,3092,0,L04-3,1,hemG,109408,9059,polA,124321,2763
828,360458,363550,reverse,3093,3093,1,L04-3,1,ssb,352010,8448,groS,423660,60110
829,490939,494031,reverse,3093,3093,2,L04-3,1,rpsR,479037,11902,ppa,504792,10761
830,598525,601617,reverse,3093,3093,3,L04-3,1,dnaT,562626,35899,ribF,622091,20474
831,774581,777673,reverse,3093,3093,4,L04-3,1,yadR,771722,2859,dapD,782991,5318
832,1073487,1076579,reverse,3093,3093,5,L04-3,1,folD,1067198,6289,argU,1077283,704
833,1263476,1266568,reverse,3093,3093,6,L04-3,1,fldA,1195900,67576,infA,1405294,138726
834,1429376,1432468,forward,3093,3093,7,L04-3,1,serS,1419787,9589,rpsA,1444165,11697
835,1951321,1954413,forward,3093,3093,8,L04-3,1,fabI,1774694,176627,tyrS,2020050,65637
836,2240221,2243313,forward,3093,3093,9,L04-3,1,yeaZ,2193925,46296,aspS,2254510,11197
837,2318820,2321911,reverse,3093,3092,10,L04-3,1,pgsA,2281811,37009,metG,2397159,75248
838,2433966,2437058,forward,3093,3093,11,L04-3,1,metG,2399191,34775,folE,2448946,11888
839,3044224,3047316,reverse,3093,3093,12,L04-3,1,ftsB,3015151,29073,eno,3052073,4757
840,3626825,3629917,forward,3093,3093,13,L04-3,1,yrfF,3615408,11417,asd,3663674,33757
841,42391,45482,reverse,3093,3092,0,L04-3,2,rho,41925,466,argX,59726,14244
