start,end,IS_strand,max_alignment_length,length,cluster_id,Line,Gen
207973,211064,forward,3092,3092,0,L03-2,1
1110055,1113147,reverse,3093,3093,1,L03-2,1
1278854,1281946,reverse,3093,3093,2,L03-2,1
1666167,1669258,reverse,3093,3092,3,L03-2,1
1872986,1878156,reverse,3093,5171,4,L03-2,1
2516426,2519518,reverse,3093,3093,5,L03-2,1
2578608,2581700,forward,3093,3093,6,L03-2,1
3420511,3423603,forward,3093,3093,7,L03-2,1
3883981,3887073,reverse,3093,3093,8,L03-2,1
207963,211054,forward,3093,3092,0,L03-2,2
297632,300723,reverse,3093,3092,1,L03-2,2
316331,319422,forward,3093,3092,2,L03-2,2
418186,421277,forward,3093,3092,3,L03-2,2
860234,863325,reverse,3093,3092,4,L03-2,2
864818,867908,reverse,3093,3091,5,L03-2,2
1125519,1128610,reverse,3093,3092,6,L03-2,2
1293954,1297043,reverse,3093,3090,7,L03-2,2
1681250,1684342,reverse,3093,3093,8,L03-2,2
1888063,1893232,reverse,3093,5170,9,L03-2,2
2036719,2039810,forward,3093,3092,10,L03-2,2
2330495,2333587,reverse,3093,3093,11,L03-2,2
2531214,2534306,reverse,3093,3093,12,L03-2,2
2593396,2596488,forward,3093,3093,13,L03-2,2
3139495,3142585,forward,3092,3091,14,L03-2,2
3438393,3441485,forward,3093,3093,15,L03-2,2
3574116,3577206,reverse,3094,3091,16,L03-2,2
3645865,3648956,reverse,3093,3092,17,L03-2,2
3908042,3911133,reverse,3093,3092,18,L03-2,2
207964,211055,forward,3092,3092,0,L03-2,3
297639,300731,reverse,3093,3093,1,L03-2,3
316009,319100,forward,3093,3092,2,L03-2,3
417863,420955,forward,3093,3093,3,L03-2,3
859909,863001,reverse,3093,3093,4,L03-2,3
864494,867585,reverse,3092,3092,5,L03-2,3
1125193,1128285,reverse,3093,3093,6,L03-2,3
1293630,1296721,reverse,3093,3092,7,L03-2,3
1329869,1332961,reverse,3093,3093,8,L03-2,3
1684027,1687118,reverse,3093,3092,9,L03-2,3
1890839,1896009,reverse,3093,5171,10,L03-2,3
2039498,2042590,forward,3093,3093,11,L03-2,3
2269003,2272094,forward,3093,3092,12,L03-2,3
2336218,2339310,reverse,3093,3093,13,L03-2,3
2536938,2540030,reverse,3093,3093,14,L03-2,3
2599119,2602211,forward,3093,3093,15,L03-2,3
3145194,3148285,forward,3093,3092,16,L03-2,3
3444088,3447179,forward,3093,3092,17,L03-2,3
3579815,3582905,reverse,3092,3091,18,L03-2,3
3631218,3634309,reverse,3093,3092,19,L03-2,3
3643339,3646431,forward,3093,3093,20,L03-2,3
3905523,3908614,forward,3093,3092,21,L03-2,3
3928966,3932058,forward,3093,3093,22,L03-2,3
3980374,3983465,forward,3093,3092,23,L03-2,3
207973,211064,forward,3092,3092,0,L03-3,1
1110055,1113147,reverse,3093,3093,1,L03-3,1
1278854,1281946,reverse,3093,3093,2,L03-3,1
1666167,1669258,reverse,3093,3092,3,L03-3,1
1872986,1878156,reverse,3093,5171,4,L03-3,1
2516426,2519518,reverse,3093,3093,5,L03-3,1
2578608,2581700,forward,3093,3093,6,L03-3,1
3420511,3423603,forward,3093,3093,7,L03-3,1
3883981,3887073,reverse,3093,3093,8,L03-3,1
207967,211059,forward,3093,3093,0,L03-3,2
346075,349167,reverse,3093,3093,1,L03-3,2
1113150,1116241,reverse,3093,3092,2,L03-3,2
1281950,1285042,reverse,3093,3093,3,L03-3,2
1444447,1447539,reverse,3093,3093,4,L03-3,2
1543360,1546452,reverse,3093,3093,5,L03-3,2
1587503,1590595,forward,3093,3093,6,L03-3,2
1678567,1681659,reverse,3093,3093,7,L03-3,2
1862410,1865502,forward,3093,3093,8,L03-3,2
1897823,1902782,reverse,3093,4960,9,L03-3,2
2108156,2111248,forward,3093,3093,10,L03-3,2
2420666,2423758,forward,3093,3093,11,L03-3,2
2547265,2550357,reverse,3093,3093,12,L03-3,2
2609447,2612539,forward,3093,3093,13,L03-3,2
2860470,2863561,forward,3093,3092,14,L03-3,2
3015596,3018688,reverse,3093,3093,15,L03-3,2
3147477,3150568,forward,3092,3092,16,L03-3,2
3460222,3463314,forward,3093,3093,17,L03-3,2
3530187,3533279,forward,3093,3093,18,L03-3,2
3923798,3925674,reverse,1877,1877,19,L03-3,2
207965,211056,forward,3093,3092,0,L03-3,3
346072,349163,reverse,3093,3092,1,L03-3,3
573753,576844,reverse,3093,3092,2,L03-3,3
696699,699791,reverse,3093,3093,3,L03-3,3
904886,907978,forward,3093,3093,4,L03-3,3
1122428,1125520,reverse,3093,3093,5,L03-3,3
1291224,1294315,reverse,3093,3092,6,L03-3,3
1453717,1456809,reverse,3093,3093,7,L03-3,3
1496066,1499158,reverse,3093,3093,8,L03-3,3
1513503,1516595,forward,3093,3093,9,L03-3,3
1573164,1576256,reverse,3093,3093,10,L03-3,3
1705264,1708355,reverse,3092,3092,11,L03-3,3
1889094,1894162,forward,3093,5069,12,L03-3,3
2099529,2102620,forward,3093,3092,13,L03-3,3
2412025,2415117,forward,3093,3093,14,L03-3,3
2537067,2540158,reverse,3093,3092,15,L03-3,3
2599248,2602339,forward,3093,3092,16,L03-3,3
2627189,2630280,forward,3092,3092,17,L03-3,3
2853364,2856453,forward,3092,3090,18,L03-3,3
2996385,2999477,reverse,3093,3093,19,L03-3,3
3095509,3098601,forward,3093,3093,20,L03-3,3
3253072,3256163,reverse,3092,3092,21,L03-3,3
3303036,3306128,reverse,3093,3093,22,L03-3,3
3414062,3417153,forward,3093,3092,23,L03-3,3
3484021,3487113,forward,3093,3093,24,L03-3,3
3608276,3611367,forward,3093,3092,25,L03-3,3
3851674,3854766,reverse,3093,3093,26,L03-3,3
207973,211064,forward,3092,3092,0,L03-4,1
1110055,1113147,reverse,3093,3093,1,L03-4,1
1278854,1281946,reverse,3093,3093,2,L03-4,1
1666167,1669258,reverse,3093,3092,3,L03-4,1
1872986,1878156,reverse,3093,5171,4,L03-4,1
2516426,2519518,reverse,3093,3093,5,L03-4,1
2578608,2581700,forward,3093,3093,6,L03-4,1
3420511,3423603,forward,3093,3093,7,L03-4,1
3883981,3887073,reverse,3093,3093,8,L03-4,1
26898,29989,reverse,3093,3092,0,L03-4,2
211070,214160,forward,3092,3091,1,L03-4,2
355888,358979,forward,3092,3092,2,L03-4,2
1116226,1119317,reverse,3093,3092,3,L03-4,2
1157570,1160662,reverse,3093,3093,4,L03-4,2
1288124,1291215,reverse,3093,3092,5,L03-4,2
1675425,1678515,reverse,3093,3091,6,L03-4,2
1740811,1743902,reverse,3093,3092,7,L03-4,2
1885338,1890507,reverse,3093,5170,8,L03-4,2
1948204,1951296,forward,3093,3093,9,L03-4,2
2022933,2026025,reverse,3093,3093,10,L03-4,2
2049236,2052328,forward,3093,3093,11,L03-4,2
2063218,2066309,forward,3092,3092,12,L03-4,2
2243921,2247013,reverse,3093,3093,13,L03-4,2
2544281,2547372,reverse,3093,3092,14,L03-4,2
2606462,2609553,forward,3093,3092,15,L03-4,2
2656851,2659943,forward,3093,3093,16,L03-4,2
2995607,2998697,forward,3092,3091,17,L03-4,2
3319070,3322161,reverse,3093,3092,18,L03-4,2
3457636,3460728,forward,3093,3093,19,L03-4,2
3921099,3924191,reverse,3093,3093,20,L03-4,2
26892,29984,reverse,3093,3093,0,L03-4,3
211054,214145,forward,3093,3092,1,L03-4,3
355866,358956,forward,3092,3091,2,L03-4,3
587394,590485,forward,3093,3092,3,L03-4,3
803639,806731,forward,3093,3093,4,L03-4,3
1160625,1163716,reverse,3093,3092,5,L03-4,3
1291171,1294262,reverse,3093,3092,6,L03-4,3
1678453,1681545,reverse,3093,3093,7,L03-4,3
1743841,1746931,reverse,3093,3091,8,L03-4,3
1826920,1830012,reverse,3093,3093,9,L03-4,3
1887712,1890804,forward,3093,3093,10,L03-4,3
1962436,1965526,reverse,3092,3091,11,L03-4,3
1988737,1991828,forward,3093,3092,12,L03-4,3
2002718,2005810,forward,3093,3093,13,L03-4,3
2183407,2186499,reverse,3093,3093,14,L03-4,3
2301954,2305046,reverse,3093,3093,15,L03-4,3
2402967,2406059,forward,3093,3093,16,L03-4,3
2489959,2493051,reverse,3093,3093,17,L03-4,3
2552137,2555229,forward,3093,3093,18,L03-4,3
2602525,2605617,forward,3093,3093,19,L03-4,3
2652913,2656005,forward,3093,3093,20,L03-4,3
2703301,2706391,forward,3091,3091,21,L03-4,3
2909742,2912833,forward,3093,3092,22,L03-4,3
2982517,2985608,forward,3093,3092,23,L03-4,3
3185703,3188794,reverse,3093,3092,24,L03-4,3
3204412,3207502,reverse,3093,3091,25,L03-4,3
3374802,3377894,reverse,3093,3093,26,L03-4,3
3513365,3516456,forward,3093,3092,27,L03-4,3
3656765,3659856,reverse,3093,3092,28,L03-4,3
3979909,3983000,reverse,3093,3092,29,L03-4,3
118467,121558,forward,3092,3092,0,L04-1,1
360458,363550,reverse,3093,3093,1,L04-1,1
490939,494031,reverse,3093,3093,2,L04-1,1
598525,601617,reverse,3093,3093,3,L04-1,1
774581,777673,reverse,3093,3093,4,L04-1,1
1073487,1076579,reverse,3093,3093,5,L04-1,1
1263476,1266568,reverse,3093,3093,6,L04-1,1
1429376,1432468,forward,3093,3093,7,L04-1,1
1951321,1954413,forward,3093,3093,8,L04-1,1
2240221,2243313,forward,3093,3093,9,L04-1,1
2318820,2321911,reverse,3093,3092,10,L04-1,1
2433966,2437058,forward,3093,3093,11,L04-1,1
3044224,3047316,reverse,3093,3093,12,L04-1,1
3626825,3629917,forward,3093,3093,13,L04-1,1
59437,62529,forward,3093,3093,0,L04-1,2
319087,322178,forward,3093,3092,1,L04-1,2
338705,341797,reverse,3093,3093,2,L04-1,2
395903,398995,reverse,3093,3093,3,L04-1,2
801235,804326,forward,3093,3092,4,L04-1,2
977210,980301,forward,3093,3092,5,L04-1,2
1326028,1329119,forward,3093,3092,6,L04-1,2
1567456,1570548,reverse,3093,3093,7,L04-1,2
1682596,1685687,forward,3092,3092,8,L04-1,2
1761191,1764282,reverse,3093,3092,9,L04-1,2
1929048,1932140,reverse,3093,3093,10,L04-1,2
2053180,2056272,reverse,3093,3093,11,L04-1,2
2573951,2577043,reverse,3093,3093,12,L04-1,2
2739850,2742941,forward,3093,3092,13,L04-1,2
3225628,3228720,forward,3093,3093,14,L04-1,2
3283105,3286197,forward,3093,3093,15,L04-1,2
3404787,3407879,forward,3093,3093,16,L04-1,2
3512368,3515461,forward,3094,3094,17,L04-1,2
3642843,3645935,forward,3093,3093,18,L04-1,2
3884178,3887270,reverse,3093,3093,19,L04-1,2
3946303,3949395,reverse,3093,3093,20,L04-1,2
3984306,3987396,reverse,3092,3091,21,L04-1,2
118464,121554,forward,3093,3091,0,L04-1,3
358708,361800,reverse,3093,3093,1,L04-1,3
486951,490043,reverse,3093,3093,2,L04-1,3
594532,597623,reverse,3093,3092,3,L04-1,3
716212,719304,reverse,3093,3093,4,L04-1,3
773687,776779,reverse,3093,3093,5,L04-1,3
855434,858526,forward,3093,3093,6,L04-1,3
1075693,1078784,reverse,3092,3092,7,L04-1,3
1265675,1268767,reverse,3093,3093,8,L04-1,3
1431569,1434661,forward,3093,3093,9,L04-1,3
1572778,1575869,forward,3093,3092,10,L04-1,3
1955423,1958514,forward,3093,3092,11,L04-1,3
1977859,1980951,forward,3093,3093,12,L04-1,3
2078696,2081788,forward,3093,3093,13,L04-1,3
2246560,2249652,forward,3093,3093,14,L04-1,3
2307989,2311080,reverse,3093,3092,15,L04-1,3
2423129,2426221,forward,3093,3093,16,L04-1,3
2664546,2667637,reverse,3093,3092,17,L04-1,3
3035886,3038977,reverse,3093,3092,18,L04-1,3
3120457,3123549,forward,3093,3093,19,L04-1,3
3209758,3212850,reverse,3093,3093,20,L04-1,3
3327983,3331075,forward,3093,3093,21,L04-1,3
3618202,3621294,forward,3093,3093,22,L04-1,3
3657768,3660860,forward,3093,3093,23,L04-1,3
118467,121558,forward,3092,3092,0,L04-2,1
360458,363550,reverse,3093,3093,1,L04-2,1
490939,494031,reverse,3093,3093,2,L04-2,1
598525,601617,reverse,3093,3093,3,L04-2,1
774581,777673,reverse,3093,3093,4,L04-2,1
1073487,1076579,reverse,3093,3093,5,L04-2,1
1263476,1266568,reverse,3093,3093,6,L04-2,1
1429376,1432468,forward,3093,3093,7,L04-2,1
1951321,1954413,forward,3093,3093,8,L04-2,1
2240221,2243313,forward,3093,3093,9,L04-2,1
2318820,2321911,reverse,3093,3092,10,L04-2,1
2433966,2437058,forward,3093,3093,11,L04-2,1
3044224,3047316,reverse,3093,3093,12,L04-2,1
3626825,3629917,forward,3093,3093,13,L04-2,1
116140,119232,forward,3093,3093,0,L04-2,2
358136,361227,reverse,3093,3092,1,L04-2,2
488083,491175,reverse,3093,3093,2,L04-2,2
595667,598758,reverse,3092,3092,3,L04-2,2
771725,774817,reverse,3093,3093,4,L04-2,2
1070219,1073311,reverse,3093,3093,5,L04-2,2
1241112,1244204,forward,3093,3093,6,L04-2,2
1263307,1266399,reverse,3093,3093,7,L04-2,2
1429208,1432299,forward,3093,3092,8,L04-2,2
1704404,1707496,reverse,3093,3093,9,L04-2,2
1954256,1957348,forward,3093,3093,10,L04-2,2
2213120,2216211,reverse,3092,3092,11,L04-2,2
2245702,2248794,forward,3093,3093,12,L04-2,2
2324301,2327392,reverse,3093,3092,13,L04-2,2
2429660,2432752,reverse,3093,3093,14,L04-2,2
2442547,2445638,forward,3093,3092,15,L04-2,2
3051856,3054948,reverse,3093,3093,16,L04-2,2
3377033,3380125,forward,3093,3093,17,L04-2,2
3623936,3627028,forward,3093,3093,18,L04-2,2
116137,119229,forward,3093,3093,0,L04-2,3
297304,300396,forward,3093,3093,1,L04-2,3
324046,327137,reverse,3092,3092,2,L04-2,3
452617,455707,reverse,3092,3091,3,L04-2,3
560193,563285,reverse,3093,3093,4,L04-2,3
736249,739341,reverse,3093,3093,5,L04-2,3
1031556,1034646,reverse,3092,3091,6,L04-2,3
1158684,1161775,reverse,3093,3092,7,L04-2,3
1204044,1207136,forward,3093,3093,8,L04-2,3
1226239,1229330,reverse,3092,3092,9,L04-2,3
1392135,1395225,forward,3092,3091,10,L04-2,3
1667316,1670408,reverse,3093,3093,11,L04-2,3
1917154,1920245,forward,3093,3092,12,L04-2,3
2114873,2117965,forward,3093,3093,13,L04-2,3
2179111,2182202,reverse,3093,3092,14,L04-2,3
2211692,2214783,forward,3092,3092,15,L04-2,3
2289740,2292832,reverse,3093,3093,16,L04-2,3
2395098,2398190,reverse,3093,3093,17,L04-2,3
2407985,2411076,forward,3092,3092,18,L04-2,3
2643905,2646997,reverse,3093,3093,19,L04-2,3
2735800,2738892,forward,3093,3093,20,L04-2,3
2968786,2971878,reverse,3093,3093,21,L04-2,3
3002427,3006966,forward,3093,4540,22,L04-2,3
3329043,3332134,forward,3093,3092,23,L04-2,3
3437331,3440422,reverse,3093,3092,24,L04-2,3
3579046,3582138,forward,3093,3093,25,L04-2,3
3725810,3728901,forward,3093,3092,26,L04-2,3
3861220,3864312,forward,3093,3093,27,L04-2,3
118467,121558,forward,3092,3092,0,L04-3,1
360458,363550,reverse,3093,3093,1,L04-3,1
490939,494031,reverse,3093,3093,2,L04-3,1
598525,601617,reverse,3093,3093,3,L04-3,1
774581,777673,reverse,3093,3093,4,L04-3,1
1073487,1076579,reverse,3093,3093,5,L04-3,1
1263476,1266568,reverse,3093,3093,6,L04-3,1
1429376,1432468,forward,3093,3093,7,L04-3,1
1951321,1954413,forward,3093,3093,8,L04-3,1
2240221,2243313,forward,3093,3093,9,L04-3,1
2318820,2321911,reverse,3093,3092,10,L04-3,1
2433966,2437058,forward,3093,3093,11,L04-3,1
3044224,3047316,reverse,3093,3093,12,L04-3,1
3626825,3629917,forward,3093,3093,13,L04-3,1
42391,45482,reverse,3093,3092,0,L04-3,2
121558,124650,forward,3093,3093,1,L04-3,2
355703,358793,reverse,3092,3091,2,L04-3,2
444530,447621,reverse,3092,3092,3,L04-3,2
552106,555198,reverse,3093,3093,4,L04-3,2
613573,616665,reverse,3093,3093,5,L04-3,2
731256,734348,reverse,3093,3093,6,L04-3,2
785797,788889,reverse,3093,3093,7,L04-3,2
1033241,1036332,reverse,3093,3092,8,L04-3,2
1223212,1226287,reverse,3076,3076,9,L04-3,2
1389084,1392175,forward,3093,3092,10,L04-3,2
1909056,1912144,reverse,3093,3089,11,L04-3,2
2074941,2078016,forward,3076,3076,12,L04-3,2
2079849,2082940,forward,3093,3092,13,L04-3,2
2204553,2207645,reverse,3093,3093,14,L04-3,2
2378960,2382052,forward,3093,3093,15,L04-3,2
2454788,2457879,reverse,3093,3092,16,L04-3,2
2506332,2509423,forward,3093,3092,17,L04-3,2
2552447,2555538,forward,3093,3092,18,L04-3,2
2631040,2634131,reverse,3093,3092,19,L04-3,2
2746175,2749266,forward,3093,3092,20,L04-3,2
3028046,3031137,reverse,3092,3092,21,L04-3,2
3068682,3071773,forward,3093,3092,22,L04-3,2
3362595,3365687,reverse,3093,3093,23,L04-3,2
3537002,3540094,forward,3093,3093,24,L04-3,2
3947018,3950108,forward,3093,3091,25,L04-3,2
42387,45477,reverse,3092,3091,0,L04-3,3
121555,124646,forward,3092,3092,1,L04-3,3
205050,208141,reverse,3093,3092,2,L04-3,3
358800,361892,reverse,3093,3093,3,L04-3,3
447625,450716,reverse,3093,3092,4,L04-3,3
555203,558295,reverse,3093,3093,5,L04-3,3
616670,619760,reverse,3093,3091,6,L04-3,3
734354,737446,reverse,3093,3093,7,L04-3,3
788898,791989,reverse,3092,3092,8,L04-3,3
1036348,1039440,reverse,3093,3093,9,L04-3,3
1109848,1112940,reverse,3093,3093,10,L04-3,3
1275738,1278830,forward,3093,3093,11,L04-3,3
1395310,1398401,forward,3093,3092,12,L04-3,3
1747194,1750286,reverse,3093,3093,13,L04-3,3
1920209,1926400,reverse,3093,6192,14,L04-3,3
2048011,2051103,reverse,3093,3093,15,L04-3,3
2161370,2164461,forward,3093,3092,16,L04-3,3
2225522,2228614,forward,3093,3093,17,L04-3,3
2301349,2304440,reverse,3092,3092,18,L04-3,3
2395905,2398996,forward,3093,3092,19,L04-3,3
2474497,2477588,reverse,3092,3092,20,L04-3,3
2589627,2592718,forward,3093,3092,21,L04-3,3
2871503,2874595,reverse,3093,3093,22,L04-3,3
2912140,2915232,forward,3093,3093,23,L04-3,3
3206054,3209146,reverse,3093,3093,24,L04-3,3
3319413,3322504,forward,3093,3092,25,L04-3,3
3383565,3386654,forward,3090,3090,26,L04-3,3
3768927,3772019,reverse,3093,3093,27,L04-3,3
3796681,3799773,forward,3093,3093,28,L04-3,3
3901627,3904717,forward,3093,3091,29,L04-3,3
118467,121558,forward,3092,3092,0,L04-4,1
360458,363550,reverse,3093,3093,1,L04-4,1
490939,494031,reverse,3093,3093,2,L04-4,1
598525,601617,reverse,3093,3093,3,L04-4,1
774581,777673,reverse,3093,3093,4,L04-4,1
1073487,1076579,reverse,3093,3093,5,L04-4,1
1263476,1266568,reverse,3093,3093,6,L04-4,1
1429376,1432468,forward,3093,3093,7,L04-4,1
1951321,1954413,forward,3093,3093,8,L04-4,1
2240221,2243313,forward,3093,3093,9,L04-4,1
2318820,2321911,reverse,3093,3092,10,L04-4,1
2433966,2437058,forward,3093,3093,11,L04-4,1
3044224,3047316,reverse,3093,3093,12,L04-4,1
3626825,3629917,forward,3093,3093,13,L04-4,1
118465,121557,forward,3093,3093,0,L04-4,2
360359,363450,reverse,3092,3092,1,L04-4,2
478552,481644,reverse,3093,3093,2,L04-4,2
586134,589226,reverse,3093,3093,3,L04-4,2
762194,765286,reverse,3093,3093,4,L04-4,2
1061097,1064187,reverse,3093,3091,5,L04-4,2
1251080,1254172,reverse,3093,3093,6,L04-4,2
1416979,1420071,forward,3093,3093,7,L04-4,2
1479146,1482237,forward,3093,3092,8,L04-4,2
1528273,1531365,reverse,3093,3093,9,L04-4,2
1730997,1734089,reverse,3093,3093,10,L04-4,2
1775507,1778599,forward,3093,3093,11,L04-4,2
1944210,1947302,forward,3093,3093,12,L04-4,2
1988150,1991242,forward,3093,3093,13,L04-4,2
2166526,2169618,forward,3093,3093,14,L04-4,2
2279687,2282778,forward,3092,3092,15,L04-4,2
2358285,2361376,reverse,3093,3092,16,L04-4,2
2419591,2422691,reverse,3102,3101,17,L04-4,2
2464110,2467202,forward,3093,3093,18,L04-4,2
3074366,3077458,reverse,3093,3093,19,L04-4,2
3407095,3410187,reverse,3093,3093,20,L04-4,2
3656646,3659738,forward,3093,3093,21,L04-4,2
3896623,3899715,reverse,3093,3093,22,L04-4,2
118455,121547,forward,3093,3093,0,L04-4,3
352743,355835,reverse,3093,3093,1,L04-4,3
470569,473661,reverse,3093,3093,2,L04-4,3
578147,581239,reverse,3093,3093,3,L04-4,3
754195,757285,reverse,3092,3091,4,L04-4,3
1053083,1056173,reverse,3092,3091,5,L04-4,3
1204433,1207525,reverse,3093,3093,6,L04-4,3
1246158,1249250,reverse,3093,3093,7,L04-4,3
1412045,1415136,forward,3093,3092,8,L04-4,3
1474210,1477301,forward,3093,3092,9,L04-4,3
1523334,1526425,reverse,3092,3092,10,L04-4,3
1726046,1729138,reverse,3093,3093,11,L04-4,3
1770552,1773644,forward,3093,3093,12,L04-4,3
1854140,1857231,forward,3093,3092,13,L04-4,3
1904047,1907139,forward,3093,3093,14,L04-4,3
2082421,2085513,forward,3093,3093,15,L04-4,3
2195580,2198670,forward,3093,3091,16,L04-4,3
2223538,2226627,reverse,3090,3090,17,L04-4,3
2268042,2271127,forward,3087,3086,18,L04-4,3
2329335,2332425,forward,3093,3091,19,L04-4,3
2352867,2355959,forward,3093,3093,20,L04-4,3
2379495,2385841,forward,3093,6347,21,L04-4,3
2427256,2430345,forward,3090,3090,22,L04-4,3
2581168,2584260,reverse,3093,3093,23,L04-4,3
2625675,2628766,forward,3092,3092,24,L04-4,3
2972728,2975818,reverse,3092,3091,25,L04-4,3
3065902,3068993,forward,3093,3092,26,L04-4,3
3180117,3183208,reverse,3093,3092,27,L04-4,3
3273293,3276384,forward,3093,3092,28,L04-4,3
3404052,3407144,forward,3093,3093,29,L04-4,3
3694559,3697651,forward,3093,3093,30,L04-4,3
3734981,3738071,forward,3092,3091,31,L04-4,3
3837377,3840468,forward,3092,3092,32,L04-4,3
3841407,3844499,forward,3093,3093,33,L04-4,3
3977185,3980277,reverse,3093,3093,34,L04-4,3
847276,850368,reverse,3093,3093,0,L05-1,1
1238499,1241589,reverse,3093,3091,1,L05-1,1
1278407,1281498,reverse,3093,3092,2,L05-1,1
1859371,1862461,reverse,3092,3091,3,L05-1,1
1937769,1940860,forward,3092,3092,4,L05-1,1
2061281,2064372,forward,3093,3092,5,L05-1,1
2525641,2528732,forward,3092,3092,6,L05-1,1
2980921,2984013,forward,3093,3093,7,L05-1,1
3213209,3216301,forward,3093,3093,8,L05-1,1
3475493,3478584,reverse,3093,3092,9,L05-1,1
143388,146479,forward,3092,3092,0,L05-1,2
849598,852690,reverse,3093,3093,1,L05-1,2
1240780,1243869,reverse,3092,3090,2,L05-1,2
1280686,1283777,reverse,3092,3092,3,L05-1,2
1494038,1497128,reverse,3093,3091,4,L05-1,2
1864703,1867793,reverse,3093,3091,5,L05-1,2
1876641,1879732,forward,3093,3092,6,L05-1,2
1931533,1934625,reverse,3093,3093,7,L05-1,2
1949299,1952391,forward,3093,3093,8,L05-1,2
2072811,2075903,forward,3093,3093,9,L05-1,2
2254525,2257616,reverse,3094,3092,10,L05-1,2
2388629,2391719,reverse,3093,3091,11,L05-1,2
2410377,2413469,forward,3093,3093,12,L05-1,2
2544168,2547259,forward,3092,3092,13,L05-1,2
2671609,2674700,reverse,3094,3092,14,L05-1,2
3000916,3004006,forward,3092,3091,15,L05-1,2
3233179,3236270,forward,3092,3092,16,L05-1,2
3261292,3264383,reverse,3093,3092,17,L05-1,2
3490770,3495483,reverse,3093,4714,18,L05-1,2
143390,146479,forward,3092,3090,0,L05-1,3
793097,797808,forward,3093,4712,1,L05-1,3
855049,858141,reverse,3093,3093,2,L05-1,3
1246239,1249331,reverse,3093,3093,3,L05-1,3
1286144,1289236,reverse,3093,3093,4,L05-1,3
1499513,1502604,reverse,3093,3092,5,L05-1,3
1870185,1873276,reverse,3092,3092,6,L05-1,3
1881020,1884112,forward,3093,3093,7,L05-1,3
1938920,1942012,forward,3093,3093,8,L05-1,3
2062434,2065525,forward,3093,3092,9,L05-1,3
2180099,2183191,forward,3093,3093,10,L05-1,3
2245150,2248240,reverse,3092,3091,11,L05-1,3
2373892,2376983,reverse,3093,3092,12,L05-1,3
2395643,2398734,forward,3093,3092,13,L05-1,3
2529432,2532524,forward,3093,3093,14,L05-1,3
2656884,2659974,reverse,3093,3091,15,L05-1,3
2986195,2989286,forward,3093,3092,16,L05-1,3
3218467,3221559,forward,3093,3093,17,L05-1,3
3234877,3237969,reverse,3093,3093,18,L05-1,3
3464361,3472174,reverse,3092,7814,19,L05-1,3
3721566,3724657,reverse,3093,3092,20,L05-1,3
847276,850368,reverse,3093,3093,0,L05-2,1
1238887,1241977,reverse,3093,3091,1,L05-2,1
1278795,1281886,reverse,3093,3092,2,L05-2,1
1859759,1862849,reverse,3092,3091,3,L05-2,1
1938157,1941248,forward,3092,3092,4,L05-2,1
2061669,2064760,forward,3093,3092,5,L05-2,1
2526029,2529120,forward,3092,3092,6,L05-2,1
2981309,2984401,forward,3093,3093,7,L05-2,1
3213597,3216689,forward,3093,3093,8,L05-2,1
3475881,3478972,reverse,3093,3092,9,L05-2,1
118232,121323,reverse,3093,3092,0,L05-2,2
485740,488832,forward,3093,3093,1,L05-2,2
851447,854538,reverse,3093,3092,2,L05-2,2
1071847,1074938,reverse,3092,3092,3,L05-2,2
1281043,1284135,reverse,3093,3093,4,L05-2,2
1296141,1299233,reverse,3093,3093,5,L05-2,2
1344470,1347561,forward,3093,3092,6,L05-2,2
1574672,1577764,forward,3093,3093,7,L05-2,2
1856664,1859756,forward,3093,3093,8,L05-2,2
1931633,1934725,forward,3093,3093,9,L05-2,2
1953293,1956385,forward,3093,3093,10,L05-2,2
2064819,2067910,forward,3093,3092,11,L05-2,2
2146158,2149251,reverse,3094,3094,12,L05-2,2
2246479,2249568,forward,3092,3090,13,L05-2,2
2381775,2386198,reverse,3093,4424,14,L05-2,2
2538788,2541880,forward,3093,3093,15,L05-2,2
2968459,2971550,forward,3092,3092,16,L05-2,2
3165698,3170121,forward,3093,4424,17,L05-2,2
3286406,3289495,forward,3093,3090,18,L05-2,2
3399722,3402814,forward,3093,3093,19,L05-2,2
3467058,3470149,reverse,3092,3092,20,L05-2,2
118227,121317,reverse,3092,3091,0,L05-2,3
136187,139279,reverse,3093,3093,1,L05-2,3
488833,491925,forward,3093,3093,2,L05-2,3
854531,857622,reverse,3092,3092,3,L05-2,3
887957,891048,reverse,3093,3092,4,L05-2,3
902737,905828,forward,3093,3092,5,L05-2,3
1004175,1007266,reverse,3093,3092,6,L05-2,3
1115311,1119734,reverse,3093,4424,7,L05-2,3
1159897,1162988,reverse,3093,3092,8,L05-2,3
1316985,1320077,reverse,3093,3093,9,L05-2,3
1664844,1667936,forward,3093,3093,10,L05-2,3
1750259,1753351,reverse,3093,3093,11,L05-2,3
1905945,1909036,forward,3093,3092,12,L05-2,3
2040884,2043976,reverse,3093,3093,13,L05-2,3
2141204,2144296,forward,3093,3093,14,L05-2,3
2172952,2176043,reverse,3093,3092,15,L05-2,3
2224526,2227617,reverse,3093,3092,16,L05-2,3
2248831,2251922,forward,3093,3092,17,L05-2,3
2328030,2331122,reverse,3093,3093,18,L05-2,3
2349690,2352782,reverse,3093,3093,19,L05-2,3
2424658,2427750,reverse,3093,3093,20,L05-2,3
2693538,2696630,reverse,3093,3093,21,L05-2,3
2794532,2797624,reverse,3093,3093,22,L05-2,3
