Line,Gen,is_cluster_id,dir,read_name,sseqid,qstart,qend,sstart,send,length,evalue,bitscore,pident
L03-3,2,2,tail,L03-3.2.2.tail,contig_1,1,299,1125523,1125821,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,3,head,L03-3.2.3.dir,contig_1,1,299,1290926,1291224,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,3,tail,L03-3.2.3.tail,contig_1,1,299,1294318,1294616,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,4,head,L03-3.2.4.dir,contig_1,1,299,1453419,1453717,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,4,tail,L03-3.2.4.tail,contig_1,1,299,1456812,1457110,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,5,head,L03-3.2.5.dir,contig_1,1,299,1572866,1573164,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,5,tail,L03-3.2.5.tail,contig_1,1,299,1576259,1576557,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,5,tail,L03-3.2.5.tail,contig_1,223,299,3554347,3554271,77,2.98e-13,72.5,80.519
L03-3,2,6,head,L03-3.2.6.dir,contig_1,1,298,1617006,1617303,298,7.430000000000001e-154,538.0,100.0
L03-3,2,6,tail,L03-3.2.6.tail,contig_1,1,299,1617297,1617595,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,7,head,L03-3.2.7.dir,contig_1,1,299,1704966,1705264,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,7,tail,L03-3.2.7.tail,contig_1,1,299,1708358,1708656,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,8,head,L03-3.2.8.dir,contig_1,1,299,1888796,1889094,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,8,tail,L03-3.2.8.tail,contig_1,1,299,1926478,1926180,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,9,head,L03-3.2.9.dir,contig_1,1,299,1894460,1894162,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,9,tail,L03-3.2.9.tail,contig_1,1,299,1894165,1894463,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,10,head,L03-3.2.10.dir,contig_1,1,299,2099231,2099529,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,10,tail,L03-3.2.10.tail,contig_1,1,299,2102623,2102921,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,11,head,L03-3.2.11.dir,contig_1,1,299,2411727,2412025,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,11,tail,L03-3.2.11.tail,contig_1,174,277,532697,532594,104,2.98e-13,71.6,75.0
L03-3,2,11,tail,L03-3.2.11.tail,contig_1,171,287,9324,9208,117,3.63e-12,68.0,72.65
L03-3,2,12,head,L03-3.2.12.dir,contig_1,1,299,2536769,2537067,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,12,tail,L03-3.2.12.tail,contig_1,1,299,2540161,2540459,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,13,head,L03-3.2.13.dir,contig_1,1,299,2598950,2599248,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,13,tail,L03-3.2.13.tail,contig_1,1,299,2602342,2602640,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,14,head,L03-3.2.14.dir,contig_1,1,299,2853066,2853364,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,14,tail,L03-3.2.14.tail,contig_1,1,299,2856456,2856754,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,15,tail,L03-3.2.15.tail,contig_1,1,299,1499161,1499459,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,16,tail,L03-3.2.16.tail,contig_1,1,299,3098604,3098902,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,17,head,L03-3.2.17.dir,contig_1,1,299,3413764,3414062,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,17,head,L03-3.2.17.dir,contig_1,13,253,2739279,2739039,241,6.56e-28,120.0,70.954
L03-3,2,17,tail,L03-3.2.17.tail,contig_1,1,299,3417156,3417454,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,18,head,L03-3.2.18.dir,contig_1,1,299,3483723,3484021,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,18,tail,L03-3.2.18.tail,contig_1,1,299,3487116,3487414,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,19,head,L03-3.2.19.dir,contig_1,1,299,3851376,3851674,299,2.1300000000000002e-154,540.0,100.0
L03-3,2,19,tail,L03-3.2.19.tail,contig_1,1,299,3854777,3855075,299,2.1300000000000002e-154,540.0,100.0
L03-4,1,0,head,L03-4.1.0.dir,contig_1,1,299,210772,211070,299,2.17e-154,540.0,100.0
L03-4,1,0,tail,L03-4.1.0.tail,contig_1,1,299,214163,214461,299,2.17e-154,540.0,100.0
L03-4,1,1,head,L03-4.1.1.dir,contig_1,1,299,1115928,1116226,299,2.17e-154,540.0,100.0
L03-4,1,1,tail,L03-4.1.1.tail,contig_1,1,299,1119320,1119618,299,2.17e-154,540.0,100.0
L03-4,1,2,head,L03-4.1.2.dir,contig_1,1,299,1287826,1288124,299,2.17e-154,540.0,100.0
L03-4,1,2,tail,L03-4.1.2.tail,contig_1,1,299,1291218,1291516,299,2.17e-154,540.0,100.0
L03-4,1,3,head,L03-4.1.3.dir,contig_1,1,299,1675127,1675425,299,2.17e-154,540.0,100.0
L03-4,1,3,tail,L03-4.1.3.tail,contig_1,1,299,1678518,1678816,299,2.17e-154,540.0,100.0
L03-4,1,4,head,L03-4.1.4.dir,contig_1,1,299,1885040,1885338,299,2.17e-154,540.0,100.0
L03-4,1,4,tail,L03-4.1.4.tail,contig_1,1,299,1890510,1890808,299,2.17e-154,540.0,100.0
L03-4,1,5,head,L03-4.1.5.dir,contig_1,1,299,2543983,2544281,299,2.17e-154,540.0,100.0
L03-4,1,5,tail,L03-4.1.5.tail,contig_1,1,299,2547375,2547673,299,2.17e-154,540.0,100.0
L03-4,1,6,head,L03-4.1.6.dir,contig_1,1,299,2606164,2606462,299,2.17e-154,540.0,100.0
L03-4,1,6,tail,L03-4.1.6.tail,contig_1,1,299,2609556,2609854,299,2.17e-154,540.0,100.0
L03-4,1,7,head,L03-4.1.7.dir,contig_1,1,299,3457338,3457636,299,2.17e-154,540.0,100.0
L03-4,1,7,tail,L03-4.1.7.tail,contig_1,1,299,3460731,3461029,299,2.17e-154,540.0,100.0
L03-4,1,8,head,L03-4.1.8.dir,contig_1,1,299,3920801,3921099,299,2.17e-154,540.0,100.0
L03-4,1,8,tail,L03-4.1.8.tail,contig_1,1,299,3924194,3924492,299,2.17e-154,540.0,100.0
L03-4,2,0,head,L03-4.2.0.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,26594,26892,299,2.2e-154,540.0,100.0
L03-4,2,0,tail,L03-4.2.0.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,29987,30285,299,2.2e-154,540.0,100.0
L03-4,2,1,head,L03-4.2.1.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,210756,211054,299,2.2e-154,540.0,100.0
L03-4,2,1,tail,L03-4.2.1.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,214148,214446,299,2.2e-154,540.0,100.0
L03-4,2,2,head,L03-4.2.2.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,355568,355866,299,9.36e-153,535.0,99.666
L03-4,2,2,tail,L03-4.2.2.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,358959,359257,299,2.2e-154,540.0,100.0
L03-4,2,3,head,L03-4.2.3.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,298,1122086,1122383,298,7.68e-154,538.0,100.0
L03-4,2,3,tail,L03-4.2.3.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,1122377,1122675,299,2.2e-154,540.0,100.0
L03-4,2,4,head,L03-4.2.4.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,1160327,1160625,299,2.2e-154,540.0,100.0
L03-4,2,4,tail,L03-4.2.4.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,1163719,1164017,299,2.2e-154,540.0,100.0
L03-4,2,5,head,L03-4.2.5.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,1290873,1291171,299,2.2e-154,540.0,100.0
L03-4,2,5,tail,L03-4.2.5.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,1294265,1294563,299,2.2e-154,540.0,100.0
L03-4,2,6,head,L03-4.2.6.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,1678155,1678453,299,2.2e-154,540.0,100.0
L03-4,2,6,tail,L03-4.2.6.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,1681548,1681846,299,2.2e-154,540.0,100.0
L03-4,2,7,head,L03-4.2.7.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,1743543,1743841,299,2.2e-154,540.0,100.0
L03-4,2,7,tail,L03-4.2.7.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,1746934,1747232,299,2.2e-154,540.0,100.0
L03-4,2,8,tail,L03-4.2.8.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,1830015,1830313,299,2.2e-154,540.0,100.0
L03-4,2,9,head,L03-4.2.9.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,1887414,1887712,299,2.2e-154,540.0,100.0
L03-4,2,9,tail,L03-4.2.9.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,1890807,1891105,299,2.2e-154,540.0,100.0
L03-4,2,10,head,L03-4.2.10.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,1962138,1962436,299,2.2e-154,540.0,100.0
L03-4,2,10,tail,L03-4.2.10.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,1965529,1965827,299,2.2e-154,540.0,100.0
L03-4,2,11,head,L03-4.2.11.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,1988439,1988737,299,2.2e-154,540.0,100.0
L03-4,2,11,tail,L03-4.2.11.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,1991831,1992129,299,2.2e-154,540.0,100.0
L03-4,2,12,head,L03-4.2.12.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,2002420,2002718,299,2.2e-154,540.0,100.0
L03-4,2,12,tail,L03-4.2.12.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,2005813,2006110,299,1.14e-151,532.0,99.666
L03-4,2,13,head,L03-4.2.13.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,2183109,2183407,299,2.2e-154,540.0,100.0
L03-4,2,13,tail,L03-4.2.13.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,2186502,2186800,299,2.2e-154,540.0,100.0
L03-4,2,14,head,L03-4.2.14.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,2489661,2489959,299,2.2e-154,540.0,100.0
L03-4,2,14,tail,L03-4.2.14.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,2493054,2493352,299,2.2e-154,540.0,100.0
L03-4,2,15,head,L03-4.2.15.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,2551839,2552137,299,2.2e-154,540.0,100.0
L03-4,2,15,tail,L03-4.2.15.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,2555232,2555530,299,2.2e-154,540.0,100.0
L03-4,2,15,tail,L03-4.2.15.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,2605620,2605918,299,2.2e-154,540.0,100.0
L03-4,2,15,tail,L03-4.2.15.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,2656008,2656306,299,2.2e-154,540.0,100.0
L03-4,2,16,head,L03-4.2.16.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,2602227,2602525,299,2.2e-154,540.0,100.0
L03-4,2,16,head,L03-4.2.16.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,2652615,2652913,299,2.2e-154,540.0,100.0
L03-4,2,16,head,L03-4.2.16.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,2703003,2703301,299,2.2e-154,540.0,100.0
L03-4,2,16,tail,L03-4.2.16.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,2706397,2706695,299,2.2e-154,540.0,100.0
L03-4,2,17,head,L03-4.2.17.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,298,3047957,3048254,298,7.68e-154,538.0,100.0
L03-4,2,17,head,L03-4.2.17.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",22,125,3175620,3175723,104,1.15e-18,89.7,78.846
L03-4,2,17,tail,L03-4.2.17.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,3048248,3048546,299,2.2e-154,540.0,100.0
L03-4,2,18,head,L03-4.2.18.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,3374504,3374802,299,2.2e-154,540.0,100.0
L03-4,2,18,tail,L03-4.2.18.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,3377897,3378195,299,2.2e-154,540.0,100.0
L03-4,2,19,head,L03-4.2.19.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,3513067,3513365,299,2.2e-154,540.0,100.0
L03-4,2,19,tail,L03-4.2.19.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,3516459,3516757,299,2.2e-154,540.0,100.0
L03-4,2,20,head,L03-4.2.20.dir,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,3979611,3979909,299,2.2e-154,540.0,100.0
L03-4,2,20,tail,L03-4.2.20.tail,"edge_1+,edge_3_copy+,edge_1_copy2+,edge_3+,edge_1_copy+,edge_2+,edge_1_copy3+,edge_3_copy_copy+(circular)",1,299,3983003,3983301,299,2.2e-154,540.0,100.0
L04-1,1,0,head,L04-1.1.0.dir,contig_1,1,299,3887568,3887270,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,0,tail,L04-1.1.0.tail,contig_1,1,299,3884175,3883877,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,1,tail,L04-1.1.1.tail,contig_1,1,299,3642840,3642542,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,2,head,L04-1.1.2.dir,contig_1,1,299,3515759,3515461,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,2,tail,L04-1.1.2.tail,contig_1,1,299,3512365,3512067,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,3,head,L04-1.1.3.dir,contig_1,1,299,3408177,3407879,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,3,tail,L04-1.1.3.tail,contig_1,1,299,3404784,3404486,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,4,head,L04-1.1.4.dir,contig_1,1,299,3229018,3228720,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,4,tail,L04-1.1.4.tail,contig_1,1,299,3225625,3225327,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,5,head,L04-1.1.5.dir,contig_1,1,299,2930118,2929820,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,5,tail,L04-1.1.5.tail,contig_1,1,299,2929827,2929529,299,9.32e-153,535.0,99.666
L04-1,1,6,head,L04-1.1.6.dir,contig_1,1,299,2743239,2742941,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,6,tail,L04-1.1.6.tail,contig_1,1,299,2739847,2739549,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,7,head,L04-1.1.7.dir,contig_1,1,299,2577341,2577043,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,7,tail,L04-1.1.7.tail,contig_1,1,299,2573948,2573650,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,8,tail,L04-1.1.8.tail,contig_1,1,299,2053177,2052879,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,9,head,L04-1.1.9.dir,contig_1,1,299,1764580,1764282,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,9,tail,L04-1.1.9.tail,contig_1,1,299,1685690,1685988,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,10,head,L04-1.1.10.dir,contig_1,1,299,1760893,1761191,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,10,tail,L04-1.1.10.tail,contig_1,1,299,1682593,1682295,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,11,head,L04-1.1.11.dir,contig_1,1,299,1570846,1570548,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,11,tail,L04-1.1.11.tail,contig_1,1,299,1567453,1567155,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,12,tail,L04-1.1.12.tail,contig_1,1,299,977207,976909,299,2.1900000000000002e-154,540.0,100.0
L04-1,1,13,head,L04-1.1.13.dir,contig_1,9,59,3800387,3800437,51,1.07e-12,70.7,90.196
L04-1,1,13,head,L04-1.1.13.dir,contig_1,9,59,1109652,1109602,51,1.3e-11,66.2,88.235
L04-1,1,13,head,L04-1.1.13.dir,contig_1,25,77,3466349,3466297,53,4.55e-11,65.3,86.792
L04-1,1,13,head,L04-1.1.13.dir,contig_1,9,58,1267676,1267627,50,4.55e-11,64.4,88.0
L04-1,1,13,tail,L04-1.1.13.tail,contig_1,1,299,395900,395602,299,2.1900000000000002e-154,540.0,100.0
L04-1,2,0,head,L04-1.2.0.dir,contig_1,1,298,59143,59440,298,7.58e-154,538.0,100.0
L04-1,2,0,tail,L04-1.2.0.tail,contig_1,1,299,3951550,3951252,299,2.17e-154,540.0,100.0
L04-1,2,1,head,L04-1.2.1.dir,contig_1,1,298,3695304,3695007,298,7.58e-154,538.0,100.0
L04-1,2,1,tail,L04-1.2.1.tail,contig_1,1,299,3695013,3694715,299,2.17e-154,540.0,100.0
L04-1,2,2,head,L04-1.2.2.dir,contig_1,1,298,3678789,3678492,298,7.58e-154,538.0,100.0
L04-1,2,2,tail,L04-1.2.2.tail,contig_1,1,299,3678498,3678200,299,2.17e-154,540.0,100.0
L04-1,2,3,head,L04-1.2.3.dir,contig_1,1,299,3621592,3621294,299,2.17e-154,540.0,100.0
L04-1,2,3,tail,L04-1.2.3.tail,contig_1,1,299,3618199,3617901,299,2.17e-154,540.0,100.0
L04-1,2,4,head,L04-1.2.4.dir,contig_1,1,299,3213148,3212850,299,2.17e-154,540.0,100.0
L04-1,2,4,head,L04-1.2.4.dir,contig_1,29,150,2750544,2750665,122,4.22e-24,108.0,79.508
L04-1,2,4,tail,L04-1.2.4.tail,contig_1,1,299,3209755,3209458,299,1.12e-151,532.0,99.666
L04-1,2,5,head,L04-1.2.5.dir,contig_1,1,299,3039275,3038977,299,2.17e-154,540.0,100.0
L04-1,2,5,tail,L04-1.2.5.tail,contig_1,1,299,3012771,3012473,299,2.17e-154,540.0,100.0
L04-1,2,6,tail,L04-1.2.6.tail,contig_1,1,299,2664543,2664245,299,2.17e-154,540.0,100.0
L04-1,2,7,head,L04-1.2.7.dir,contig_1,1,299,2426519,2426221,299,2.17e-154,540.0,100.0
L04-1,2,7,tail,L04-1.2.7.tail,contig_1,1,299,2423126,2422828,299,2.17e-154,540.0,100.0
L04-1,2,8,head,L04-1.2.8.dir,contig_1,1,299,2311378,2311080,299,2.17e-154,540.0,100.0
L04-1,2,8,tail,L04-1.2.8.tail,contig_1,1,299,2307986,2307688,299,2.17e-154,540.0,100.0
L04-1,2,9,tail,L04-1.2.9.tail,contig_1,1,299,2246557,2246259,299,2.17e-154,540.0,100.0
L04-1,2,10,head,L04-1.2.10.dir,contig_1,1,299,2082087,2081788,300,3.22e-152,534.0,99.667
L04-1,2,10,tail,L04-1.2.10.tail,contig_1,1,299,2078693,2078395,299,2.17e-154,540.0,100.0
L04-1,2,11,head,L04-1.2.11.dir,contig_1,1,299,1958812,1958514,299,2.17e-154,540.0,100.0
L04-1,2,11,tail,L04-1.2.11.tail,contig_1,1,299,1955420,1955122,299,2.17e-154,540.0,100.0
L04-1,2,12,head,L04-1.2.12.dir,contig_1,1,299,1434959,1434661,299,2.17e-154,540.0,100.0
L04-1,2,12,tail,L04-1.2.12.tail,contig_1,1,299,1431566,1431268,299,2.17e-154,540.0,100.0
L04-1,2,13,head,L04-1.2.13.dir,contig_1,1,299,1269065,1268767,299,2.17e-154,540.0,100.0
L04-1,2,13,tail,L04-1.2.13.tail,contig_1,1,299,1265672,1265374,299,2.17e-154,540.0,100.0
L04-1,2,14,head,L04-1.2.14.dir,contig_1,1,299,777077,776779,299,2.17e-154,540.0,100.0
L04-1,2,14,tail,L04-1.2.14.tail,contig_1,1,299,773684,773386,299,2.17e-154,540.0,100.0
L04-1,2,15,head,L04-1.2.15.dir,contig_1,1,299,719604,719304,301,1.37e-150,527.0,99.336
L04-1,2,15,tail,L04-1.2.15.tail,contig_1,1,299,716209,715911,299,2.17e-154,540.0,100.0
L04-1,2,16,head,L04-1.2.16.dir,contig_1,1,299,597921,597623,299,2.17e-154,540.0,100.0
L04-1,2,16,tail,L04-1.2.16.tail,contig_1,1,299,594529,594231,299,2.17e-154,540.0,100.0
L04-1,2,17,head,L04-1.2.17.dir,contig_1,1,299,490341,490043,299,2.17e-154,540.0,100.0
L04-1,2,18,head,L04-1.2.18.dir,contig_1,1,299,362098,361800,299,2.17e-154,540.0,100.0
L04-1,2,19,tail,L04-1.2.19.tail,contig_1,1,299,118461,118163,299,2.17e-154,540.0,100.0
L04-1,2,20,head,L04-1.2.20.dir,contig_1,1,299,59729,59431,299,2.17e-154,540.0,100.0
L04-1,2,20,tail,L04-1.2.20.tail,contig_1,1,299,59438,59140,299,2.17e-154,540.0,100.0
L04-1,2,21,head,L04-1.2.21.dir,contig_1,1,298,24825,24529,298,3.93e-151,530.0,99.664
L04-1,2,21,tail,L04-1.2.21.tail,contig_1,1,299,3951546,3951844,299,2.17e-154,540.0,100.0
L04-2,1,0,tail,L04-2.1.0.tail,contig_1,1,299,119235,119533,299,2.17e-154,540.0,100.0
L04-2,1,1,head,L04-2.1.1.dir,contig_1,1,299,357838,358136,299,2.17e-154,540.0,100.0
L04-2,1,1,tail,L04-2.1.1.tail,contig_1,1,299,361230,361528,299,2.17e-154,540.0,100.0
L04-2,1,2,tail,L04-2.1.2.tail,contig_1,1,299,491178,491476,299,2.17e-154,540.0,100.0
L04-2,1,3,head,L04-2.1.3.dir,contig_1,1,299,595369,595667,299,2.17e-154,540.0,100.0
L04-2,1,3,tail,L04-2.1.3.tail,contig_1,1,299,598761,599059,299,2.17e-154,540.0,100.0
L04-2,1,4,head,L04-2.1.4.dir,contig_1,1,299,771427,771725,299,2.17e-154,540.0,100.0
L04-2,1,5,head,L04-2.1.5.dir,contig_1,1,299,1069921,1070219,299,2.17e-154,540.0,100.0
L04-2,1,5,tail,L04-2.1.5.tail,contig_1,1,299,1073314,1073612,299,2.17e-154,540.0,100.0
L04-2,1,6,head,L04-2.1.6.dir,contig_1,1,299,1263009,1263307,299,2.17e-154,540.0,100.0
L04-2,1,6,tail,L04-2.1.6.tail,contig_1,1,299,1266402,1266700,299,2.17e-154,540.0,100.0
L04-2,1,7,head,L04-2.1.7.dir,contig_1,1,299,1428910,1429208,299,2.17e-154,540.0,100.0
L04-2,1,7,tail,L04-2.1.7.tail,contig_1,1,299,1432302,1432600,299,2.17e-154,540.0,100.0
L04-2,1,8,head,L04-2.1.8.dir,contig_1,1,299,1953958,1954256,299,2.17e-154,540.0,100.0
L04-2,1,8,tail,L04-2.1.8.tail,contig_1,1,299,1957351,1957649,299,2.17e-154,540.0,100.0
L04-2,1,9,head,L04-2.1.9.dir,contig_1,1,299,2245404,2245702,299,2.17e-154,540.0,100.0
